,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
Q195,3,92,146,2407,229,27,367,1294,343,58,40,8934,89,64,338,653,16890,29,144,646,274.0,92,320,714,67,93,2575,284,1589,0.0,6,235,0.0,36,112,322,451,0,490,1316,33,Q195,303,691,115,173.0,174,400,7463,94,1.0,18811,1301
Q208,2,78,149,2750,443,27,432,1505,337,49,39,7895,89,14,173,595,15324,29,85,165,478.0,78,289,587,64,155,1537,266,1557,0.0,165,234,0.0,24,121,306,461,0,28,953,21,Q208,303,576,30,154.0,78,386,6834,69,1.0,17199,1771
Q231,3,90,80,1351,424,35,429,1414,340,53,39,8058,89,17,288,790,14034,29,82,53,195.0,90,409,492,66,140,1513,286,1607,0.0,20,234,4.0,123,165,237,772,0,234,628,119,Q231,303,480,142,330.0,136,393,6830,81,1.0,16035,466
Q238,3,138,99,1359,405,121,434,1092,339,51,40,8407,89,413,240,481,13728,29,11,141,177.0,138,350,442,66,109,1729,284,1003,0.0,82,234,4.0,66,55,148,365,0,116,1087,63,Q238,303,362,54,7.0,82,391,7167,71,1.0,15668,525
Q248,3,118,219,833,783,27,392,1478,340,50,39,7248,89,48,549,798,13256,29,11,3,287.0,118,219,268,67,95,1323,211,2256,2.0,92,233,4.0,8,188,622,275,0,177,150,4,Q248,303,685,81,7.0,160,389,6531,119,1.0,15065,173
Q251,2,160,585,2825,448,27,354,591,339,55,39,9110,89,27,162,42,17457,29,10,434,195.0,160,318,626,65,139,2711,288,2059,0.0,403,235,0.0,30,182,573,669,1,44,1700,27,Q251,306,902,37,5.0,131,394,7311,90,1.0,19370,1804
Q259,5,101,272,1166,364,27,410,1035,341,51,39,7069,89,13,387,457,12155,29,10,2,167.0,101,296,458,68,128,1154,260,1629,2.0,12,234,0.0,35,115,428,239,1,44,298,30,Q259,303,639,44,7.0,190,392,6531,102,1.0,14042,315
Q265,4,96,549,807,866,27,392,1479,342,53,39,6927,89,112,554,798,13958,29,145,3,287.0,96,288,271,69,51,1902,216,2748,2.0,98,233,4.0,71,190,576,236,0,48,389,68,Q265,303,1013,86,8.0,285,395,6231,105,1.0,15840,144
Q268,3,76,327,2338,565,46,413,1572,341,52,40,9391,89,33,201,743,16977,29,10,165,416.0,76,281,747,66,191,1563,272,2038,0.0,8,235,0.0,10,126,397,817,0,37,816,7,Q268,303,740,218,187.0,149,393,7736,223,1.0,18851,1199
Q270,3,89,138,2200,508,27,408,1449,338,50,39,8055,89,51,212,701,14971,29,136,226,340.0,89,326,723,64,131,1527,268,1651,0.0,230,235,0.0,58,138,381,464,0,320,556,55,Q270,303,560,160,13.0,190,388,6699,94,1.0,16884,1084
Q272,2,42,185,809,409,29,392,1419,339,50,39,7360,89,15,419,739,13767,29,196,205,287.0,42,324,267,67,128,2175,169,1962,2.0,81,233,253.0,155,154,565,177,1,724,467,152,Q272,303,626,61,270.0,92,389,6295,144,1.0,15680,149
Q283,3,106,329,1158,475,27,392,1479,340,51,39,7200,89,23,487,799,13738,29,11,2,287.0,106,481,273,68,63,1575,213,2220,2.0,89,233,4.0,268,171,908,138,0,47,504,264,Q283,303,694,39,7.0,135,391,6727,114,1.0,15810,492
Q295,3,76,106,1783,251,102,343,1878,339,49,39,6919,89,30,189,872,13358,29,11,306,663.0,76,220,691,64,106,1355,210,1347,0.0,225,235,4.0,10,158,424,322,0,26,762,7,Q295,303,514,10,5.0,152,388,5772,145,1.0,15166,699
Q492,2,119,705,766,1131,38,381,1213,338,49,39,7868,89,13,337,648,15525,29,10,2,184.0,119,332,155,67,203,2306,273,3253,2.0,124,233,121.0,58,187,452,248,1,689,341,55,Q492,306,1386,10,4.0,280,387,7030,117,1.0,17443,216
Q494,2,224,258,686,664,284,381,1194,340,51,39,6515,89,11,499,628,12549,29,142,94,184.0,224,215,158,68,207,1462,170,2469,2.0,129,233,118.0,45,137,455,131,0,43,99,43,Q494,303,772,8,485.0,93,390,5723,93,1.0,14354,136
Q496,2,129,169,752,736,103,381,1194,335,49,37,6482,89,17,546,628,12908,29,123,3,184.0,129,329,160,65,144,1732,168,2619,2.0,132,232,124.0,161,129,455,137,0,50,613,159,Q496,303,1092,28,223.0,113,383,5781,115,0.0,14820,200
Q498,2,93,321,765,1136,28,381,1193,341,51,40,8172,89,64,643,627,14703,29,10,4,184.0,93,322,160,69,140,1486,171,2993,2.0,135,233,124.0,151,188,501,208,0,44,252,149,Q498,303,1183,211,6.0,167,393,7181,105,1.0,16617,213
Q002,3,81,47,2870,502,22,388,1224,347,58,40,9003,89,47,229,667,17316,30,1,240,169.0,81,268,684,67,117,2452,245,1686,0.0,227,241,4.0,23,135,344,240,0,333,1684,20,Q002,303,721,51,7.0,112,405,7946,131,1.0,19189,1794
Q010,3,74,64,1303,739,23,358,1126,348,53,40,7741,89,22,465,587,13739,30,72,190,181.0,74,262,597,67,107,1707,232,1787,0.0,170,241,4.0,30,106,244,260,0,223,755,26,Q010,303,447,142,257.0,100,401,6744,103,1.0,15602,314
Q011,3,139,98,1240,417,23,352,1036,346,55,40,8152,89,20,90,495,13572,30,76,235,189.0,139,247,628,65,77,1764,240,1241,0.0,7,241,4.0,7,82,191,412,0,282,1113,4,Q011,303,534,21,4.0,96,402,7307,69,1.0,15421,219
Q017,3,73,111,2151,431,105,363,1446,348,58,40,9275,89,416,193,851,17322,30,1,64,232.0,73,404,779,67,159,3021,334,1356,0.0,7,241,4.0,70,125,314,553,0,652,1834,66,Q017,303,490,64,6.0,115,407,7914,95,1.0,19332,980
Q069,2,94,81,1402,286,22,341,991,345,55,40,8327,89,51,76,439,13097,30,54,238,211.0,94,275,577,65,327,1202,260,1080,0.0,107,241,0.0,15,75,177,557,1,281,612,13,Q069,306,497,34,3.0,116,400,6944,68,1.0,14972,430
Q070,3,67,66,1486,482,193,370,1042,346,56,40,8102,89,37,107,437,13543,30,65,173,235.0,67,247,535,66,118,1509,241,1337,0.0,121,240,4.0,6,83,218,393,0,327,667,3,Q070,303,534,28,6.0,97,402,7162,67,1.0,15391,558
Q076,4,86,196,3743,595,144,329,1348,352,66,40,12406,89,48,697,753,26709,30,1,1012,266.0,86,276,813,71,98,6996,258,2130,0.0,201,241,4.0,17,191,378,780,0,622,5144,13,Q076,303,793,107,261.0,104,418,10072,83,1.0,28602,2538
Q078,3,98,131,2194,14,22,375,3702,346,56,39,11218,89,71,521,751,22245,30,379,330,359.0,98,247,754,65,115,2737,240,2297,2216.0,6,241,4.0,6,275,804,816,0,36,1372,3,Q078,303,1346,15,6.0,127,401,9796,65,1.0,24093,1048
Q084,3,116,211,2017,360,90,388,1499,348,54,40,10385,89,40,292,901,17974,30,1,215,210.0,116,730,626,67,103,2361,234,1596,0.0,174,241,4.0,496,146,546,527,0,45,1576,492,Q084,303,539,24,7.0,143,402,9203,96,1.0,20306,998
Q085,3,70,120,2282,317,22,402,1501,346,56,40,10318,89,52,497,859,18182,30,1,668,241.0,70,247,708,65,126,2461,241,1551,0.0,216,241,4.0,6,164,429,559,0,36,1621,3,Q085,303,702,60,7.0,95,402,8567,66,1.0,20032,1181
Q092,3,138,87,1668,406,239,456,1379,349,60,40,9424,89,37,456,594,17103,30,1,617,329.0,138,451,809,67,75,2965,251,1529,0.0,144,241,4.0,200,109,257,605,0,411,1662,196,Q092,303,538,204,238.0,90,409,7636,102,1.0,19163,466
Q111,2,78,141,2496,364,57,395,1475,348,55,40,11604,89,255,238,796,20375,30,0,404,284.0,78,262,678,68,83,3217,257,1505,0.0,284,241,0.0,5,207,495,520,0,648,1926,2,Q111,306,470,29,8.0,168,404,9951,78,1.0,22241,1424
Q112,4,105,264,2566,701,80,340,1909,350,61,40,10911,89,644,123,832,21062,30,1,5,737.0,105,306,657,68,218,3693,297,1878,0.0,6,241,4.0,9,165,446,791,0,425,2635,5,Q112,303,599,36,9.0,123,411,9067,139,1.0,22978,1517
Q122,2,84,53,1618,219,54,345,819,344,49,39,7279,89,35,155,342,12124,30,0,133,132.0,84,397,522,64,57,1239,245,1086,0.0,89,240,0.0,152,73,167,398,0,238,665,150,Q122,306,506,32,4.0,190,393,6465,68,1.0,14114,702
Q126,4,62,194,1605,830,129,458,1819,350,58,40,10084,89,594,445,970,18229,30,1,269,391.0,62,294,535,69,112,2520,242,2139,0.0,191,241,4.0,53,121,345,688,0,364,1268,49,Q126,303,669,11,196.0,99,408,8145,69,1.0,20131,677
Q127,3,193,151,1685,284,82,385,934,346,52,40,8536,89,426,224,396,14633,30,55,200,153.0,193,325,630,66,167,2011,317,1273,0.0,112,241,4.0,8,78,179,513,0,270,1151,4,Q127,303,487,30,185.0,138,399,7012,71,1.0,16557,663
Q141,2,125,103,1377,468,66,375,1101,347,53,40,7826,89,425,276,536,13420,30,69,128,191.0,125,330,686,66,111,1610,254,1381,0.0,137,241,7.0,76,96,235,682,0,183,817,74,Q141,303,219,15,360.0,99,400,6252,69,1.0,15350,298
Q145,3,81,160,1246,373,22,338,957,347,52,40,7561,89,58,372,457,12657,30,34,57,162.0,81,277,514,66,104,1466,231,1346,0.0,70,241,4.0,46,55,131,425,0,211,612,42,Q145,303,376,65,365.0,100,399,6696,82,1.0,14532,339
Q148,3,74,138,1318,273,64,334,1034,347,58,40,8310,89,31,137,555,13512,30,1,173,145.0,74,251,627,66,82,1609,244,1168,0.0,6,241,4.0,6,140,199,421,0,342,787,3,Q148,303,603,60,6.0,87,405,7449,83,1.0,15368,298
Q149,2,102,158,1384,382,22,355,942,348,58,40,9074,89,17,123,426,14101,30,0,51,161.0,102,307,700,66,189,1367,268,1232,0.0,108,241,0.0,39,75,183,446,1,331,658,37,Q149,306,520,100,4.0,143,406,8093,70,1.0,16013,289
Q150,3,81,124,1971,368,131,424,1549,347,57,40,8449,89,34,307,555,15199,30,1,252,214.0,81,324,700,66,90,1992,244,1156,356.0,93,241,4.0,80,77,180,634,0,288,1066,77,Q150,303,489,160,8.0,112,404,7068,114,1.0,17127,879
Q151,2,95,53,2752,485,90,485,1586,348,59,40,11071,89,415,187,782,20568,30,0,513,319.0,95,278,752,67,138,3515,268,1549,0.0,245,241,0.0,10,147,335,485,0,650,2389,7,Q151,306,566,47,7.0,156,407,9128,98,1.0,22453,1606
Q152,3,86,196,1648,251,60,382,1021,346,56,40,8227,89,81,130,469,13558,30,1,112,170.0,86,257,655,65,143,1554,242,1022,0.0,87,241,4.0,15,61,176,431,0,179,927,12,Q152,303,504,4,4.0,88,402,7088,278,1.0,15418,600
Q166,3,86,162,1815,359,51,357,1124,349,60,40,8161,89,26,219,515,15394,30,77,129,253.0,86,298,701,67,218,2882,248,1326,0.0,7,241,4.0,50,93,212,466,0,300,1979,47,Q166,303,622,104,8.0,125,408,7054,154,1.0,17301,722
Q171,3,88,120,1704,510,299,426,1409,348,58,40,10680,89,27,426,748,17844,30,1,378,235.0,88,343,661,67,320,2420,244,1543,0.0,240,241,4.0,99,113,359,454,0,522,939,96,Q171,303,556,61,7.0,112,406,9014,182,1.0,19793,650
Q204,2,70,206,1805,741,131,396,1224,349,57,40,9600,89,418,363,612,17392,30,90,298,215.0,70,409,626,69,337,2496,310,2198,0.0,161,240,0.0,99,118,306,597,0,333,1255,96,Q204,306,546,63,279.0,326,406,7642,84,1.0,19408,784
Q212,3,97,110,1719,119,57,402,1250,348,58,40,8565,89,52,315,591,15140,30,59,498,258.0,97,391,623,67,76,2542,364,966,0.0,6,241,4.0,27,113,279,510,4,252,1637,20,Q212,303,467,41,7.0,93,406,7238,139,1.0,17136,703
Q222,2,189,176,1447,5,22,360,1073,345,55,40,9892,89,81,294,355,16388,30,0,414,358.0,189,561,752,65,555,1925,259,1861,0.0,5,241,0.0,301,209,604,1183,0,19,1203,299,Q222,306,1053,5,3.0,196,400,7529,119,1.0,18549,300
Q227,3,137,115,2785,441,46,374,1157,345,52,39,7544,89,23,288,576,16141,30,47,111,206.0,137,439,361,66,68,3206,289,1311,0.0,86,240,4.0,150,71,171,366,0,279,2361,147,Q227,303,430,30,175.0,95,397,6787,70,1.0,18177,2031
Q228,2,105,134,2247,363,22,398,1276,347,58,40,9928,89,38,16,568,18113,30,0,218,310.0,105,275,698,66,180,2923,265,1634,0.0,335,241,0.0,10,260,567,531,0,34,2456,8,Q228,306,579,145,7.0,117,404,8366,116,1.0,19993,1154
Q230,3,88,203,1531,664,93,390,1234,348,54,40,7424,89,30,260,549,14955,30,1,10,295.0,88,396,472,67,200,3058,293,1619,0.0,128,241,4.0,103,76,244,485,0,217,2207,100,Q230,303,362,74,233.0,116,401,6402,91,1.0,16952,666
Q234,3,166,214,1822,656,99,372,1354,347,56,40,8818,89,480,193,657,15848,30,1,253,325.0,166,249,702,66,105,2056,243,1631,0.0,7,241,4.0,6,128,328,440,0,28,1393,3,Q234,303,543,188,4.0,99,404,7238,103,1.0,17700,727
Q235,3,175,820,1718,14,262,372,1353,343,48,39,10116,89,44,40,656,18948,30,419,236,325.0,175,289,1115,62,107,2789,228,2796,0.0,5,242,4.0,61,409,1364,912,0,5,834,58,Q235,303,778,212,1.0,639,391,8531,66,1.0,20828,210
Q286,3,126,260,1048,14,22,347,4463,343,47,40,7019,89,75,19,518,15153,30,1,2,0.0,126,217,487,63,49,1108,210,1390,3598.0,11,240,4.0,7,239,622,1467,1,12,555,3,Q286,303,370,6,5.0,379,390,5290,114,1.0,16960,168
Q301,8,101,479,1379,678,22,396,1226,349,53,40,9210,89,36,398,613,15820,30,0,5,215.0,101,303,610,70,998,1773,294,2131,2.0,4,240,10.0,10,276,969,265,1,41,558,1,Q301,303,340,37,11.0,132,402,7724,131,1.0,17725,377
Q445,2,78,151,806,632,146,377,915,340,48,37,7112,89,20,369,373,11870,30,22,6,163.0,78,254,255,64,127,1480,173,1480,2.0,89,238,67.0,82,33,88,161,0,176,583,80,Q445,303,666,80,5.0,89,388,6466,96,0.0,13712,158
Q450,3,84,346,1092,610,178,365,1113,348,52,40,7593,89,420,444,471,13637,30,21,11,276.0,84,390,347,69,101,2277,285,1478,2.0,118,239,103.0,105,64,93,317,0,141,1083,101,Q450,303,655,141,8.0,111,400,6283,100,1.0,15627,353
Q501,1,77,356,940,706,22,328,1568,338,42,37,7422,89,20,466,648,13629,30,0,4,590.0,77,164,350,62,74,1394,160,2229,2.0,161,238,5.0,4,117,327,166,0,15,418,2,Q501,303,881,73,158.0,156,380,6818,101,0.0,15373,198
Q502,3,40,518,1104,902,22,381,3562,349,54,40,7662,89,20,553,565,16959,30,97,2,313.0,40,380,315,70,144,2530,357,2061,2303.0,7,240,0.0,24,92,262,390,1,319,929,19,Q502,303,752,31,7.0,138,403,6945,123,1.0,18942,397
Q555,3,125,393,1008,606,22,398,1401,346,50,40,8624,89,443,477,650,13983,30,1,1,205.0,125,363,412,66,89,1223,351,1602,148.0,161,240,115.0,12,103,258,365,0,5,222,9,Q555,303,565,140,1.0,172,396,7173,137,1.0,15943,204
Q575,3,75,330,998,491,156,398,1341,345,49,39,6017,89,27,509,589,11648,30,1,6,205.0,75,232,419,67,79,1571,224,1645,148.0,3,240,4.0,8,124,361,225,0,35,417,4,Q575,303,637,42,10.0,147,394,5526,106,1.0,13474,187
Q580,2,132,393,923,51,429,356,3426,343,44,39,9009,89,33,279,808,16081,30,0,0,380.0,132,343,392,64,252,1320,333,1270,1883.0,6,240,191.0,10,208,538,305,0,1,9,8,Q580,303,531,77,0.0,150,387,8021,124,1.0,18010,139
R001,5,64,57,1586,309,77,397,1331,333,54,37,8163,89,33,114,751,14846,31,1,109,183.0,64,309,460,63,135,2444,288,1258,0.0,228,233,1.0,21,164,382,392,0,383,1648,16,R001,304,463,19,10.0,95,387,7177,69,0.0,16741,732
R002,6,66,41,2122,519,73,423,1386,341,55,39,8879,89,423,225,759,15944,31,76,124,203.0,66,278,570,67,35,2130,239,1362,0.0,152,234,1.0,40,112,242,203,0,434,1170,34,R002,304,338,116,148.0,115,396,7763,62,1.0,17819,1159
R003,5,108,169,3174,192,22,434,1270,332,52,37,7523,89,35,93,665,17235,31,1,305,171.0,108,322,436,62,83,3980,225,1178,0.0,35,233,1.0,97,90,239,176,0,413,3191,92,R003,304,533,20,33.0,181,385,6784,83,0.0,19141,2345
R004,5,128,251,3616,395,52,419,1432,339,60,39,8568,89,40,232,796,23895,31,1,270,218.0,128,387,464,67,351,8689,297,1462,0.0,157,234,1.0,89,123,303,630,0,432,7598,84,R004,304,653,19,14.0,97,399,6950,149,1.0,25881,2759
R005,4,92,190,2247,15,22,409,1580,332,52,37,10647,89,24,31,750,18615,31,1,7,422.0,92,294,465,62,120,1926,284,2121,0.0,10,233,1.0,10,353,1110,342,0,59,1270,5,R005,304,862,13,16.0,118,384,10036,94,0.0,20493,1389
R006,5,82,157,3325,236,60,449,1579,334,56,37,8695,89,34,89,776,18409,31,1,49,355.0,82,328,465,64,157,3745,232,982,0.0,150,233,1.0,95,99,263,451,0,426,2912,90,R006,304,367,241,18.0,99,390,7537,75,0.0,20327,2466
R007,5,106,61,3428,416,78,348,1207,332,48,37,7633,89,57,329,666,16147,31,60,47,193.0,106,377,451,62,104,2494,216,1278,0.0,117,233,1.0,161,76,205,473,0,350,1539,156,R007,304,415,14,132.0,111,380,6752,69,0.0,18103,2583
R008,5,93,161,2516,413,29,454,1725,334,56,37,9668,89,30,203,1021,20153,31,1,463,250.0,93,267,406,64,66,4498,232,1653,0.0,9,233,1.0,36,188,528,457,0,632,3285,30,R008,304,598,29,11.0,102,390,8516,96,0.0,22010,1716
R011,5,73,48,2696,509,188,485,1959,343,62,40,10936,89,103,186,1265,20177,31,1,186,209.0,73,252,712,69,166,2776,242,1737,0.0,23,235,1.0,10,326,710,642,0,91,1937,4,R011,304,382,39,13.0,123,405,9654,123,1.0,22034,1590
R013,5,72,116,2266,222,22,382,1220,341,56,40,7846,89,47,167,616,14387,31,1,67,222.0,72,336,677,66,129,2039,231,945,0.0,9,235,1.0,104,330,320,456,0,301,1101,99,R013,304,251,77,47.0,106,397,6991,68,1.0,16320,1195
R014,5,63,82,1561,232,120,368,1265,343,59,40,9149,89,50,432,679,16154,31,7,236,218.0,63,254,795,68,156,2994,237,1122,0.0,185,235,1.0,17,125,331,412,0,508,1720,11,R014,304,452,14,9.0,98,402,8027,68,1.0,18010,373
R016,5,62,55,2362,266,301,408,1256,343,60,40,10400,89,445,282,653,17857,31,1,531,195.0,62,264,739,68,269,2713,241,1063,0.0,131,235,1.0,23,120,218,455,0,408,1546,18,R016,304,425,62,10.0,144,403,8438,67,1.0,19723,1230
R018,6,91,148,2683,306,282,494,1608,346,64,40,11688,89,65,420,837,21556,31,1,931,277.0,91,275,1010,70,197,4234,258,1252,0.0,243,235,1.0,18,187,386,641,0,969,2227,11,R018,304,423,47,15.0,122,410,9496,67,1.0,23441,1280
R019,5,105,118,2121,504,65,398,1264,344,61,40,9445,89,35,79,645,16255,31,1,248,221.0,105,249,741,69,246,1951,241,1368,0.0,241,235,1.0,8,122,348,293,0,136,1430,3,R019,304,391,26,9.0,115,405,8286,69,1.0,18109,986
R020,5,93,307,1784,312,116,381,911,343,59,40,8342,89,240,163,334,14840,31,1,61,195.0,93,252,842,67,383,2315,238,1395,0.0,9,235,1.0,14,123,407,422,0,622,984,9,R020,304,532,43,7.0,137,402,6977,207,1.0,16694,549
R021,4,67,47,1336,15,77,426,954,343,58,40,9330,89,42,278,371,15199,31,1,11,156.0,67,304,740,67,299,2491,295,1021,0.0,217,235,1.0,9,206,438,530,0,343,1538,4,R021,304,436,23,6.0,126,400,8005,201,1.0,17103,203
R022,2,99,60,2309,400,72,411,1081,342,58,40,7972,89,42,208,508,14369,31,57,42,163.0,99,287,712,67,69,1857,250,1050,0.0,12,235,7.0,36,80,181,243,0,231,1148,34,R022,303,360,33,8.0,102,400,7453,70,1.0,16255,1205
R023,5,85,182,3077,323,22,444,1562,334,56,37,8627,89,29,113,825,18326,31,1,154,293.0,85,308,474,64,56,3456,291,1520,0.0,10,233,1.0,17,154,417,400,0,363,2620,12,R023,304,624,19,10.0,145,390,7846,114,0.0,20223,2209
R024,5,86,115,2610,366,45,428,1089,333,50,37,7926,89,26,302,490,16222,31,64,83,170.0,86,364,419,63,131,3538,277,973,0.0,92,233,1.0,87,63,158,250,0,407,2542,82,R024,304,337,27,11.0,102,382,7245,69,0.0,18168,1798
R026,5,101,168,2902,880,22,423,1494,340,56,40,12143,89,220,313,759,23900,31,1,16,312.0,101,231,681,66,129,3839,222,3421,0.0,676,235,1.0,9,587,1199,244,0,61,2688,4,R026,304,1187,38,6.0,148,397,10747,72,1.0,25728,1828
R027,5,76,67,1890,620,144,371,1196,341,56,39,9842,89,423,400,654,16652,31,84,168,172.0,76,237,458,67,245,1869,228,1780,0.0,18,234,54.0,9,84,214,419,0,244,847,4,R027,304,484,104,316.0,146,396,8323,89,1.0,18486,1038
R029,5,67,129,2167,445,24,463,1298,338,56,39,7456,89,44,90,660,15104,31,1,59,176.0,67,430,432,65,50,2664,231,1451,0.0,9,234,1.0,199,51,329,423,0,269,2101,194,R029,304,502,6,10.0,164,393,6790,74,1.0,17126,1341
R030,2,86,47,2436,373,20,425,1217,334,56,37,7935,89,24,47,627,15898,31,0,127,165.0,86,374,421,64,60,2998,255,1227,0.0,150,233,0.0,119,109,250,368,0,431,2343,116,R030,306,470,10,9.0,124,390,7110,85,0.0,17861,1621
R031,2,79,176,2971,524,195,384,1393,345,62,40,9565,89,129,152,780,18019,31,0,299,229.0,79,290,894,69,127,2616,264,1396,0.0,194,235,0.0,26,150,393,355,0,405,1539,23,R031,306,300,84,57.0,122,406,8293,84,1.0,19916,1682
R032,5,81,7,2175,612,143,458,1333,333,53,37,8226,89,27,86,703,15823,31,1,209,172.0,81,253,368,63,79,2627,217,1381,0.0,10,233,1.0,36,84,254,173,0,401,1906,30,R032,304,411,43,8.0,96,386,7614,71,0.0,17661,1413
R034,5,88,59,2564,421,158,395,1191,332,50,37,7805,89,26,359,607,15231,31,61,14,189.0,88,380,351,63,59,2375,224,1208,0.0,121,233,1.0,155,70,226,363,0,393,1275,150,R034,304,337,19,129.0,96,382,7130,71,0.0,17192,1820
R035,4,79,74,1288,15,145,379,984,336,53,39,7735,89,23,100,446,12601,31,1,1,159.0,79,225,371,64,98,1086,217,1428,0.0,10,234,1.0,9,222,580,536,0,51,492,4,R035,304,712,8,5.0,116,390,6983,75,1.0,14415,523
R036,5,109,93,2897,373,89,431,1398,333,54,37,8733,89,66,139,737,17628,31,1,158,229.0,109,315,449,63,130,3246,228,1245,0.0,9,233,1.0,87,102,242,215,0,456,2366,82,R036,304,511,10,8.0,112,387,8013,130,0.0,19530,2055
R038,5,124,55,2404,402,205,472,1137,342,60,39,11028,89,81,220,410,20491,31,1,636,255.0,124,563,671,68,339,4326,238,1472,0.0,321,235,1.0,324,222,536,413,0,394,3229,319,R038,304,437,50,11.0,86,402,9119,67,1.0,22655,1339
R039,4,67,144,1689,15,331,468,1341,339,55,39,8097,89,25,120,687,13929,31,1,96,186.0,67,300,670,65,181,1615,288,1121,0.0,81,235,1.0,12,163,428,623,0,52,803,7,R039,304,569,13,6.0,103,394,6909,169,1.0,15823,625
R041,5,96,54,2462,221,22,517,1472,339,56,39,8417,89,37,103,754,15822,31,1,259,202.0,96,401,510,65,157,2196,231,1179,0.0,201,234,1.0,170,157,301,436,0,254,1605,165,R041,304,500,33,14.0,144,395,7226,67,1.0,17818,1558
R042,5,91,184,2119,336,27,437,1160,334,54,37,8683,89,30,83,558,16296,31,1,258,165.0,91,357,433,63,111,2958,229,1286,0.0,130,233,1.0,128,81,220,296,0,400,2181,123,R042,304,537,91,50.0,143,388,7698,68,0.0,18240,1292
R044,3,71,36,2999,345,96,403,1355,344,62,40,10697,89,459,269,714,19573,31,78,397,238.0,71,649,851,69,241,3330,475,1121,0.0,6,235,7.0,173,129,242,330,0,494,2228,170,R044,303,390,151,12.0,132,407,8922,184,1.0,21829,1756
R045,2,114,173,2609,164,21,423,1061,339,56,39,7715,89,47,137,488,14423,31,0,149,150.0,114,358,462,66,100,2066,297,857,0.0,123,234,7.0,61,90,218,304,0,390,1254,59,R045,303,374,2,6.0,95,395,6870,114,1.0,16375,1755
R046,5,58,149,2610,15,22,434,2191,343,62,40,11427,89,33,328,1473,21505,31,1,302,284.0,58,265,708,68,99,3783,242,1436,0.0,9,235,1.0,23,256,656,621,0,550,2476,17,R046,304,633,51,14.0,118,405,10189,122,1.0,23375,1508
R047,3,110,343,1081,428,128,346,2143,334,47,37,7372,89,25,272,1089,14417,31,189,4,707.0,110,464,330,64,103,2288,339,1423,2.0,87,232,0.0,125,174,477,208,1,42,1139,121,R047,303,365,29,5.0,150,381,6806,110,0.0,16462,359
R048,4,72,81,1207,15,105,409,972,336,53,39,7213,89,83,130,399,12163,31,1,103,164.0,72,224,482,63,141,1631,215,1069,0.0,8,234,1.0,9,180,443,399,0,48,1086,4,R048,304,517,22,5.0,89,388,6332,124,1.0,13976,332
R049,6,63,290,2298,698,242,404,1359,344,59,40,9483,89,426,491,752,18147,31,23,18,203.0,63,302,645,70,102,3436,245,1508,0.0,10,235,1.0,57,107,271,429,0,672,1612,51,R049,304,412,28,15.0,111,403,8400,69,1.0,20052,1260
R050,5,76,66,2620,479,70,476,1366,336,56,38,9453,89,111,289,697,18118,31,1,140,193.0,76,262,450,65,118,3225,231,1378,0.0,56,233,1.0,31,132,324,385,0,564,2103,26,R050,304,465,32,9.0,102,392,8476,134,1.0,19972,1776
R051,5,77,42,1876,618,126,369,1093,343,56,40,9060,89,423,308,574,15528,31,65,91,150.0,77,258,586,68,94,2024,240,1398,0.0,118,235,1.0,18,111,237,332,0,297,1076,12,R051,304,384,53,13.0,146,399,7878,70,1.0,17386,897
R052,5,149,150,3016,328,75,416,1357,341,60,39,10237,89,36,212,693,21002,31,1,522,248.0,149,277,594,67,280,4937,239,1306,0.0,27,234,1.0,38,129,343,495,0,477,3893,32,R052,304,516,53,13.0,105,401,8756,67,1.0,22879,2028
R053,5,108,224,2624,232,140,380,1149,334,55,37,9261,89,33,237,634,18757,31,1,243,135.0,108,237,471,63,165,4600,220,1014,0.0,197,233,1.0,16,122,306,373,0,465,3410,11,R053,304,371,74,9.0,96,389,8103,73,0.0,20582,1760
R054,5,77,152,1999,173,22,393,1165,339,56,39,8402,89,36,77,612,15671,31,1,134,161.0,77,326,529,65,74,2962,222,1067,0.0,9,234,1.0,104,160,259,317,0,461,2088,99,R054,304,451,27,8.0,175,395,7731,73,1.0,17592,1077
