,YEAR,LCGGEOX,LCGGEOY,BNLONG
19569,2010,-73.9544,40.7266,K031
19570,2010,-73.9496,40.72618,K034
19571,2010,-73.9602,40.71175,K050
19572,2010,-73.9435,40.69685,K059
19573,2010,-73.9532,40.7036,K071
19574,2010,-73.9616,40.71382,K084
19575,2010,-73.9421,40.72368,K110
19576,2010,-73.9388,40.70096,K120
19577,2010,-73.9485,40.71968,K126
19578,2010,-73.946,40.71464,K132
19579,2010,-73.9393,40.70521,K147
19580,2010,-73.9596,40.69544,K157
19581,2010,-73.9399,40.70872,K196
19582,2010,-73.9453,40.70705,K250
19583,2010,-73.9417,40.70234,K257
19584,2010,-73.9476,40.69773,K297
19585,2010,-73.949,40.70245,K318
19586,2010,-73.9541,40.70957,K319
19587,2010,-73.9467,40.69714,K322
19588,2010,-73.9467,40.69714,K330
19589,2010,-73.953,40.70242,K380
19590,2010,-73.9602,40.71175,K404
19591,2010,-73.9393,40.70521,K449
19592,2010,-73.9437,40.70993,K454
19593,2010,-73.9397,40.71211,K474
19594,2010,-73.9397,40.71211,K477
19595,2010,-73.9397,40.71211,K478
19596,2010,-73.9545,40.71504,K488
19597,2010,-73.9545,40.71504,K558
19598,2010,-73.9545,40.71504,K561
19599,2010,-73.9566,40.71524,K577
19600,2010,-73.9399,40.70872,K582
19601,2010,-73.9437,40.70993,K586
19602,2010,-73.9537,40.72167,K610
19603,2010,-73.9437,40.70993,K614
19604,2010,-73.9537,40.72167,K632
19605,2010,-73.9556,40.70579,K685
19608,2010,-74.0124,40.64919,K001
19609,2010,-73.9865,40.66097,K010
19610,2010,-74.0116,40.67729,K015
19611,2010,-74.0048,40.65282,K024
19612,2010,-74.005,40.6776,K027
19613,2010,-73.9979,40.6869,K029
19614,2010,-73.9918,40.6804,K032
19615,2010,-73.9828,40.68528,K038
19616,2010,-73.9831,40.66887,K039
19617,2010,-73.9839,40.67208,K051
19618,2010,-73.9949,40.68021,K058
19619,2010,-73.9876,40.66006,K088
19620,2010,-74.0082,40.64374,K094
19621,2010,-73.9811,40.66329,K107
19622,2010,-73.9909,40.66744,K124
19623,2010,-73.9756,40.64882,K130
19624,2010,-73.9933,40.64116,K131
19625,2010,-74.0069,40.65211,K136
19626,2010,-74.0014,40.68013,K146
19627,2010,-73.976,40.65746,K154
19628,2010,-74.0018,40.64627,K169
19629,2010,-74.0005,40.65783,K172
19630,2010,-73.9808,40.64506,K230
19631,2010,-73.9882,40.68737,K261
19632,2010,-73.9882,40.66084,K295
19633,2010,-73.9778,40.6715,K321
19635,2010,-73.9935,40.68541,K429
19636,2010,-73.9918,40.6804,K442
19637,2010,-73.9882,40.66084,K443
19638,2010,-73.9801,40.68359,K447
19639,2010,-74.0014,40.68013,K448
19640,2010,-73.9792,40.6696,K462
19641,2010,-73.9792,40.6696,K463
19642,2010,-73.9792,40.6696,K464
19643,2010,-73.9935,40.68541,K497
19644,2010,-73.921,40.6888,K498
19645,2010,-73.991,40.68462,K519
19646,2010,-73.9892,40.6901,K520
19647,2010,-73.9928,40.64286,K529
19648,2010,-73.9802,40.68672,K530
19649,2010,-73.9801,40.68359,K656
19650,2010,-74.0052,40.6558,K667
19651,2010,-74.005,40.6776,K676
19652,2010,-74.0142,40.67795,K698
19654,2010,-74.0069,40.65211,K821
19655,2010,-73.9226,40.68561,K005
19656,2010,-73.9264,40.68068,K021
19657,2010,-73.9414,40.69108,K025
19658,2010,-73.9316,40.69207,K026
19659,2010,-73.9202,40.6781,K028
19660,2010,-73.9358,40.68185,K035
19661,2010,-73.9221,40.68048,K040
19662,2010,-73.9336,40.69119,K057
19663,2010,-73.9356,40.6931,K081
19664,2010,-73.9356,40.67603,K243
19665,2010,-73.9308,40.68317,K262
19666,2010,-73.9322,40.68825,K267
19667,2010,-73.9357,40.6886,K308
19668,2010,-73.9246,40.68838,K309
19669,2010,-73.9278,40.67473,K335
19670,2010,-73.9336,40.69119,K385
19671,2010,-73.9316,40.69207,K393
19672,2010,-73.9325,40.67938,K455
19673,2010,-73.9414,40.69108,K534
19674,2010,-73.9278,40.67473,K584
19675,2010,-73.9221,40.68048,K594
19676,2010,-73.9404,40.69405,K627
19677,2010,-73.9358,40.68185,K628
19678,2010,-73.9404,40.69405,K636
19679,2010,-73.9336,40.69119,K688
19681,2010,-73.9515,40.65624,K002
19682,2010,-73.9571,40.64864,K006
19683,2010,-73.9196,40.67306,K012
19684,2010,-73.9597,40.67676,K022
19685,2010,-73.9493,40.66393,K061
19686,2010,-73.94,40.66189,K091
19687,2010,-73.9534,40.65612,K092
19688,2010,-73.9514,40.67431,K138
19689,2010,-73.9488,40.66611,K161
19690,2010,-73.9344,40.66904,K167
19691,2010,-73.9463,40.64827,K181
19692,2010,-73.9262,40.66549,K189
19693,2010,-73.9243,40.67194,K191
19694,2010,-73.936,40.66376,K221
19695,2010,-73.9606,40.66926,K241
19696,2010,-73.9529,40.64868,K246
19697,2010,-73.9661,40.64982,K249
19698,2010,-73.9424,40.67472,K289
19699,2010,-73.9603,40.67441,K316
19700,2010,-73.9369,40.67265,K334
19701,2010,-73.9702,40.67613,K340
19702,2010,-73.9591,40.66502,K352
19703,2010,-73.9603,40.67441,K353
19704,2010,-73.9369,40.67265,K354
19705,2010,-73.9591,40.66502,K375
19706,2010,-73.9584,40.64976,K382
19707,2010,-73.928,40.6728,K394
19708,2010,-73.9462,40.65888,K397
19709,2010,-73.927,40.66354,K398
19710,2010,-73.9519,40.6481,K399
19711,2010,-73.9584,40.64976,K408
19713,2010,-73.9196,40.67306,K484
19714,2010,-73.9552,40.67005,K489
19715,2010,-73.9615,40.67043,K524
19716,2010,-73.9615,40.67043,K528
19717,2010,-73.9425,40.65893,K531
19718,2010,-73.9425,40.65893,K533
19719,2010,-73.9584,40.64976,K537
19720,2010,-73.9584,40.64976,K539
19721,2010,-73.9584,40.64976,K543
19722,2010,-73.9425,40.65893,K544
19723,2010,-73.9425,40.65893,K546
19724,2010,-73.9615,40.67043,K547
19725,2010,-73.9615,40.67043,K548
19726,2010,-73.9241,40.66642,K568
19727,2010,-73.9365,40.66237,K587
19728,2010,-73.9508,40.66711,K590
19729,2010,-73.9617,40.66988,K600
19730,2010,-73.9389,40.67546,K625
19732,2010,-73.9077,40.64885,K066
19733,2010,-73.9108,40.63548,K068
19734,2010,-73.9086,40.64277,K114
19735,2010,-73.897,40.63478,K115
19736,2010,-73.9331,40.65357,K135
19737,2010,-73.9312,40.64208,K208
19738,2010,-73.8963,40.64351,K211
19739,2010,-73.9228,40.65922,K219
19740,2010,-73.9141,40.65101,K233
19741,2010,-73.941,40.65476,K235
19742,2010,-73.926,40.64835,K244
19743,2010,-73.9279,40.65695,K268
19744,2010,-73.8863,40.63578,K272
19745,2010,-73.9079,40.63402,K276
19746,2010,-73.8923,40.64414,K279
19747,2010,-73.921,40.64693,K285
19748,2010,-73.8918,40.64722,K366
19749,2010,-73.9222,40.64859,K415
19750,2010,-73.8987,40.64183,K500
19752,2010,-73.9168,40.63331,K515
19753,2010,-73.9222,40.64859,K563
19754,2010,-73.9168,40.63331,K566
19755,2010,-73.9168,40.63331,K567
19756,2010,-73.9222,40.64859,K569
19757,2010,-73.9168,40.63331,K576
19758,2010,-73.9168,40.63331,K578
19759,2010,-73.9291,40.65848,K581
19760,2010,-73.9199,40.65829,K588
19761,2010,-73.9291,40.65848,K589
19762,2010,-73.9291,40.65848,K598
19763,2010,-73.8987,40.64183,K617
19764,2010,-73.9222,40.64859,K629
19765,2010,-73.8987,40.64183,K633
19766,2010,-73.8989,40.64578,K635
19767,2010,-73.9168,40.63331,K637
19768,2010,-73.8987,40.64183,K642
19769,2010,-73.8918,40.64722,K673
19772,2010,-73.8731,40.68961,K007
19773,2010,-73.8936,40.66357,K013
19774,2010,-73.8785,40.68708,K065
19775,2010,-73.8795,40.66942,K072
19776,2010,-73.8834,40.67703,K089
19777,2010,-73.884,40.68103,K108
19778,2010,-73.8927,40.66966,K149
19779,2010,-73.8848,40.67246,K158
19780,2010,-73.8694,40.67583,K159
19781,2010,-73.8855,40.66018,K166
19782,2010,-73.8696,40.68611,K171
19783,2010,-73.8977,40.66573,K174
19784,2010,-73.8945,40.66234,K190
19785,2010,-73.8765,40.66636,K202
19786,2010,-73.8902,40.66047,K213
19787,2010,-73.8631,40.67645,K214
19788,2010,-73.8742,40.67071,K218
19789,2010,-73.8662,40.66411,K224
19790,2010,-73.8948,40.65411,K260
19791,2010,-73.8792,40.65786,K273
19792,2010,-73.8897,40.67801,K290
19793,2010,-73.8938,40.67215,K292
19794,2010,-73.8834,40.67703,K302
19795,2010,-73.8867,40.65613,K306
19796,2010,-73.8945,40.66234,K311
19797,2010,-73.8979,40.66815,K328
19798,2010,-73.8802,40.67613,K345
19799,2010,-73.8812,40.64717,K346
19800,2010,-73.8815,40.64584,K364
19801,2010,-73.8866,40.66053,K409
19802,2010,-73.8701,40.69077,K420
19804,2010,-73.8812,40.64717,K452
19805,2010,-73.8948,40.66757,K502
19806,2010,-73.8948,40.66757,K504
19807,2010,-73.8948,40.66757,K507
19808,2010,-73.8948,40.66757,K510
19809,2010,-73.8701,40.69077,K583
19810,2010,-73.876,40.67831,K615
19811,2010,-73.8701,40.69077,K618
19812,2010,-73.8701,40.69077,K639
19813,2010,-73.8701,40.69077,K659
19814,2010,-73.8963,40.67427,K660
19815,2010,-73.8795,40.66942,K677
19816,2010,-73.8795,40.66942,K678
19817,2010,-73.8742,40.67071,K683
19819,2010,-74.0234,40.63359,K030
19820,2010,-73.9872,40.62188,K048
19821,2010,-73.9717,40.6386,K062
19822,2010,-74.0092,40.63247,K069
19823,2010,-74.0292,40.63413,K102
19824,2010,-74.0287,40.61844,K104
19825,2010,-74.0037,40.63304,K105
19826,2010,-74.0006,40.61978,K112
19827,2010,-74.0188,40.62405,K127
19828,2010,-73.999,40.63733,K160
19829,2010,-74.0073,40.60721,K163
19830,2010,-73.9858,40.6375,K164
19831,2010,-74.019,40.63083,K170
19832,2010,-74.0054,40.62474,K176
19833,2010,-73.9777,40.64039,K179
19834,2010,-73.9895,40.62705,K180
19835,2010,-74.0336,40.62405,K185
19836,2010,-73.9945,40.61151,K186
19837,2010,-74.0043,40.62776,K187
19838,2010,-73.9798,40.62931,K192
19839,2010,-74.0014,40.60312,K200
19840,2010,-74.0127,40.61876,K201
19841,2010,-74.0065,40.61418,K204
19842,2010,-73.987,40.6153,K205
19843,2010,-74.0007,40.6406,K220
19844,2010,-73.9815,40.63498,K223
19845,2010,-73.995,40.62201,K227
19846,2010,-74.0135,40.61097,K229
19847,2010,-73.9867,40.61237,K247
19848,2010,-74.0149,40.6267,K259
19849,2010,-74.0036,40.61348,K445
19850,2010,-74.0238,40.63722,K485
19851,2010,-74.0398,40.62794,K490
19852,2010,-74.0191,40.64211,K503
19853,2010,-73.9817,40.62054,K505
19854,2010,-74.0191,40.64211,K506
19855,2010,-73.9815,40.63498,K609
19857,2010,-73.9865,40.60725,K682
19858,2010,-73.9865,40.60725,K686
19860,2010,-73.9797,40.5784,K090
19861,2010,-73.9751,40.59569,K095
19862,2010,-73.9846,40.6076,K096
19863,2010,-73.986,40.60143,K097
19864,2010,-73.9541,40.58317,K098
19865,2010,-73.9657,40.62172,K099
19866,2010,-73.9712,40.5773,K100
19867,2010,-73.9917,40.59784,K101
19868,2010,-73.9787,40.62327,K121
19869,2010,-73.9953,40.60483,K128
19870,2010,-73.9598,40.60148,K153
19871,2010,-73.9749,40.60853,K177
19872,2010,-74.0001,40.57716,K188
19873,2010,-73.9635,40.61653,K199
19874,2010,-73.9619,40.58689,K209
19875,2010,-73.9856,40.58775,K212
19876,2010,-73.97,40.60214,K215
19877,2010,-73.97,40.59049,K216
19878,2010,-73.9563,40.5798,K225
19879,2010,-73.9763,40.61535,K226
19880,2010,-73.9769,40.60124,K228
19881,2010,-73.9649,40.60896,K238
19882,2010,-73.992,40.57825,K239
19883,2010,-73.9621,40.57964,K253
19884,2010,-73.9932,40.59546,K281
19885,2010,-73.992,40.57433,K288
19886,2010,-73.973,40.58252,K303
19887,2010,-73.9962,40.57461,K329
19888,2010,-73.9859,40.59432,K337
19889,2010,-73.973,40.58256,K344
19890,2010,-73.9859,40.59432,K348
19891,2010,-73.9859,40.59432,K400
19892,2010,-73.9674,40.58156,K410
19894,2010,-73.9859,40.59432,K468
19895,2010,-73.9592,40.62046,K525
19896,2010,-73.9818,40.58919,K540
19897,2010,-73.9859,40.59432,K559
19898,2010,-73.9859,40.59432,K572
19899,2010,-73.963,40.58299,K620
19900,2010,-73.9944,40.60496,K690
19902,2010,-73.9859,40.57734,K728
19903,2010,-73.9377,40.59354,K014
19904,2010,-73.9404,40.58779,K052
19905,2010,-73.9131,40.62136,K078
19906,2010,-73.9335,40.6366,K109
19907,2010,-73.9382,40.62572,K119
19908,2010,-73.9739,40.6322,K134
19909,2010,-73.9655,40.64173,K139
19910,2010,-73.9546,40.63256,K152
19911,2010,-73.9505,40.62155,K193
19912,2010,-73.9334,40.59682,K194
19913,2010,-73.9437,40.57957,K195
19914,2010,-73.9518,40.61266,K197
19915,2010,-73.9374,40.63699,K198
19916,2010,-73.9261,40.62149,K203
19917,2010,-73.9489,40.59729,K206
19918,2010,-73.9302,40.61335,K207
19919,2010,-73.9665,40.63392,K217
19920,2010,-73.939,40.6133,K222
19921,2010,-73.9553,40.60419,K234
19922,2010,-73.913,40.61589,K236
19923,2010,-73.9463,40.62368,K240
19924,2010,-73.963,40.64478,K245
19925,2010,-73.9243,40.63273,K251
19926,2010,-73.9518,40.59047,K254
19927,2010,-73.9556,40.60435,K255
19928,2010,-73.948,40.63782,K269
19929,2010,-73.9286,40.59608,K277
19930,2010,-73.9391,40.60672,K278
19931,2010,-73.9091,40.6214,K312
19932,2010,-73.9547,40.63316,K315
19933,2010,-73.9279,40.62842,K326
19934,2010,-73.9473,40.64012,K361
19935,2010,-73.9518,40.61266,K381
19936,2010,-73.9528,40.63339,K405
19937,2010,-73.9484,40.60975,K425
19938,2010,-73.9376,40.59406,K495
19939,2010,-73.9361,40.58082,K535
19940,2010,-73.9527,40.63188,K555
19942,2010,-73.9072,40.66028,K041
19943,2010,-73.9108,40.68034,K073
19944,2010,-73.917,40.6826,K137
19945,2010,-73.9047,40.6689,K150
19946,2010,-73.9088,40.67747,K155
19947,2010,-73.9181,40.6659,K156
19948,2010,-73.911,40.65738,K165
19949,2010,-73.9159,40.67509,K178
19950,2010,-73.9049,40.66002,K184
19951,2010,-73.9081,40.66738,K284
19952,2010,-73.9081,40.67095,K298
19953,2010,-73.911,40.66663,K323
19954,2010,-73.9123,40.66859,K327
19955,2010,-73.9064,40.67253,K332
19956,2010,-73.9181,40.6659,K392
19957,2010,-73.9135,40.67417,K493
19958,2010,-73.9117,40.66578,K514
19959,2010,-73.9072,40.65624,K518
19960,2010,-73.9158,40.67786,K522
19961,2010,-73.914,40.66012,K631
19962,2010,-73.914,40.66012,K634
19963,2010,-73.9072,40.65624,K643
19964,2010,-73.9158,40.67786,K644
19965,2010,-73.9039,40.67721,K645
19966,2010,-73.9039,40.67721,K646
19967,2010,-73.9072,40.65624,K647
19968,2010,-73.9117,40.66578,K697
19970,2010,-73.8875,40.73775,Q005
19971,2010,-73.8825,40.73917,Q007
19972,2010,-73.8929,40.7427,Q012
19973,2010,-73.8684,40.73773,Q013
19974,2010,-73.8542,40.7405,Q014
19975,2010,-73.8863,40.71529,Q016
19976,2010,-73.8674,40.74931,Q019
19977,2010,-73.855,40.74715,Q028
19978,2010,-73.8754,40.71911,Q049
19979,2010,-73.8907,40.72863,Q058
19980,2010,-73.8632,40.74261,Q061
19981,2010,-73.8975,40.69657,Q068
19982,2010,-73.9051,40.71118,Q071
19983,2010,-73.8936,40.72914,Q073
19984,2010,-73.9022,40.69951,Q077
19985,2010,-73.9109,40.70303,Q081
19986,2010,-73.8713,40.71187,Q087
19987,2010,-73.8962,40.70386,Q088
19988,2010,-73.8801,40.74581,Q089
19989,2010,-73.8851,40.70359,Q091
19990,2010,-73.9026,40.70598,Q093
19991,2010,-73.8778,40.73341,Q102
19992,2010,-73.8618,40.70499,Q113
19993,2010,-73.8752,40.70446,Q119
19994,2010,-73.919,40.74108,Q125
19995,2010,-73.8863,40.71529,Q128
19996,2010,-73.8551,40.75528,Q143
19997,2010,-73.9037,40.71666,Q153
19998,2010,-73.9261,40.74001,Q199
19999,2010,-73.8973,40.73435,Q229
20000,2010,-73.9041,40.69893,Q239
20001,2010,-73.9365,40.74502,Q264
20002,2010,-73.9365,40.74502,Q267
20003,2010,-73.8707,40.74378,Q293
20004,2010,-73.8707,40.74378,Q296
20005,2010,-73.9365,40.74502,Q299
20006,2010,-73.9152,40.70717,Q305
20007,2010,-73.8652,40.74877,Q307
20008,2010,-73.8746,40.74127,Q455
20010,2010,-73.908,40.7119,Q485
20011,2010,-73.9336,40.74406,Q520
20012,2010,-73.935,40.74484,Q530
20013,2010,-73.8531,40.73749,Q550
20014,2010,-73.9366,40.74302,Q560
20015,2010,-73.9283,40.74215,Q600
20016,2010,-73.9291,40.7436,Q610
20018,2010,-73.8707,40.74378,Q744
20019,2010,-73.8875,40.73683,Q877
20020,2010,-73.8249,40.7586,Q020
20021,2010,-73.8188,40.77445,Q021
20022,2010,-73.8118,40.76129,Q022
20023,2010,-73.8179,40.75146,Q024
20024,2010,-73.79,40.76509,Q025
20025,2010,-73.8432,40.77854,Q029
20026,2010,-73.7947,40.76482,Q032
20027,2010,-73.8178,40.78595,Q079
20028,2010,-73.7998,40.75595,Q107
20029,2010,-73.8292,40.7456,Q120
20030,2010,-73.8398,40.79057,Q129
20031,2010,-73.7841,40.75958,Q130
20032,2010,-73.8069,40.72682,Q154
20033,2010,-73.8092,40.74063,Q163
20034,2010,-73.8234,40.72096,Q164
20035,2010,-73.8185,40.72978,Q165
20036,2010,-73.7788,40.78204,Q169
20037,2010,-73.8001,40.77815,Q184
20038,2010,-73.8193,40.77519,Q185
20039,2010,-73.8183,40.76037,Q189
20040,2010,-73.8095,40.79241,Q193
20041,2010,-73.8078,40.78358,Q194
20042,2010,-73.8052,40.7315,Q200
20043,2010,-73.8132,40.73664,Q201
20044,2010,-73.7948,40.7839,Q209
20045,2010,-73.8285,40.77046,Q214
20046,2010,-73.8227,40.73545,Q219
20047,2010,-73.822,40.74965,Q237
20048,2010,-73.8315,40.7703,Q242
20049,2010,-73.8265,40.75466,Q244
20050,2010,-73.8096,40.72445,Q250
20051,2010,-73.8096,40.72445,Q252
20052,2010,-73.8183,40.76037,Q263
20053,2010,-73.822,40.74965,Q281
20054,2010,-73.79,40.76509,Q285
20055,2010,-73.7788,40.78204,Q294
20056,2010,-73.8247,40.7384,Q425
20057,2010,-73.8277,40.76531,Q460
20059,2010,-73.822,40.73917,Q499
20060,2010,-73.8215,40.73447,Q525
20061,2010,-73.8289,40.76519,Q540
20062,2010,-73.8107,40.72565,Q670
20064,2010,-73.8199,40.72038,Q792
20065,2010,-73.7323,40.73216,Q018
20066,2010,-73.7782,40.73678,Q026
20067,2010,-73.7694,40.7573,Q031
20068,2010,-73.7706,40.76971,Q041
20069,2010,-73.7584,40.74572,Q046
20070,2010,-73.7337,40.76271,Q067
20071,2010,-73.7674,40.74533,Q074
20072,2010,-73.7388,40.77093,Q094
20073,2010,-73.7496,40.76951,Q098
20074,2010,-73.7097,40.74411,Q115
20075,2010,-73.7179,40.73178,Q133
20076,2010,-73.7728,40.75621,Q158
20077,2010,-73.784,40.76938,Q159
20078,2010,-73.7772,40.74895,Q162
20079,2010,-73.7131,40.74207,Q172
20080,2010,-73.7955,40.73451,Q173
20081,2010,-73.7774,40.72437,Q178
20082,2010,-73.7217,40.7499,Q186
20083,2010,-73.7557,40.73543,Q188
20084,2010,-73.7091,40.73447,Q191
20085,2010,-73.7602,40.75315,Q203
20086,2010,-73.7566,40.73778,Q205
20087,2010,-73.7458,40.74766,Q213
20088,2010,-73.7941,40.73763,Q216
20089,2010,-73.7312,40.75904,Q221
20090,2010,-73.7277,40.74639,Q266
20091,2010,-73.7561,40.75241,Q415
20092,2010,-73.7929,40.74074,Q430
20093,2010,-73.7387,40.73312,Q435
20094,2010,-73.7804,40.77183,Q495
20095,2010,-73.7276,40.7462,Q566
20097,2010,-73.7952,40.59474,Q042
20098,2010,-73.7616,40.59371,Q043
20099,2010,-73.7882,40.67251,Q045
20100,2010,-73.8205,40.60641,Q047
20101,2010,-73.8319,40.69831,Q051
20102,2010,-73.7491,40.60358,Q053
20103,2010,-73.8354,40.69928,Q056
20104,2010,-73.8532,40.69213,Q060
20105,2010,-73.836,40.68851,Q062
20106,2010,-73.8468,40.67646,Q063
20107,2010,-73.857,40.68119,Q064
20108,2010,-73.8413,40.68271,Q065
20109,2010,-73.8464,40.69785,Q066
20110,2010,-73.8392,40.697,Q090
20111,2010,-73.8084,40.67506,Q096
20112,2010,-73.8598,40.69491,Q097
20113,2010,-73.822,40.68005,Q100
20114,2010,-73.764,40.60811,Q104
20115,2010,-73.7817,40.59577,Q105
20116,2010,-73.7671,40.59373,Q106
20117,2010,-73.8316,40.6795,Q108
20118,2010,-73.8542,40.57823,Q114
20119,2010,-73.7957,40.67832,Q123
20120,2010,-73.8117,40.66513,Q124
20121,2010,-73.8399,40.67823,Q137
20122,2010,-73.8351,40.65991,Q146
20123,2010,-73.8106,40.67947,Q155
20124,2010,-73.8053,40.58918,Q183
20125,2010,-73.7434,40.60014,Q197
20126,2010,-73.8452,40.67107,Q202
20127,2010,-73.8443,40.65824,Q207
20128,2010,-73.8475,40.68389,Q210
20129,2010,-73.7583,40.5992,Q215
20130,2010,-73.7895,40.67456,Q223
20131,2010,-73.8318,40.58105,Q225
20132,2010,-73.8169,40.67571,Q226
20133,2010,-73.8511,40.66579,Q232
20134,2010,-73.7475,40.60869,Q253
20135,2010,-73.848,40.69796,Q254
20136,2010,-73.7633,40.60356,Q260
20137,2010,-73.8226,40.58619,Q262
20138,2010,-73.7633,40.60356,Q282
20139,2010,-73.7633,40.60356,Q302
20140,2010,-73.849,40.69168,Q306
20141,2010,-73.8452,40.67107,Q308
20142,2010,-73.7633,40.60356,Q309
20143,2010,-73.8318,40.58105,Q317
20144,2010,-73.8318,40.58105,Q318
20145,2010,-73.7491,40.60358,Q319
20146,2010,-73.8255,40.58404,Q323
20147,2010,-73.7856,40.59011,Q333
20148,2010,-73.7841,40.67482,Q400
20149,2010,-73.8226,40.58619,Q410
20150,2010,-73.7633,40.60356,Q465
20151,2010,-73.8336,40.69564,Q475
20152,2010,-73.8384,40.67987,Q480
20154,2010,-73.8408,40.68963,Q650
20156,2010,-73.7871,40.69722,Q008
20157,2010,-73.7745,40.68033,Q030
20158,2010,-73.7908,40.6942,Q040
20159,2010,-73.797,40.69402,Q048
20160,2010,-73.8074,40.69515,Q050
20161,2010,-73.8243,40.70312,Q054
20162,2010,-73.8166,40.69392,Q055
20163,2010,-73.7758,40.6734,Q072
20164,2010,-73.7693,40.67291,Q080
20165,2010,-73.8118,40.70411,Q082
20166,2010,-73.8038,40.70893,Q086
20167,2010,-73.8285,40.71148,Q099
20168,2010,-73.8439,40.71561,Q101
20169,2010,-73.8132,40.7095,Q117
20170,2010,-73.8158,40.68399,Q121
20171,2010,-73.8635,40.72804,Q139
20172,2010,-73.7813,40.68681,Q140
20173,2010,-73.8533,40.71487,Q144
20174,2010,-73.8537,40.73237,Q157
20175,2010,-73.8004,40.68819,Q160
20176,2010,-73.8214,40.69048,Q161
20177,2010,-73.8616,40.72091,Q174
20178,2010,-73.8531,40.73102,Q175
20179,2010,-73.805,40.70313,Q182
20180,2010,-73.852,40.72289,Q190
20181,2010,-73.8378,40.72272,Q196
20182,2010,-73.8614,40.73416,Q206
20183,2010,-73.8124,40.71014,Q217
20184,2010,-73.8515,40.73651,Q220
20185,2010,-73.7758,40.6734,Q284
20186,2010,-73.8443,40.72539,Q303
20187,2010,-73.7973,40.71319,Q310
20188,2010,-73.8456,40.7295,Q440
20189,2010,-73.7973,40.71319,Q470
20190,2010,-73.8019,40.70904,Q505
20191,2010,-73.7992,40.71569,Q620
20192,2010,-73.8038,40.70832,Q680
20193,2010,-73.7981,40.70091,Q687
20194,2010,-73.784,40.68621,Q690
20196,2010,-73.7908,40.6942,Q896
20197,2010,-73.7573,40.68603,Q015
20198,2010,-73.735,40.7272,Q033
20199,2010,-73.7366,40.71179,Q034
20200,2010,-73.7695,40.71366,Q035
20201,2010,-73.764,40.6908,Q036
20202,2010,-73.7584,40.67597,Q037
20203,2010,-73.7339,40.67162,Q038
20204,2010,-73.7665,40.66119,Q052
20205,2010,-73.7533,40.68171,Q059
20206,2010,-73.7835,40.71065,Q095
20207,2010,-73.747,40.72063,Q109
20208,2010,-73.7823,40.70068,Q116
20209,2010,-73.7658,40.7035,Q118
20210,2010,-73.7941,40.7168,Q131
20211,2010,-73.7498,40.68207,Q132
20212,2010,-73.7553,40.7079,Q134
20213,2010,-73.7574,40.72014,Q135
20214,2010,-73.7527,40.69831,Q136
20215,2010,-73.7351,40.65977,Q138
20216,2010,-73.7409,40.69738,Q147
20217,2010,-73.7433,40.67304,Q156
20218,2010,-73.7298,40.68548,Q176
20219,2010,-73.753,40.65618,Q181
20220,2010,-73.753,40.70541,Q192
20221,2010,-73.7355,40.65293,Q195
20222,2010,-73.7275,40.74601,Q208
20223,2010,-73.7588,40.66478,Q231
20224,2010,-73.7804,40.71322,Q238
20225,2010,-73.7569,40.6683,Q248
20226,2010,-73.7601,40.66419,Q251
20227,2010,-73.753,40.70541,Q259
20228,2010,-73.7569,40.6683,Q265
20229,2010,-73.7856,40.7077,Q268
20230,2010,-73.7367,40.67496,Q270
20231,2010,-73.7569,40.6683,Q272
20232,2010,-73.7569,40.6683,Q283
20233,2010,-73.7319,40.72044,Q295
20234,2010,-73.7458,40.69784,Q492
20235,2010,-73.7458,40.69784,Q494
20236,2010,-73.7458,40.69784,Q496
20237,2010,-73.7458,40.69784,Q498
20239,2010,-73.8945,40.77026,Q002
20240,2010,-73.9129,40.75944,Q010
20241,2010,-73.9086,40.74529,Q011
20242,2010,-73.9227,40.76875,Q017
20243,2010,-73.8889,40.74919,Q069
20244,2010,-73.9141,40.76204,Q070
20245,2010,-73.9411,40.76091,Q076
20246,2010,-73.9578,40.74476,Q078
20247,2010,-73.9062,40.77149,Q084
20248,2010,-73.9147,40.77289,Q085
20249,2010,-73.8691,40.75551,Q092
20250,2010,-73.9392,40.75892,Q111
20251,2010,-73.9345,40.75697,Q112
20252,2010,-73.9165,40.78034,Q122
20253,2010,-73.9306,40.76619,Q126
20254,2010,-73.8717,40.76469,Q127
20255,2010,-73.9051,40.77567,Q141
20256,2010,-73.8872,40.75471,Q145
20257,2010,-73.8791,40.7583,Q148
20258,2010,-73.8747,40.75493,Q149
20259,2010,-73.9238,40.7456,Q150
20260,2010,-73.9088,40.75755,Q151
20261,2010,-73.9002,40.75301,Q152
20262,2010,-73.9267,40.75739,Q166
20263,2010,-73.929,40.77127,Q171
20264,2010,-73.9325,40.75706,Q204
20265,2010,-73.8848,40.7532,Q212
20266,2010,-73.8804,40.75022,Q222
20267,2010,-73.8745,40.75839,Q227
20268,2010,-73.8751,40.7567,Q228
20269,2010,-73.8932,40.75275,Q230
20270,2010,-73.9231,40.76726,Q234
20271,2010,-73.9225,40.76694,Q235
20272,2010,-73.9245,40.77124,Q286
20273,2010,-73.9325,40.75706,Q301
20274,2010,-73.9106,40.75821,Q445
20275,2010,-73.9321,40.76539,Q450
20276,2010,-73.9252,40.75651,Q501
20277,2010,-73.9464,40.74865,Q502
20278,2010,-73.9374,40.75145,Q555
20279,2010,-73.9375,40.75132,Q575
20280,2010,-73.9272,40.75534,Q580
20282,2010,-74.2441,40.50897,R001
