,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
Q038,122,143,2655,650,189,407,1752,386,87,9336,65,123,76,1035,19560,29,10,69,311,122,300,677,87,88,3572,271,2124,0.0,519,265,3,29,307,763,664,0,30,2816,29,Q038,308,591,35,8,112,473,7535,301,1.0,21478,1605
Q052,105,103,2473,281,654,212,1144,382,80,8724,65,108,210,699,16344,29,10,382,232,105,491,697,84,162,2549,262,1350,0.0,16,264,3,229,138,367,930,0,545,889,229,Q052,308,577,32,5,120,462,6999,91,1.0,18442,1403
Q059,108,102,1495,750,118,229,1062,372,63,8293,65,70,263,654,14692,29,136,272,179,108,278,386,78,140,2156,223,1578,0.0,18,261,3,55,123,319,402,1,72,1343,54,Q059,308,426,46,6,76,436,7253,89,0.0,16551,736
Q095,107,168,1567,370,161,249,749,383,83,8535,65,506,115,380,13616,29,10,270,120,107,301,591,85,141,1369,249,1289,0.0,65,265,3,52,61,148,697,0,284,570,52,Q095,308,566,44,89,115,467,6552,257,1.0,15528,603
Q109,96,65,1211,685,51,280,1033,372,63,8544,65,47,311,607,13827,29,30,218,146,96,250,521,77,168,1531,233,1412,0.0,130,261,3,17,98,193,448,0,189,787,17,Q109,308,437,52,7,90,435,7421,56,0.0,15657,318
Q116,93,79,1476,293,332,355,1185,385,80,9463,65,504,288,638,15628,29,10,247,192,93,357,717,86,49,2103,265,1308,0.0,179,265,3,91,114,286,149,0,342,938,91,Q116,308,470,101,166,93,465,8168,63,1.0,17594,386
Q118,94,165,2074,309,29,341,1308,386,86,9734,65,507,250,772,17060,29,80,283,194,94,359,677,87,101,2474,322,1377,0.0,18,265,3,37,140,342,174,1,393,1417,35,Q118,308,616,42,7,103,471,8368,238,1.0,19035,1024
Q131,93,93,1457,404,30,505,1172,385,84,7790,65,44,184,529,13117,29,10,149,139,93,291,541,86,44,1415,275,1190,0.0,17,265,3,16,106,277,289,0,247,746,16,Q131,308,433,24,4,73,468,7148,72,1.0,15021,543
Q132,116,176,1605,448,23,364,1495,371,64,7915,65,60,289,853,15048,29,10,331,279,116,292,612,76,110,2299,260,1618,0.0,331,261,3,32,212,545,153,0,19,1571,32,Q132,308,532,23,5,89,435,6851,53,0.0,16920,620
Q134,124,114,2896,360,327,735,2357,386,86,10215,65,528,286,1301,21247,29,174,475,321,124,498,759,87,140,4072,289,1583,0.0,248,265,3,208,180,346,652,0,379,2612,208,Q134,308,687,37,8,183,472,8062,71,1.0,23362,1765
Q135,109,78,2052,481,115,514,1220,385,84,7942,65,51,217,511,15494,29,10,60,195,109,290,613,86,94,2727,263,1444,0.0,17,265,3,27,69,215,483,0,268,1971,27,Q135,308,426,109,238,83,470,7058,66,1.0,17398,1066
Q136,103,76,2012,307,81,319,1497,385,84,8931,65,58,282,942,16110,29,10,438,235,103,331,766,87,18,2383,280,1184,0.0,18,265,3,51,148,336,370,0,498,1288,51,Q136,308,425,31,5,111,470,7938,57,1.0,18055,873
Q138,100,78,1427,392,27,434,1351,386,80,9044,65,499,179,704,15231,29,10,397,213,100,291,563,87,56,1699,259,1611,0.0,17,265,3,32,110,246,383,0,363,931,32,Q138,308,605,88,286,82,465,7493,109,1.0,17132,491
Q147,100,47,1412,466,23,266,1131,379,72,8031,65,46,199,649,13613,29,10,298,215,100,296,491,82,22,1354,263,1585,0.0,182,263,3,33,86,292,279,0,207,782,33,Q147,308,566,50,166,96,451,7091,59,1.0,15504,549
Q156,97,47,1813,292,65,288,1245,373,64,10122,65,52,230,655,16818,29,10,62,302,97,455,513,78,45,2115,272,1426,0.0,218,262,3,184,129,349,345,0,549,1085,183,Q156,308,690,39,7,87,437,9287,72,0.0,18854,928
Q176,90,76,1887,238,23,313,1088,384,80,7532,65,42,181,568,13130,29,10,77,206,90,333,653,85,70,1006,239,1527,0.0,183,265,3,94,99,281,402,0,14,602,94,Q176,308,761,26,167,80,464,6625,103,1.0,15071,861
Q181,115,84,2736,117,387,362,1657,384,83,9614,65,56,21,915,18324,29,10,394,380,115,300,697,86,40,2797,284,1406,0.0,17,265,3,17,181,505,130,0,744,1369,17,Q181,308,679,39,7,98,468,8833,102,1.0,20237,1666
Q192,107,98,1519,844,94,346,1153,387,86,9625,65,565,674,600,17121,29,140,199,207,107,278,483,88,36,2562,256,2155,0.0,201,265,156,22,120,350,174,2,509,927,20,Q192,308,885,225,10,66,473,7996,73,1.0,19017,663
Q195,118,161,2619,76,30,352,1345,384,83,8423,65,65,370,694,16719,29,149,714,300,118,309,676,86,68,2901,284,1312,0.0,17,264,3,25,129,310,371,0,511,1552,24,Q195,308,641,96,178,108,467,6977,113,1.0,18640,1571
Q208,105,94,3094,479,23,310,1341,372,62,8263,65,83,232,613,15858,29,10,2,418,105,321,524,77,19,1593,268,1463,0.0,189,261,3,52,120,307,356,0,24,1090,52,Q208,308,598,40,6,73,433,7509,61,0.0,17756,2197
Q231,103,212,1329,277,164,256,1163,389,88,10573,65,510,478,713,17163,29,65,103,193,103,521,476,90,125,2454,387,1542,0.0,87,266,3,133,146,341,1021,1,369,1019,133,Q231,308,618,161,209,97,477,8400,163,1.0,19305,481
Q238,117,64,1275,423,152,338,1024,383,79,8877,65,503,288,496,14397,29,10,123,190,117,260,315,85,68,2093,222,1010,0.0,99,264,68,38,82,138,327,0,141,1355,38,Q238,308,366,87,7,77,462,7554,47,1.0,16263,587
Q248,124,238,743,751,336,294,1346,373,61,6784,65,103,582,749,12237,29,10,2,298,124,343,223,78,131,1469,327,1771,6.0,93,261,3,15,161,517,194,0,21,120,15,Q248,308,379,126,5,120,434,6018,113,0.0,14158,147
Q251,120,271,2711,487,27,185,428,383,81,10730,65,55,184,50,18688,29,10,515,193,120,297,597,85,115,2770,281,1929,0.0,396,265,3,17,193,636,587,0,24,2061,17,Q251,308,724,22,6,76,464,8980,56,1.0,20593,1741
Q259,111,376,1178,307,177,347,1164,374,64,8070,65,138,261,603,12983,29,10,61,208,111,318,308,79,99,1290,247,1171,6.0,17,261,3,71,192,387,413,0,29,245,71,Q259,308,372,76,7,99,437,7114,147,0.0,14883,497
Q265,116,279,836,690,94,315,1368,380,73,8144,65,512,519,749,14571,29,199,5,298,116,367,229,84,168,1715,333,2393,6.0,93,263,183,34,181,493,244,7,27,417,27,Q265,308,980,178,7,224,453,6670,91,1.0,16536,234
Q268,105,206,2111,569,23,311,1549,382,77,7966,65,65,229,800,15540,29,10,77,439,105,311,567,85,137,1996,272,1811,0.0,17,264,3,39,118,367,376,0,27,1385,39,Q268,308,623,142,6,245,459,7025,124,1.0,17454,1172
Q270,100,88,2201,511,23,187,1166,371,61,7490,65,46,219,606,13982,29,135,224,373,100,487,646,77,64,1437,268,1588,0.0,199,261,3,219,129,317,109,0,337,505,219,Q270,308,563,125,6,191,433,6636,82,0.0,16046,1183
Q272,99,187,836,408,31,294,1346,372,59,6864,65,41,537,749,13063,29,186,101,298,99,241,224,78,127,2161,177,1756,6.0,88,260,251,64,147,513,76,0,657,416,64,Q272,308,502,100,255,78,431,5971,109,0.0,14880,240
Q283,97,275,1115,612,440,294,1346,373,63,6725,65,48,460,749,12789,29,10,3,298,97,298,325,79,210,1733,278,1773,6.0,88,261,3,20,140,460,95,0,26,382,19,Q283,308,530,124,7,165,436,6018,137,0.0,14667,417
Q295,106,134,1788,298,90,226,1539,370,60,6764,65,48,235,657,13626,29,10,188,656,106,295,621,76,90,2117,246,1312,0.0,203,261,3,49,137,405,200,0,18,1494,49,Q295,308,510,15,4,95,430,5852,164,0.0,15495,794
Q326,98,325,987,1091,28,157,3795,386,79,8685,65,341,131,50,17879,29,10,3,6,98,388,357,87,343,1371,371,2942,3582.0,21,265,3,17,382,1438,272,0,25,471,17,Q326,308,329,73,6,77,465,7539,91,1.0,19876,258
Q327,86,148,2054,22,27,229,1062,372,62,9823,65,476,68,654,15576,29,10,2,179,86,284,673,77,214,872,267,1680,0.0,11,262,3,17,335,1301,154,0,25,259,17,Q327,308,242,240,6,108,435,8661,62,0.0,17439,1008
Q355,106,130,1197,1011,39,256,1163,383,78,8648,65,73,399,713,15430,29,10,364,193,106,315,571,85,738,1142,297,3175,0.0,213,264,3,18,217,1233,683,0,32,316,17,Q355,308,720,4,8,203,461,6517,53,1.0,17349,253
Q356,107,301,2332,22,25,256,1163,383,78,9508,65,96,477,714,16896,29,10,359,193,107,295,600,85,1141,1514,276,2272,0.0,222,264,3,18,414,1445,488,0,28,260,18,Q356,308,721,4,7,77,461,6973,223,1.0,18796,1360
Q492,120,299,1043,919,27,511,1463,372,61,7042,280,43,274,773,14602,29,10,2,174,120,420,280,78,181,2043,263,2891,6.0,166,260,78,156,217,549,99,0,811,404,156,Q492,308,1253,44,5,165,433,6282,147,0.0,16599,175
Q494,99,216,638,782,292,511,1463,373,62,6671,65,41,391,773,12591,29,10,106,174,99,361,131,79,189,1344,185,2376,6.0,162,260,71,176,219,500,425,0,26,190,176,Q494,308,720,11,296,78,435,5578,88,0.0,14531,135
Q496,106,357,902,1034,461,511,1463,374,67,6689,140,48,529,773,15084,29,248,4,174,106,239,183,80,159,2787,193,3137,6.0,183,261,90,46,340,612,132,0,33,819,46,Q496,308,1050,520,345,96,441,5464,88,0.0,16909,271
Q498,112,340,783,1193,24,511,1463,373,63,7822,65,60,426,773,14064,29,10,3,174,112,327,189,79,76,1201,185,2682,6.0,148,261,67,142,177,481,105,0,26,198,142,Q498,308,894,15,8,106,436,7255,92,0.0,15972,222
Q002,109,76,2494,469,162,308,1061,382,82,7654,65,42,256,594,15186,30,0,220,159,109,411,511,85,136,2452,224,1417,0.0,191,264,3,187,120,310,139,0,208,1630,187,Q002,308,530,14,8,100,464,6797,112,1.0,17206,1610
Q010,96,89,1267,745,21,214,964,388,85,8156,65,508,329,619,13876,30,16,157,131,96,276,604,88,95,1538,249,1854,0.0,53,266,3,27,110,237,159,0,218,755,27,Q010,308,406,96,385,80,473,6935,149,1.0,15769,291
Q011,97,106,1336,280,26,280,857,383,83,8395,65,46,156,405,13861,30,77,213,172,97,305,639,85,104,2079,224,1098,0.0,17,264,3,81,75,178,399,0,260,1379,80,Q011,308,552,81,7,81,466,7456,75,1.0,15776,325
Q017,122,102,2752,587,94,571,1921,388,92,9679,65,505,269,1026,19862,30,0,114,324,122,378,963,88,78,3877,293,1511,0.0,45,266,3,85,131,364,426,0,661,2620,85,Q017,308,465,21,10,84,479,8410,77,1.0,21864,1416
Q069,103,86,1420,309,21,215,958,380,78,7748,65,60,117,517,12475,30,67,208,226,103,302,599,83,66,1250,274,996,0.0,112,264,3,29,72,168,457,0,298,589,28,Q069,308,437,14,5,75,458,6773,55,1.0,14380,449
Q070,85,105,1623,462,63,229,801,382,80,7842,66,48,114,384,13150,30,77,176,188,85,242,516,84,190,1555,218,1243,0.0,131,264,3,25,80,200,363,0,297,820,25,Q070,308,491,24,5,85,461,6833,73,1.0,14998,733
Q076,139,177,4115,599,184,170,488,389,95,11311,65,622,759,48,27284,30,0,956,270,139,271,814,90,109,9174,252,2057,0.0,209,266,3,19,200,376,356,0,671,7183,19,Q076,308,765,217,224,94,484,8752,86,1.0,29184,2928
Q078,93,148,1445,57,20,362,3601,371,63,9363,65,90,333,770,18120,30,376,344,366,93,267,610,76,154,1859,215,1760,2103.0,21,262,3,52,32,766,641,0,16,933,51,Q078,308,844,14,5,88,434,8046,50,0.0,19965,462
Q084,95,158,1951,433,132,313,1297,384,79,9887,65,57,371,776,17288,30,0,317,208,95,228,647,85,223,2493,210,1566,0.0,45,265,3,18,174,563,204,0,24,1634,18,Q084,308,488,15,7,75,463,8917,106,1.0,19123,931
Q085,91,230,2325,323,21,244,1128,381,77,9656,65,48,502,675,16727,30,0,792,209,91,417,650,83,277,2091,217,1435,0.0,254,264,3,200,153,380,133,0,18,1167,200,Q085,308,613,19,8,111,458,8069,61,1.0,18746,1302
Q092,98,119,1504,408,199,295,1054,386,89,8947,65,48,492,505,15819,30,0,219,254,98,252,792,87,85,2781,231,1434,0.0,150,266,3,21,101,235,516,0,388,1482,21,Q092,308,397,120,317,77,476,7707,99,1.0,17691,340
Q111,121,388,2595,420,445,326,1366,390,89,13644,65,737,310,681,23120,30,0,323,359,121,319,696,90,199,3947,278,1448,0.0,283,267,3,40,176,491,337,0,667,1960,40,Q111,308,401,179,11,125,479,11473,108,1.0,25063,1526
Q112,138,267,2627,519,93,214,1240,388,91,10577,65,709,520,761,19609,30,0,346,264,138,507,645,89,72,3321,354,1706,0.0,17,266,3,153,170,427,647,0,460,1810,153,Q112,308,631,32,9,120,479,8471,280,1.0,21739,1609
Q122,96,66,1636,258,124,163,337,370,59,6967,65,43,203,51,11499,30,0,151,123,96,276,430,76,40,1524,258,940,0.0,105,261,3,18,68,157,212,0,247,816,18,Q122,308,446,27,6,74,430,6331,55,0.0,13349,833
Q126,123,149,1491,946,248,394,1756,391,91,10159,65,671,562,963,19210,30,126,119,399,123,396,512,91,116,3227,261,2454,0.0,227,266,3,135,133,386,427,0,441,1567,134,Q126,308,812,61,224,86,482,8471,63,1.0,21232,606
Q127,97,178,1644,330,164,189,642,384,81,8606,65,519,208,325,14138,30,58,228,128,97,229,610,86,222,1973,211,1175,0.0,100,265,3,18,77,159,386,0,242,1045,18,Q127,308,506,30,90,90,465,7065,54,1.0,15977,661
Q141,99,79,1483,450,62,197,792,382,77,8114,65,495,284,447,13110,30,75,223,148,99,358,627,84,137,1454,259,1168,0.0,131,264,3,99,87,204,640,0,164,704,99,Q141,308,190,54,217,107,458,6375,56,1.0,15071,483
Q145,109,198,1404,390,21,233,749,385,82,8442,65,510,382,340,13503,30,0,177,176,109,256,531,87,82,1467,233,1333,0.0,77,265,3,22,47,121,384,0,207,613,22,Q145,308,363,71,359,99,468,7070,67,1.0,15371,500
Q148,104,100,1451,324,173,217,825,383,83,8892,65,504,138,463,14205,30,0,147,146,104,243,603,85,58,1725,225,1209,0.0,17,265,3,18,84,201,275,0,268,961,18,Q148,308,604,27,7,73,467,7805,57,1.0,16059,475
Q149,96,209,1398,422,68,214,819,385,85,8688,65,53,152,469,13654,30,0,42,136,96,308,675,86,174,1477,281,1176,0.0,17,265,3,27,75,173,390,0,333,640,27,Q149,308,466,27,6,109,470,7926,56,1.0,15576,351
Q150,103,119,1846,395,157,280,1386,382,82,8872,65,502,343,541,15380,30,0,294,194,103,269,560,85,92,2115,251,1058,371.0,104,264,3,18,66,166,376,0,279,1150,17,Q150,308,410,20,9,78,465,7425,55,1.0,17258,913
Q151,136,131,3027,623,204,611,1921,386,88,12056,65,518,270,950,23238,30,0,570,359,136,256,687,87,113,3951,232,2147,0.0,418,266,3,23,146,371,450,0,565,2636,23,Q151,308,561,150,505,88,474,9780,55,1.0,25112,1967
Q152,98,147,1469,388,62,246,859,382,81,8018,73,97,64,412,12842,30,0,113,200,98,271,641,84,426,1283,219,1116,0.0,107,265,3,53,64,168,246,0,131,814,53,Q152,308,476,5,4,79,463,6765,256,1.0,14721,447
Q166,104,87,1700,465,271,211,899,384,85,7987,65,497,262,431,15394,30,0,92,257,104,253,581,86,72,3356,227,1349,0.0,17,265,3,26,114,192,280,0,248,2374,25,Q166,308,574,64,8,110,469,6876,86,1.0,17261,746
Q171,99,191,1583,594,71,390,1427,388,89,10936,65,143,388,752,18290,30,0,480,285,99,260,645,88,71,2406,230,1839,0.0,257,266,3,30,111,381,367,0,595,1050,30,Q171,308,524,105,248,92,477,9410,99,1.0,20172,566
Q204,115,80,1773,946,165,373,1083,386,84,10158,65,641,415,538,17137,30,97,231,171,115,326,844,87,209,2185,275,1824,0.0,164,265,3,50,82,320,564,0,238,1108,50,Q204,308,450,230,13,95,470,8059,56,1.0,19078,556
Q212,109,90,1746,264,155,254,1043,384,84,8962,65,525,188,515,15426,30,0,355,273,109,366,572,86,82,2563,282,1002,0.0,17,265,3,85,152,264,448,0,197,1781,84,Q212,308,388,11,7,79,469,7419,102,1.0,17405,802
Q222,90,141,1245,22,36,184,949,380,77,8709,68,96,18,426,14427,30,0,463,339,90,287,672,82,303,1535,270,1899,0.0,16,264,3,17,212,580,1237,0,11,1117,16,Q222,308,1183,15,3,111,457,6515,60,1.0,16315,198
Q227,126,126,3001,443,20,234,912,371,62,7394,65,44,275,491,15523,30,52,66,187,126,290,364,77,78,2965,233,1124,0.0,91,261,3,57,56,132,155,0,224,2212,57,Q227,308,388,30,88,73,433,6846,81,0.0,17390,2264
Q228,105,170,2390,464,28,211,976,384,86,9955,65,70,26,444,17548,30,0,316,321,105,365,600,86,34,2408,289,1715,0.0,16,265,3,76,184,591,479,1,28,1972,76,Q228,308,568,34,8,84,470,8933,70,1.0,19528,1417
Q230,113,238,1407,732,122,214,965,384,80,8381,65,605,294,469,15222,30,0,69,282,113,253,462,86,178,2714,232,1642,0.0,133,265,3,22,85,230,423,1,210,1766,21,Q230,308,338,94,238,105,464,6783,94,1.0,17083,573
Q234,109,78,1411,739,112,261,1239,383,83,8720,65,510,201,618,15364,30,0,348,360,109,291,640,85,43,2200,275,1685,0.0,18,265,3,16,125,322,366,0,158,1527,16,Q234,308,536,101,5,83,466,7233,96,1.0,17265,398
Q235,102,707,1654,22,349,261,1240,389,91,11067,65,52,1037,619,21004,30,0,1,360,102,269,1081,88,361,3474,250,3467,0.0,19,268,3,19,436,1490,1020,0,6,939,19,Q235,308,1692,207,2,260,480,9343,61,1.0,22898,200
Q280,100,183,3520,22,151,235,8052,389,93,10505,65,141,73,1287,25978,30,0,3,550,100,255,818,89,888,2401,237,1400,5979.0,528,266,3,18,254,907,331,0,33,1706,18,Q280,308,367,85,9,95,482,8469,56,1.0,27860,2329
Q286,114,458,1295,22,197,180,3495,383,74,7414,105,147,22,402,14297,30,0,85,128,114,339,645,85,108,1189,322,789,2786.0,29,264,3,17,170,429,266,0,12,330,16,Q286,308,158,22,4,176,457,6670,85,1.0,16237,239
Q301,124,458,947,374,21,505,1226,382,74,7939,65,61,247,543,12848,30,0,2,172,124,306,275,85,696,1045,281,1566,6.0,16,263,3,25,174,530,544,0,27,118,25,Q301,308,580,66,8,74,456,6460,90,1.0,14754,299
Q445,95,224,714,626,146,291,940,372,62,7577,65,64,394,459,12320,30,16,5,184,95,298,207,78,178,1591,195,1403,6.0,107,260,71,103,32,77,126,0,122,655,102,Q445,308,600,93,7,94,435,6842,92,0.0,14197,134
Q450,107,301,915,628,207,383,1210,384,78,8174,65,495,561,536,14306,30,25,10,285,107,365,269,86,101,2474,211,1425,6.0,128,264,101,154,42,72,662,0,138,1201,154,Q450,308,634,303,10,82,462,6282,93,1.0,16277,273
Q501,47,347,844,696,225,162,1827,370,55,7144,65,42,538,692,13287,30,0,1,969,47,197,309,76,79,1465,176,1959,6.0,177,260,3,21,113,314,91,0,8,234,21,Q501,308,671,53,181,97,425,6608,89,0.0,15053,163
Q502,104,294,1096,974,26,235,3894,386,82,7533,65,44,548,737,16759,30,1,18,350,104,448,358,88,130,2240,386,1892,2572.0,19,264,3,62,33,49,236,0,239,1100,62,Q502,308,766,27,9,94,468,6974,81,1.0,18820,366
Q555,86,383,1127,895,24,326,1282,386,83,9026,65,505,688,583,14614,30,0,1,218,86,365,573,87,57,1343,209,1750,155.0,165,265,118,156,92,244,197,0,6,150,156,Q555,308,517,169,2,92,469,7728,86,1.0,16592,182
Q575,90,322,812,637,174,326,1281,371,58,6166,65,40,578,582,11747,30,0,5,218,90,307,221,77,69,1748,201,1651,155.0,17,260,3,106,131,357,120,0,17,527,106,Q575,308,479,14,10,168,430,5811,86,0.0,13629,219
Q580,109,343,788,22,282,340,3357,370,54,8226,65,84,308,761,14818,30,0,1,334,109,375,279,76,190,1103,341,1235,1922.0,17,261,3,33,110,524,185,0,6,53,33,Q580,308,604,41,2,82,424,7617,86,0.0,16762,136
R001,104,94,1586,294,27,400,1275,373,71,8019,65,72,10,692,14865,31,0,106,183,104,277,481,78,116,2671,261,1211,0.0,16,261,1,17,216,371,373,0,365,1958,16,R001,307,442,13,11,94,444,7198,124,0.0,16731,732
R002,103,55,1790,523,105,406,1275,382,78,8609,65,506,216,661,15199,31,85,70,208,103,265,538,85,108,2167,235,1254,0.0,140,264,1,30,79,221,94,0,356,1271,30,R002,307,307,99,134,69,460,7531,60,1.0,17069,879
R003,129,205,3150,333,24,375,1133,371,66,7300,65,55,65,615,17320,31,0,115,143,129,278,398,77,75,4482,238,1125,0.0,16,261,1,40,87,212,93,0,382,3719,40,R003,307,495,10,8,77,437,6876,60,0.0,19179,2379
R004,176,213,3686,462,74,201,1129,376,73,8111,65,71,221,682,24660,31,0,307,245,176,425,458,80,197,10099,266,1461,0.0,116,262,1,159,64,287,403,0,493,9034,159,R004,307,607,18,12,93,449,6945,52,0.0,26678,2855
R005,90,246,1937,19,24,281,1348,371,64,9739,65,52,74,767,17774,31,0,45,300,90,298,371,76,170,2720,244,1941,0.0,19,261,1,54,354,913,186,0,25,1996,54,R005,307,831,52,13,164,435,9149,64,0.0,19652,1193
R006,130,222,3401,255,79,430,1713,373,70,8486,65,59,228,832,18980,31,0,34,452,130,318,456,78,62,4252,249,998,0.0,178,261,1,70,101,255,209,0,427,3194,69,R006,307,397,252,18,74,443,7615,76,0.0,20886,2573
R007,97,110,2082,417,79,188,930,371,62,7421,65,55,252,548,13871,31,45,92,194,97,365,407,77,89,2121,224,1219,0.0,123,261,1,141,74,185,460,0,239,1324,141,R007,307,421,10,114,82,433,6536,56,0.0,15813,1303
R008,90,124,2494,385,29,654,1770,373,69,8693,65,58,133,859,19353,31,0,368,256,90,405,367,78,37,4936,246,1370,0.0,15,261,1,158,342,485,136,0,377,3931,158,R008,307,412,10,9,79,442,7903,165,0.0,21344,1755
R011,110,65,2994,568,165,466,1774,384,85,10052,65,516,94,989,20020,31,0,203,318,110,290,671,86,44,3323,252,1767,0.0,16,264,1,37,260,676,142,0,42,2698,37,R011,307,426,36,11,85,468,9035,58,1.0,21923,1950
R013,98,135,2430,370,24,288,1066,383,82,7838,65,71,140,570,14688,31,0,79,208,98,548,707,85,75,2312,240,946,0.0,16,264,1,309,317,256,325,0,206,1490,309,R013,307,213,131,30,77,465,7084,56,1.0,16846,1350
R014,97,105,1551,255,148,374,1217,387,88,10005,65,528,213,653,16705,31,0,166,190,97,283,737,88,120,2852,241,983,0.0,201,266,1,42,124,317,326,0,531,1731,42,R014,307,336,76,7,68,475,8522,65,1.0,18607,441
R016,104,142,2283,389,344,274,1074,390,94,10906,65,525,347,595,19168,31,0,555,206,104,325,744,90,249,3485,253,1315,0.0,251,266,1,73,101,251,215,0,426,2124,72,R016,307,502,32,9,164,484,9025,55,1.0,21121,1167
R018,118,126,2824,335,280,288,1381,389,93,10462,65,76,142,754,20032,31,0,459,338,118,361,908,89,94,3926,301,1322,0.0,327,266,1,61,145,326,407,0,841,2391,61,R018,307,550,18,11,100,481,8986,94,1.0,22020,1544
R019,106,140,1854,528,71,347,1164,385,84,8573,65,57,78,608,14569,31,0,234,209,106,262,787,86,69,1509,239,1363,0.0,16,265,1,23,119,353,160,0,86,1014,23,R019,307,391,37,5,86,469,7945,55,1.0,16445,695
R020,102,127,1835,323,32,255,887,389,93,9700,65,568,77,376,16240,31,0,108,257,102,280,725,89,254,2277,252,1440,0.0,16,266,1,27,146,420,721,0,708,1187,27,R020,307,574,17,8,116,482,7832,183,1.0,18147,737
R021,122,63,1552,14,99,330,925,386,87,9395,65,79,88,430,15561,31,0,2,165,122,295,710,87,61,2492,255,1075,0.0,274,266,1,40,146,459,524,0,651,1444,40,R021,307,476,25,7,120,473,8317,113,1.0,17474,470
R022,104,93,2618,449,26,354,1134,385,86,8249,65,54,245,583,15496,31,0,97,197,104,315,782,87,66,2225,269,1166,0.0,16,265,1,45,81,192,254,0,388,1391,45,R022,307,428,114,9,89,472,7592,56,1.0,17427,1463
R023,119,198,3580,324,62,423,1455,373,70,7988,65,50,90,790,18396,31,0,308,242,119,320,466,78,107,3862,261,1393,0.0,16,261,1,59,147,399,157,0,339,3026,59,R023,307,553,55,9,108,443,7181,114,0.0,20304,2741
R024,114,123,2209,388,53,462,1144,373,65,8414,65,58,314,478,16804,31,70,86,204,114,416,388,78,42,3949,243,974,0.0,106,261,1,174,60,149,249,0,398,2931,174,R024,307,343,48,9,86,438,7766,58,0.0,18802,1449
R026,100,180,2926,14,247,819,2170,384,84,11245,65,66,406,1036,24677,31,0,2,315,100,483,612,85,137,5254,271,2982,0.0,846,265,1,212,496,1107,467,0,35,3889,212,R026,307,1665,43,8,188,468,9579,105,1.0,26772,1942
R027,108,105,1810,669,192,281,1071,384,82,9624,65,510,311,579,15933,31,93,164,210,108,288,467,86,31,1841,239,1479,0.0,142,264,1,50,87,213,260,0,302,750,49,R027,307,385,111,130,83,466,8320,86,1.0,17831,971
R029,106,201,2296,433,52,425,1160,371,65,6739,65,63,30,549,14239,31,0,4,186,106,289,487,77,67,2718,237,1219,0.0,20,260,1,52,72,282,336,0,181,2182,52,R029,307,414,16,9,81,436,6134,99,0.0,16109,1437
R030,130,61,2478,226,24,315,1125,373,70,8082,65,57,56,643,16144,31,0,75,166,130,424,370,78,54,3245,280,1084,0.0,16,261,1,144,43,248,284,0,440,2620,144,R030,307,519,43,9,82,443,7491,61,0.0,18155,1734
R031,117,109,3086,341,162,245,1335,391,94,11042,65,592,117,799,19585,31,0,117,291,117,295,849,90,44,2723,279,1280,0.0,266,267,1,16,128,445,402,0,162,2045,16,R031,307,318,60,59,118,485,9503,58,1.0,21509,1865
R032,114,37,1977,635,177,410,1273,372,67,7531,65,51,73,704,15527,31,0,51,159,114,290,400,77,45,3284,256,1349,0.0,16,261,1,34,31,290,99,0,431,2534,33,R032,307,344,18,7,73,439,7184,67,0.0,17400,1204
R034,110,84,1698,443,150,343,1181,373,66,7975,65,55,347,596,15110,31,76,35,242,110,442,337,78,60,2889,234,1256,0.0,32,261,1,208,72,200,220,0,379,1782,208,R034,307,353,14,154,106,439,7469,89,0.0,17135,988
R035,98,99,1560,14,164,384,1045,371,66,8174,65,51,73,484,14288,31,0,1,178,98,553,366,77,62,2112,253,1299,0.0,16,261,1,300,215,577,133,0,28,1534,300,R035,307,617,30,7,85,437,7778,103,0.0,16423,822
R036,119,38,2973,367,92,661,1622,371,66,7815,65,53,257,743,17414,31,0,106,218,119,302,458,77,38,3711,240,1173,0.0,16,261,1,63,44,227,135,0,410,2870,62,R036,307,477,6,30,73,438,7384,76,0.0,19298,2142
R038,129,63,2333,438,217,673,1434,384,85,10281,65,69,188,496,20203,31,0,308,265,129,417,597,86,79,4540,248,1485,0.0,362,265,1,169,234,574,233,0,454,3385,169,R038,307,383,13,9,81,469,9146,70,1.0,22233,1363
