,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
Q165,3,240,66,2418,369,22,249,1336,369,81,34,8692,83,135,364,668,899,20505,25,120,379,418,240,269,457,71,130,6429,234,1389,,192,263,4,36,1339,140,316,172,1,476,5241,432,32,Q165,307,578,8,25,10,117,449,1339,7554,100,Yes,22562,1571
Q169,2,177,110,1220,192,22,411,1474,365,74,34,8521,83,220,225,680,899,16405,25,,555,383,177,786,499,68,350,3100,207,1913,,7,262,4,579,1339,222,517,775,1,454,2067,432,576,Q169,307,1045,8,40,9,150,438,1339,6457,112,Yes,18968,332
Q184,2,101,92,1672,17,22,275,1542,364,73,34,7801,83,147,50,856,899,13804,25,,205,412,101,359,434,68,242,1419,220,1269,,245,262,4,139,1339,157,422,579,1,27,1071,432,136,Q184,307,723,8,38,7,100,437,1339,6238,103,Yes,15938,848
Q185,2,122,185,1719,449,25,494,1380,368,74,34,7444,83,112,369,563,899,13416,25,52,122,323,122,253,582,70,196,1497,234,1254,,103,264,4,20,1339,85,211,292,0,180,602,432,17,Q185,307,205,8,355,291,98,442,1339,6136,125,Yes,15450,748
Q189,2,146,191,1212,680,23,342,1364,370,76,34,8147,83,153,329,700,899,14707,25,96,2,322,146,292,703,70,70,2120,276,1717,,7,265,4,16,1339,115,282,699,1,561,806,432,13,Q189,307,648,8,201,6,101,446,1339,6922,89,Yes,16783,120
Q193,2,78,65,1858,332,22,292,1655,360,67,34,9061,83,63,247,891,899,16582,25,,479,472,78,271,453,66,103,2367,193,1563,,6,260,4,78,1339,149,442,238,1,712,1170,432,75,Q193,307,691,8,27,9,89,428,1339,8029,111,No,18619,1016
Q194,2,35,76,2096,588,22,266,1031,365,70,34,7101,83,76,361,511,899,12882,25,,166,254,35,287,492,69,63,1244,253,1374,,107,262,4,34,1339,75,163,103,1,193,518,432,31,Q194,307,328,8,44,208,87,435,1339,6420,119,Yes,14942,1215
Q200,6,148,80,1741,310,251,237,1498,369,78,34,9281,83,106,261,791,899,17504,25,150,228,470,148,301,549,72,230,3222,224,1615,,215,263,4,78,1339,168,390,165,1,531,1781,432,71,Q200,307,749,8,26,48,118,447,1339,8190,116,Yes,19592,803
Q201,2,202,184,2435,378,22,270,1645,371,83,34,11474,83,166,340,900,899,21449,25,,360,475,202,261,771,72,237,3776,234,1917,,252,264,4,27,1339,151,407,895,1,407,2672,432,24,Q201,307,760,8,527,255,117,453,1339,8879,155,Yes,23503,1274
Q209,2,58,41,2758,294,22,222,1151,364,74,34,8158,83,72,171,596,899,15648,25,,142,332,58,262,384,69,116,2301,220,1221,,1,261,4,42,1339,123,339,278,1,536,1408,432,39,Q209,307,443,8,24,9,136,438,1339,7456,64,Yes,17686,1985
Q214,3,181,139,2083,244,22,416,2080,371,79,34,8773,83,108,319,1102,899,16298,25,,552,562,181,251,987,70,343,1415,220,1767,,7,266,4,31,1339,197,470,777,1,25,714,432,26,Q214,307,948,8,37,5,99,449,1339,6889,57,Yes,18337,707
Q219,2,169,32,2497,265,22,620,1965,372,83,34,11034,83,114,234,818,899,19715,25,127,363,526,169,409,593,74,160,2828,235,1222,,243,263,4,174,1339,150,352,500,1,617,1646,432,171,Q219,307,505,8,38,15,85,455,1339,9553,58,Yes,21918,1515
Q237,2,146,137,1520,433,56,282,828,370,77,34,7689,83,175,264,345,899,14201,25,51,160,201,146,344,540,71,236,2552,239,1465,,101,264,18,105,1339,85,186,247,0,202,1757,432,102,Q237,307,518,8,251,248,80,447,1339,6444,56,Yes,16330,591
Q242,2,44,161,3251,479,22,255,1065,368,80,34,11123,83,177,133,573,899,20569,25,,140,237,44,258,668,71,105,2918,244,2168,,7,263,4,14,1339,234,563,322,1,35,2332,432,11,Q242,307,975,8,43,11,140,448,1339,10262,63,Yes,22614,2194
Q244,2,82,279,2332,477,51,406,1258,367,72,34,8105,83,424,98,680,899,14325,25,,857,172,82,197,1081,67,136,1124,186,1423,,4,265,4,10,1339,329,589,297,1,19,348,432,7,Q244,307,253,8,34,4,101,439,1339,6072,276,Yes,16300,861
Q250,5,120,4,1397,16,427,448,1627,370,77,34,8790,83,102,409,730,899,15499,25,206,144,449,120,487,697,72,263,1975,260,1589,,7,264,4,227,1339,211,602,180,1,38,686,432,221,Q250,307,560,8,521,324,87,447,1339,7477,92,Yes,17772,310
Q252,5,30,224,980,310,35,448,1630,368,72,34,6937,83,99,362,731,899,12340,25,,1,449,30,259,427,71,343,1289,245,1474,1,4,263,4,14,1339,158,433,277,1,269,242,432,8,Q252,307,605,8,82,6,120,441,1339,6003,123,Yes,14378,164
Q263,2,84,398,1047,450,317,342,1367,368,74,34,9132,83,459,396,701,899,15161,25,,1,322,84,278,499,69,224,1491,270,2039,1,6,264,4,8,1339,355,560,920,1,10,14,432,5,Q263,307,741,8,94,1,288,442,1339,7316,107,Yes,17220,159
Q281,2,48,330,844,596,73,282,830,367,71,34,6949,83,99,375,346,899,11849,25,,2,201,48,232,287,70,132,1336,218,1842,1,7,263,32,14,1339,162,384,249,1,22,375,432,11,Q281,307,645,8,35,5,211,439,1339,6249,144,Yes,13858,168
Q285,2,31,210,1002,298,106,356,1329,368,73,34,7505,83,106,510,623,899,13098,25,,3,350,31,293,252,72,107,1847,284,1383,1,99,262,4,9,1339,163,387,244,1,42,816,432,6,Q285,307,509,8,63,12,177,441,1339,6817,62,Yes,15171,360
Q294,2,63,207,1661,514,469,411,1474,367,74,34,9495,83,111,445,680,899,17114,25,,5,383,63,235,389,70,241,2331,219,2090,,7,262,4,16,1339,198,682,552,1,39,973,432,14,Q294,307,749,8,54,27,118,441,1339,8421,100,Yes,19129,883
Q425,2,101,255,934,608,170,298,894,368,72,34,7243,83,398,450,378,899,12074,25,,32,216,101,224,317,71,290,1536,158,1366,1,103,263,63,67,1339,61,68,163,1,125,474,432,64,Q425,307,567,8,94,7,116,440,1339,5961,140,Yes,14077,228
Q460,2,90,278,858,564,213,253,921,369,73,34,7553,83,373,613,419,899,12663,25,41,37,248,90,193,215,71,172,1751,158,1490,1,105,263,71,34,1339,49,76,511,1,125,432,432,31,Q460,307,569,8,121,7,273,442,1339,6058,105,Yes,14636,253
Q499,2,66,105,2875,347,22,446,1557,367,68,34,7027,83,108,235,808,899,14527,25,,215,303,66,221,896,68,148,1577,214,1427,,68,266,4,8,1339,174,415,197,1,21,1018,432,5,Q499,307,569,8,56,4,92,435,1339,6165,66,Yes,16522,1589
Q525,3,35,242,1020,777,22,563,1498,358,56,34,7356,83,335,343,665,899,12766,25,69,1,267,35,191,390,64,99,1012,135,1845,1,149,260,95,56,1339,90,202,76,1,8,236,432,53,Q525,307,773,8,46,1,92,414,1339,6466,89,No,14710,241
Q540,2,174,338,725,735,305,353,1801,369,73,34,8654,83,135,856,1038,899,15099,25,,356,409,174,274,137,71,521,1791,266,1955,1,1,264,4,8,1339,203,547,644,1,23,65,432,5,Q540,307,423,8,86,4,245,442,1339,6806,101,Yes,17154,199
Q670,2,42,304,693,483,28,200,2363,367,71,34,6797,83,78,814,509,899,13383,25,,2,176,42,180,139,71,277,1664,160,1825,1478,151,262,138,20,1339,116,310,126,1,34,370,432,17,Q670,307,882,8,87,7,142,438,1339,5841,96,Yes,15340,164
Q792,2,59,339,730,862,813,483,3408,369,73,34,9056,83,530,663,655,899,18386,25,,1,318,59,227,144,71,335,2183,219,2950,1953,7,263,4,8,1339,265,1115,366,1,25,80,432,5,Q792,307,806,8,193,5,162,441,1339,7450,170,Yes,20393,197
Q018,2,62,87,1800,16,28,389,1458,363,71,34,6518,83,75,93,680,899,12396,26,,207,388,62,285,550,67,40,1376,272,1182,,6,262,4,13,1339,147,399,157,1,47,974,432,10,Q018,307,598,8,15,6,164,434,1339,5935,78,Yes,14454,861
Q026,2,140,67,1926,264,126,239,1353,367,77,34,8294,83,86,224,695,899,15386,26,,175,419,140,225,517,70,150,2307,197,1366,,7,262,4,28,1339,134,351,207,1,530,1226,432,25,Q026,307,651,8,8,11,90,444,1339,7485,171,Yes,17393,1020
Q031,2,142,224,1347,296,28,406,1501,365,74,34,7605,83,109,109,674,899,13683,26,,218,421,142,287,525,68,55,1656,275,1434,,6,263,4,11,1339,138,374,102,1,352,804,432,8,Q031,307,638,8,14,7,119,438,1339,6991,105,Yes,15747,432
Q041,2,91,148,1609,317,291,313,1817,361,67,34,7558,83,47,55,1064,899,15046,26,,6,440,91,306,475,66,43,2489,282,1482,,7,260,4,25,1339,155,441,187,1,465,1374,432,22,Q041,307,565,8,20,9,152,428,1339,7181,63,No,17119,744
Q046,2,205,263,3127,319,28,448,1712,370,83,34,9307,83,88,218,816,899,26204,26,,31,449,205,382,526,73,36,9669,310,2183,,256,263,4,71,1339,167,478,122,1,890,8103,432,69,Q046,307,818,8,209,348,220,453,1339,8473,89,Yes,28378,2212
Q067,2,44,185,1371,532,28,462,1546,359,60,34,6483,83,40,178,681,899,12297,26,96,62,403,44,329,420,65,51,1572,261,1282,,126,260,4,68,1339,95,242,247,1,389,600,432,65,Q067,307,381,8,20,19,107,419,1339,5874,58,No,14384,562
Q074,2,71,135,1391,555,35,299,1294,366,72,34,8072,83,99,308,630,899,15113,26,58,66,364,71,243,513,69,52,2732,189,1554,,136,263,129,54,1339,93,249,305,1,424,1679,432,51,Q074,307,496,8,216,136,118,438,1339,6986,82,Yes,17133,489
Q094,4,102,143,1474,16,28,241,1755,360,67,34,7734,83,44,105,694,899,13954,26,,1,313,102,352,442,66,181,1622,189,1267,506,1,260,4,163,1339,183,516,195,2,53,1110,432,157,Q094,307,642,8,17,7,86,426,1339,7200,91,No,16072,642
Q098,2,46,322,1727,16,28,608,2475,359,65,34,8276,83,97,126,1311,899,16908,26,,2,555,46,286,284,65,190,2678,275,1706,,7,260,4,11,1339,264,828,98,1,716,1223,432,8,Q098,307,730,8,15,7,125,425,1339,7749,114,No,18958,1054
Q115,2,115,67,2390,285,28,376,1444,364,74,34,8898,83,99,140,679,899,16731,26,130,416,390,115,242,543,68,160,2589,192,1293,,6,262,4,49,1339,128,361,226,1,685,1412,432,46,Q115,307,561,8,6,7,79,438,1339,7878,102,Yes,18749,1458
Q133,2,170,44,2107,383,28,378,1662,368,80,34,10810,83,118,567,891,899,19450,26,,677,393,170,384,417,71,83,3094,293,1608,,267,263,4,91,1339,136,467,721,1,365,1954,432,88,Q133,307,649,8,21,13,96,448,1339,8847,72,Yes,21621,1300
Q158,2,43,30,1304,436,28,247,1062,365,70,34,7596,83,85,235,531,899,12816,26,,60,283,43,248,458,69,525,1525,187,1286,,73,262,4,61,1339,62,197,163,1,398,771,432,58,Q158,307,444,8,21,115,94,436,1339,6584,81,Yes,14838,456
Q159,2,100,47,1734,293,28,219,1438,365,76,34,8281,83,84,154,797,899,15829,26,,286,421,100,298,447,69,80,2851,286,1427,,7,262,4,12,1339,147,407,103,1,581,1893,432,9,Q159,307,636,8,19,10,81,441,1339,7632,65,Yes,17907,897
Q162,2,61,175,1452,160,28,450,1376,364,73,34,6797,83,78,90,574,899,12012,26,,2,352,61,357,548,68,30,1189,274,1138,,221,262,4,84,1339,81,299,93,1,248,567,432,80,Q162,307,527,8,8,7,144,438,1339,6240,119,Yes,14145,515
Q172,2,34,91,1364,529,28,364,1271,366,72,34,7405,83,83,266,599,899,13091,26,77,2,307,34,259,518,70,149,1526,188,1492,,125,263,4,71,1339,105,224,257,1,399,560,432,68,Q172,307,518,8,18,8,214,438,1339,6707,59,Yes,15128,457
Q173,3,79,129,1798,200,28,190,1080,365,73,34,7387,83,81,80,552,899,13012,26,,294,338,79,437,575,68,124,1507,276,1160,,12,263,4,161,1339,86,239,311,1,289,895,432,157,Q173,307,504,8,108,9,208,438,1339,6388,66,Yes,15226,834
Q178,2,81,188,1304,288,28,260,1451,363,67,34,7375,83,105,546,867,899,14626,26,,203,324,81,431,562,67,135,2981,261,1434,,7,262,4,170,1339,164,399,274,1,437,1618,432,167,Q178,307,635,8,18,11,101,430,1339,6555,74,Yes,16825,353
Q186,2,185,353,4059,16,28,324,1740,365,75,34,8860,83,104,497,873,899,27984,26,,443,544,185,316,649,70,201,11432,304,1707,,6,261,4,12,1339,217,567,659,1,582,9755,432,9,Q186,307,860,8,143,21,243,440,1339,7246,54,No,30078,3021
Q188,2,58,53,1863,308,31,320,2387,359,65,34,7252,83,47,29,983,899,14835,26,,247,366,58,286,444,65,119,1861,275,1414,719,6,260,4,11,1339,135,364,123,1,110,1502,432,8,Q188,307,625,8,23,7,111,424,1339,6626,57,No,16884,1030
Q191,2,93,152,1541,16,28,694,2425,365,73,34,7856,83,74,169,1100,899,14367,26,,261,631,93,292,558,68,134,1191,281,1261,,6,262,4,11,1339,215,544,422,1,55,572,432,8,Q191,307,596,8,15,9,96,438,1339,6785,154,Yes,16436,593
Q203,2,100,122,1736,406,37,276,1064,364,72,34,6974,83,71,164,494,899,13418,26,,173,294,100,219,537,68,84,2274,190,1269,,6,262,4,29,1339,106,276,211,1,449,1396,432,26,Q203,307,478,8,16,10,101,436,1339,6276,133,Yes,15412,809
Q205,3,73,138,1279,16,28,262,1877,360,67,34,7978,83,93,99,985,899,15696,26,,176,631,73,240,380,66,127,3017,190,1472,,6,260,4,50,1339,252,656,659,1,1022,1478,432,47,Q205,307,702,8,17,6,91,427,1339,6804,91,No,17702,510
Q213,2,239,244,2187,230,28,341,1618,365,74,34,9035,83,76,293,802,899,17582,26,,572,474,239,621,563,69,58,3009,283,1494,,6,262,4,338,1339,177,418,104,1,487,1779,432,335,Q213,307,659,8,77,9,179,439,1339,8046,92,Yes,19981,1235
Q216,2,51,50,1277,397,29,422,1236,367,72,34,7059,83,85,217,526,899,12098,26,,62,287,51,262,546,69,100,1307,210,1169,,105,263,4,52,1339,70,176,401,1,299,643,432,49,Q216,307,413,8,19,99,82,439,1339,6179,103,Yes,14138,342
Q221,2,126,80,2266,255,28,210,1376,360,67,34,7675,83,58,373,739,899,15253,26,,164,428,126,293,498,66,68,2558,281,1252,,200,260,4,12,1339,126,334,100,1,257,1694,432,9,Q221,307,571,8,21,9,83,427,1339,6983,77,No,17310,1378
Q266,2,83,79,2686,246,28,385,1437,362,65,34,8568,83,48,193,710,899,16609,26,129,178,342,83,345,455,67,255,2381,275,1455,,169,261,4,70,1339,113,300,560,1,522,1318,432,67,Q266,307,661,8,11,34,214,427,1339,7289,55,No,18720,1841
Q415,2,32,243,813,446,89,231,742,361,62,34,6521,83,326,324,320,899,10508,26,,4,190,32,289,207,67,40,1224,152,1176,1,85,260,69,137,1339,53,65,75,1,143,372,432,134,Q415,307,569,8,22,9,88,423,1339,5809,93,No,12558,216
Q430,2,67,198,1084,368,41,253,753,368,72,34,7295,83,369,434,342,899,11737,26,13,72,157,67,223,298,71,225,1451,155,1086,1,124,263,72,68,1339,29,57,81,1,132,603,432,65,Q430,307,566,8,81,7,89,439,1339,6174,98,Yes,13738,397
Q435,2,55,200,865,596,91,265,1079,367,70,34,6850,83,372,363,517,899,11810,26,30,47,296,55,361,160,70,145,1336,270,1625,1,71,262,91,91,1339,38,97,93,1,181,433,432,88,Q435,307,803,8,66,7,121,437,1339,5866,100,Yes,13947,315
Q495,2,47,247,982,529,44,228,861,367,70,34,5674,83,78,518,432,899,10543,26,21,3,200,47,188,316,70,87,1539,151,1439,1,113,263,60,37,1339,31,65,76,1,156,522,432,35,Q495,307,692,8,94,5,148,437,1339,5076,86,Yes,12507,276
Q566,2,31,325,1215,555,28,813,1718,368,72,34,6646,83,82,336,675,899,13482,26,63,9,229,31,309,373,71,126,2163,300,1708,1,106,262,49,9,1339,77,184,188,1,134,1199,432,6,Q566,307,864,8,60,8,97,439,1339,5936,91,Yes,15569,453
Q042,2,189,182,1937,257,103,315,1411,372,81,34,11234,83,754,220,684,899,18598,27,,276,413,189,315,591,73,121,2412,193,1414,,300,264,4,122,1339,116,329,844,1,522,1269,432,119,Q042,307,469,8,25,246,112,452,1339,8852,58,Yes,20704,957
Q043,2,185,88,1926,565,151,371,1319,372,79,34,9073,83,123,271,686,899,16396,27,62,348,262,185,201,718,72,72,2532,192,1361,,92,265,4,9,1339,50,215,352,1,469,1441,432,6,Q043,307,304,8,89,183,93,451,1339,7935,57,Yes,18386,818
Q045,2,158,68,2046,793,484,248,1508,368,79,34,8730,83,103,291,865,899,17152,27,,490,395,158,279,676,70,84,2614,268,2096,,7,264,4,11,1339,151,434,447,1,531,1089,432,8,Q045,307,761,8,42,6,102,447,1339,7458,94,Yes,19217,981
Q047,2,161,31,1722,665,25,432,1232,367,73,34,8786,83,84,533,488,899,19559,27,373,458,312,161,262,531,70,58,5045,251,2613,,7,262,4,12,1339,232,870,222,1,693,3159,432,9,Q047,307,964,8,20,10,103,440,1339,7879,54,Yes,21600,802
Q051,2,193,106,1242,16,25,405,1072,365,75,34,9647,83,160,19,476,899,16400,27,,425,192,193,267,553,68,204,2576,257,1669,,6,263,4,10,1339,272,724,906,1,21,2134,432,7,Q051,307,772,8,8,4,154,440,1339,7842,92,Yes,18446,300
Q053,2,173,164,1491,1069,82,645,2386,374,85,34,9731,83,432,458,1049,899,18814,27,,320,692,173,252,584,75,300,2388,210,2645,,8,264,4,42,1339,127,5,426,1,394,1163,432,40,Q053,307,726,8,111,719,126,458,1339,7977,153,Yes,20863,517
Q056,2,143,73,2127,409,25,219,1213,370,82,34,8630,83,102,124,726,899,16215,27,,6,268,143,324,843,72,111,2344,295,1757,,7,264,4,29,1339,171,483,178,1,473,1478,432,26,Q056,307,757,8,23,8,101,452,1339,8075,124,Yes,18329,895
Q060,2,167,74,1950,381,25,232,900,368,79,34,7589,83,103,150,471,899,13243,27,,89,196,167,408,554,70,49,1519,270,1118,,7,264,4,139,1339,65,172,273,1,281,925,432,136,Q060,307,467,8,12,6,92,447,1339,6987,63,Yes,15437,1006
Q062,2,116,64,1409,480,139,276,978,367,77,34,7373,83,177,140,495,899,12453,27,,1,207,116,291,581,69,102,1202,274,1375,,114,264,4,17,1339,92,206,254,1,130,637,432,14,Q062,307,580,8,13,15,95,444,1339,6629,78,Yes,14527,438
Q063,2,125,55,1923,339,25,308,904,369,80,34,8169,83,114,240,424,899,13994,27,,219,172,125,309,563,71,251,1883,203,990,,106,264,4,106,1339,64,169,303,1,292,1207,432,103,Q063,307,383,8,85,7,92,449,1339,7032,56,Yes,16090,970
Q064,2,161,80,1317,250,164,221,1146,368,79,34,8199,83,109,217,574,899,13525,27,,1,351,161,330,646,70,174,1648,265,1055,,7,264,4,65,1339,130,268,565,1,281,776,432,62,Q064,307,442,8,11,4,91,447,1339,7206,121,Yes,15642,281
Q065,2,178,44,2037,323,25,330,2865,370,83,34,9388,83,115,251,681,899,18578,27,,206,277,178,213,698,72,83,2694,205,1416,1577,1,264,4,8,1339,160,380,745,1,619,1595,432,5,Q065,307,610,8,15,9,94,453,1339,8116,103,Yes,20583,949
Q066,2,153,245,1529,341,111,395,886,370,82,34,8785,83,126,210,351,899,14713,27,,91,140,153,322,691,72,205,1781,278,1578,,232,264,4,43,1339,178,441,454,1,35,1003,432,41,Q066,307,647,8,13,9,140,452,1339,7598,61,Yes,16825,450
Q090,2,168,75,2152,388,64,329,1096,369,82,34,8731,83,103,155,532,899,15393,27,,120,234,168,395,621,71,104,2162,278,1083,,7,264,4,117,1339,114,235,329,1,353,1402,432,114,Q090,307,372,8,16,8,80,451,1339,7984,64,Yes,17578,1142
Q096,2,131,193,1613,475,26,647,1323,368,78,34,8683,83,114,419,488,899,15527,27,,606,188,131,312,606,70,153,1958,265,1820,,6,264,4,47,1339,185,619,190,1,40,1094,432,45,Q096,307,567,8,14,5,153,445,1339,7407,189,Yes,17624,618
Q097,2,179,52,1588,231,171,442,1300,370,83,34,9440,83,115,62,596,899,15280,27,,61,261,179,340,569,71,49,1563,276,1210,,7,264,4,64,1339,110,278,680,1,114,1054,432,61,Q097,307,568,8,17,7,126,453,1339,8428,80,Yes,17411,630
Q100,2,125,110,1832,355,25,343,953,371,83,34,8416,83,117,123,426,899,14358,27,,2,183,125,248,604,72,182,1888,201,1144,,129,264,4,47,1339,83,208,465,1,286,1261,432,44,Q100,307,484,8,22,9,88,453,1339,7437,57,Yes,16398,838
Q104,2,237,55,2162,504,101,472,1530,369,81,34,9173,83,149,187,643,899,17546,27,,559,416,237,287,686,71,151,3072,267,1372,,6,264,4,21,1339,104,319,186,1,567,2059,432,18,Q104,307,449,8,19,7,92,450,1339,7984,114,Yes,19622,1086
Q105,2,148,125,1727,394,164,358,1146,370,77,34,10030,83,116,163,500,899,16346,27,,445,288,148,259,704,71,165,1903,241,1393,,356,265,4,18,1339,94,246,490,1,306,1051,432,15,Q105,307,406,8,125,255,92,447,1339,8259,69,Yes,18391,633
Q106,2,202,282,2366,438,364,314,1617,372,85,34,9776,83,129,306,940,899,18565,27,,496,363,202,271,595,73,95,2858,260,1747,,8,265,4,11,1339,225,570,848,1,37,1644,432,8,Q106,307,593,8,16,8,137,457,1339,8028,152,Yes,20633,1381
Q108,2,143,113,1555,505,25,307,946,367,76,34,7061,83,97,114,450,899,12053,27,,83,189,143,353,501,69,39,1071,276,1277,,7,263,4,77,1339,125,158,315,1,161,533,432,74,Q108,307,473,8,12,6,135,443,1339,6390,114,Yes,14187,665
Q114,2,105,45,1867,209,25,229,1071,361,65,34,8800,83,49,215,562,899,15236,27,,106,280,105,262,291,67,84,2458,246,935,,170,260,4,15,1339,103,261,325,1,309,1760,432,12,Q114,307,327,8,6,9,128,426,1339,7887,169,No,17263,1187
Q123,2,146,78,2540,465,151,468,1467,368,80,34,8686,83,106,400,699,899,16787,27,,433,299,146,212,719,71,122,2459,205,1489,,6,263,4,8,1339,117,304,409,1,558,1155,432,5,Q123,307,532,8,13,8,180,448,1339,7538,54,Yes,18785,1432
Q124,2,88,240,1633,276,68,345,1114,368,73,34,7644,83,115,206,504,899,12870,27,,99,265,88,184,614,69,377,1213,176,1179,,7,264,4,8,1339,88,182,384,1,251,360,432,5,Q124,307,595,8,60,4,122,440,1339,6534,64,Yes,14833,630
Q137,2,93,146,1626,359,48,313,794,369,75,34,6905,83,104,198,344,899,11814,27,,9,137,93,261,497,71,176,1277,249,1118,,63,264,4,12,1339,54,113,358,1,117,714,432,9,Q137,307,314,8,49,247,85,444,1339,5992,149,Yes,13858,740
Q146,2,79,125,2005,477,79,488,1366,368,75,34,9513,83,162,345,630,899,17329,27,,233,248,79,313,413,71,253,2930,265,1435,,195,262,4,48,1339,105,280,291,1,314,1962,432,45,Q146,307,511,8,7,12,155,443,1339,8301,66,Yes,19423,1202
Q155,2,213,108,1599,545,25,285,1473,369,80,34,9700,83,135,224,727,899,16050,27,,367,461,213,216,594,71,364,1587,198,1478,,258,264,4,18,1339,127,352,237,1,296,807,432,15,Q155,307,459,8,43,6,117,449,1339,8237,55,Yes,18053,616
Q183,2,143,70,1795,513,120,463,1592,372,81,34,8470,83,176,644,687,899,16377,27,,470,442,143,260,568,73,56,2574,251,1803,,156,264,4,9,1339,137,335,373,1,325,1277,432,6,Q183,307,484,8,117,353,119,453,1339,7036,82,Yes,18429,837
Q197,2,233,140,2651,611,65,276,1543,372,85,34,10223,83,170,254,819,899,19912,27,103,406,447,233,299,917,73,149,3554,265,1708,,7,265,4,34,1339,139,359,670,1,604,2249,432,31,Q197,307,613,8,14,9,116,457,1339,8749,55,Yes,22006,1345
Q202,2,95,97,1237,451,60,331,982,368,75,34,6904,83,97,368,403,899,12736,27,,112,247,95,291,502,71,62,1653,254,1865,,7,263,4,37,1339,78,186,506,1,340,709,432,34,Q202,307,349,8,29,706,173,444,1339,6030,57,Yes,14809,346
Q207,2,122,35,1305,424,26,269,1091,366,71,34,8850,83,86,406,506,899,17921,27,,242,316,122,278,391,70,190,5051,260,1502,,160,262,4,18,1339,106,294,569,1,462,4016,432,15,Q207,307,631,8,68,9,145,437,1339,7464,68,Yes,19974,525
Q210,2,95,93,1342,418,63,207,764,369,76,34,6870,83,108,285,372,899,12061,27,38,54,185,95,296,477,71,87,1789,254,1201,,62,264,4,42,1339,52,112,244,1,193,1065,432,39,Q210,307,337,8,52,234,101,445,1339,6204,57,Yes,14142,476
Q215,2,146,118,2014,482,70,410,1421,371,85,34,8669,83,112,245,615,899,16058,27,,450,397,146,276,669,73,96,2395,265,1412,,7,264,4,10,1339,112,340,616,1,278,1572,432,8,Q215,307,488,8,9,10,92,456,1339,7320,56,Yes,18128,956
Q223,2,176,269,2167,465,26,531,1981,369,79,34,9661,83,173,230,939,899,17850,27,,462,512,176,316,865,70,301,2374,198,1491,,6,264,4,118,1339,115,298,378,1,499,1235,432,115,Q223,307,574,8,18,6,148,448,1339,8172,147,Yes,19953,913
Q225,2,397,100,2043,1580,929,390,1755,384,100,35,16867,83,620,954,862,899,38235,27,759,1,504,397,776,1291,79,1100,11949,251,5224,,1287,270,4,525,1339,716,1726,894,1,3392,5099,432,522,Q225,307,1715,8,42,7,196,485,1339,12822,97,Yes,40834,362
Q226,2,120,115,1240,473,25,486,1409,370,77,34,8480,83,378,304,665,899,14002,27,63,167,258,120,276,535,72,83,1662,261,1091,,89,264,4,15,1339,60,141,339,1,155,939,432,12,Q226,307,383,8,85,9,86,447,1339,7254,80,Yes,16063,315
Q232,2,84,74,1643,324,25,321,958,366,72,34,8794,83,121,199,392,899,14618,27,,216,245,84,275,545,69,426,2062,253,1076,,124,262,4,22,1339,65,211,553,1,367,1332,432,19,Q232,307,420,8,5,7,113,438,1339,7183,161,Yes,16669,709
Q253,2,236,208,1655,566,228,371,1590,371,83,34,9273,83,142,311,866,899,17393,27,,219,352,236,289,876,72,92,2999,268,1640,,7,265,4,20,1339,168,411,610,1,391,1693,432,18,Q253,307,532,8,129,7,124,454,1339,7982,89,Yes,19475,390
Q254,2,134,180,2271,528,77,531,1632,371,82,34,8624,83,121,179,777,899,17056,27,,230,324,134,286,722,71,242,2917,275,1478,,156,265,4,11,1339,127,328,724,1,33,2321,432,8,Q254,307,458,8,131,7,156,452,1339,6783,234,Yes,19133,1159
Q260,2,80,182,886,767,25,303,1342,369,74,34,7071,83,115,461,741,899,12973,27,,2,297,80,226,182,71,33,1384,215,2209,1,4,264,4,11,1339,166,573,441,1,27,523,432,8,Q260,307,514,8,140,256,99,443,1339,6249,83,Yes,14980,315
Q262,2,71,331,1367,572,103,374,1679,369,73,34,6436,83,162,516,943,899,14402,27,,13,361,71,221,425,71,652,3124,215,1725,1,7,263,4,5,1339,182,382,763,1,27,1965,432,2,Q262,307,487,8,34,160,125,442,1339,4711,89,Yes,16403,553
