,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
X384,7,76,444,2646,822,32,462,1861,345,59,40,9086,89,44,438,1024,747,18670,12,2,132,374,76,334,843,70,299,1946,314,3054,,9,235,3,19,1200,123,1004,821,1,102,806,445,11,X384,303,941,8,14,15,272,404,1200,7565,201,Yes,20608,1411
X388,3,174,360,905,723,23,424,1668,341,48,40,7337,89,37,683,785,747,14253,12,0,11,458,174,293,375,67,1040,1430,289,2740,2,143,234,,4,1200,340,982,463,0,18,6,445,1,X388,303,670,8,39,,364,389,1200,5308,296,Yes,16135,137
X463,2,61,152,1691,841,249,352,1340,342,56,40,8794,89,129,924,686,747,18187,12,0,501,302,61,278,727,66,734,2939,274,3363,,95,235,,4,1200,83,1099,794,0,51,1481,445,1,X463,303,1077,8,11,7,339,398,1200,6440,90,Yes,20063,571
X478,5,78,988,1647,88,441,328,566,342,46,39,12402,89,256,70,236,747,20872,12,2,1,0,78,267,1137,66,2158,1625,255,4554,2,12,236,3,12,1200,44,2900,833,1,33,47,445,6,X478,303,1411,8,14,3,151,388,1200,9016,111,Yes,22727,117
X479,2,73,709,1005,37,52,682,2209,342,53,39,9299,89,40,29,1143,747,19127,12,2,8,383,73,356,460,69,1150,1071,347,5469,2,10,234,4,9,1200,35,2489,533,1,86,159,445,6,X479,303,2268,8,8,9,667,395,1200,7456,91,Yes,21078,153
X480,6,109,359,918,1042,529,385,1437,343,52,40,7645,89,471,1772,824,747,17040,12,2,466,226,109,279,387,69,191,3193,266,3737,2,11,234,3,13,1200,228,699,222,1,60,244,445,6,X480,303,1662,8,490,8,326,395,1200,5676,115,Yes,18913,138
X550,1,205,405,1143,616,341,424,1831,342,51,40,8411,89,42,444,948,747,15877,12,2,6,458,205,376,570,67,331,1514,351,2774,2,25,235,4,25,1200,245,739,608,1,38,39,445,23,X550,303,1160,8,211,2,258,392,1200,7037,147,Yes,17845,180
X680,6,94,352,1016,1089,64,424,1873,352,61,42,11335,89,445,727,988,747,20197,12,2,333,459,94,366,370,76,398,2186,352,3693,2,15,235,3,13,1200,500,1379,872,1,88,453,445,6,X680,303,1043,8,291,12,171,413,1200,8882,95,Yes,22176,254
X682,4,146,144,1058,1017,437,391,2410,347,59,40,7572,89,140,563,686,747,16372,12,134,16,300,146,311,505,73,395,2787,305,2399,1033,143,234,,6,1200,259,461,447,0,89,1162,445,2,X682,303,608,8,160,204,109,406,1200,6168,101,Yes,18289,161
X684,5,122,243,1031,657,125,385,3223,345,55,40,7757,89,46,591,749,747,16386,12,43,109,301,122,392,406,71,247,2301,277,1952,1788,221,234,,115,1200,170,459,577,1,376,753,445,109,X684,303,715,8,83,10,111,400,1200,6362,112,Yes,18377,232
X690,6,232,147,1001,824,98,424,1864,347,57,40,8662,89,441,577,980,747,16686,12,2,8,458,232,349,364,72,156,2644,333,2283,2,12,234,3,16,1200,176,487,415,1,786,858,445,8,X690,303,716,8,116,11,244,403,1200,7403,107,Yes,18638,245
X691,2,73,76,2915,5,29,356,1073,340,56,40,10242,89,171,592,439,747,18275,12,0,1157,278,73,297,686,66,485,1366,293,2605,,5,235,,3,1200,339,982,589,0,61,268,445,1,X691,303,1499,8,35,6,114,397,1200,7707,93,Yes,20168,1837
X692,5,72,234,1020,342,316,424,1670,346,58,40,9102,89,44,836,787,747,15820,12,0,4,458,72,296,368,72,373,2225,284,1730,2,45,234,,11,1200,156,499,464,1,85,598,445,6,X692,303,561,8,137,13,314,404,1200,7926,109,Yes,17720,260
K003,4,83,152,1536,294,33,350,1379,339,54,40,8482,89,17,239,801,747,14291,13,2,474,228,83,319,708,65,81,1488,307,1323,,12,235,1,12,1200,122,365,569,1,262,678,445,7,K003,304,507,8,53,64,92,393,1200,7209,65,Yes,16202,435
K008,4,113,116,1588,320,31,328,921,333,52,37,8723,89,37,183,446,747,14988,13,2,152,146,113,319,608,62,98,2235,306,1408,,183,234,1,13,1200,166,414,418,1,293,1444,445,8,K008,304,484,8,11,11,179,386,1200,7745,78,No,16893,588
K009,4,106,108,1916,345,111,423,1543,341,57,40,9387,89,126,313,864,747,19177,13,179,373,255,106,325,640,67,93,4690,313,1535,,9,235,1,12,1200,185,408,685,1,649,3145,445,7,K009,304,677,8,63,8,97,399,1200,7948,87,Yes,21101,884
K011,4,94,76,1410,293,31,384,1411,337,53,39,7778,89,63,170,810,747,13379,13,2,365,217,94,320,578,64,288,1473,304,1212,,9,234,1,15,1200,156,380,401,1,50,988,445,11,K011,304,413,8,20,5,121,390,1200,6542,89,Yes,15288,439
K020,4,160,32,1414,542,31,339,1284,340,55,40,8916,89,22,355,704,747,17096,13,2,441,241,160,339,606,66,124,2899,309,2423,,333,235,1,30,1200,203,1026,860,1,815,1460,445,25,K020,304,689,8,58,10,155,395,1200,7007,69,Yes,19030,415
K044,4,124,102,1658,365,35,385,1780,343,56,41,9360,89,23,348,1037,747,16486,13,2,270,357,124,456,681,67,261,1890,310,1673,,274,236,1,146,1200,183,481,847,1,360,860,445,141,K044,304,697,8,8,5,124,399,1200,7610,68,Yes,18540,585
K046,5,86,94,2075,469,235,426,1780,343,59,40,10028,89,27,278,1004,747,19089,13,2,635,350,86,330,686,68,255,2854,318,2265,,282,235,1,12,1200,199,583,778,1,889,1157,445,7,K046,304,953,8,40,10,249,402,1200,7946,64,Yes,21020,996
K054,5,81,153,2802,596,47,397,2492,344,59,40,13110,89,19,470,1666,747,24084,13,2,883,429,81,331,1009,68,119,3155,317,2444,,10,235,1,14,1200,388,761,408,1,652,1443,445,8,K054,304,924,8,78,14,149,403,1200,11524,68,Yes,26018,1401
K056,5,111,128,2411,639,164,329,1275,344,59,40,13225,89,19,241,755,747,23062,13,2,540,191,111,337,722,68,93,4053,317,1987,,11,236,1,20,1200,258,733,770,1,791,2469,445,14,K056,304,492,8,99,11,111,404,1200,11631,61,Yes,25003,1296
K067,5,97,131,2053,692,127,347,1992,344,60,40,10663,89,104,621,1254,747,21203,13,2,829,391,97,384,948,68,98,3418,317,2981,,10,235,1,66,1200,290,972,963,1,1280,967,445,60,K067,304,1150,8,157,9,158,404,1200,8435,66,Yes,23191,713
K093,4,128,112,1508,28,171,330,1574,341,54,40,9303,89,25,348,882,747,16435,13,174,494,362,128,332,676,65,161,2486,308,1437,,277,235,1,24,1200,209,508,712,1,909,563,445,19,K093,304,736,8,26,35,131,395,1200,7527,80,Yes,18363,439
K103,4,67,256,1148,596,459,329,1203,338,51,39,9142,89,58,239,683,747,15779,13,2,715,191,67,348,467,65,87,2276,299,1943,,10,234,1,49,1200,85,778,162,1,68,1168,445,44,K103,304,430,8,62,7,131,389,1200,7994,54,Yes,17716,288
K113,3,82,128,1553,451,36,481,1836,341,54,40,8820,89,33,180,1091,747,15177,13,86,406,264,82,292,461,67,219,1780,286,1106,,138,234,,6,1200,71,245,292,1,304,974,445,2,K113,306,289,8,88,11,112,396,1200,7566,79,Yes,17064,697
K133,5,57,180,3490,592,31,363,5312,344,61,40,13519,89,112,178,865,747,27785,13,2,455,226,57,458,1080,69,137,3623,320,1784,3858,10,235,1,139,1200,310,721,665,1,275,2648,445,133,K133,304,292,8,80,13,166,405,1200,11992,66,Yes,29848,2017
K256,4,24,103,2070,418,309,623,2255,341,55,40,10019,89,33,385,1302,747,20516,13,213,804,329,24,407,780,66,111,4185,310,1964,,10,235,1,98,1200,242,576,1025,1,494,2438,445,93,K256,304,845,8,29,6,119,397,1200,7926,79,Yes,22520,897
K265,5,83,380,1123,781,251,431,1963,343,53,40,9336,89,33,733,1143,747,17286,13,2,211,387,83,333,366,70,93,3002,303,1780,2,11,234,1,30,1200,238,480,757,1,434,964,445,25,K265,304,425,8,45,9,84,396,1200,8108,77,Yes,19216,364
K266,4,69,265,1299,774,35,753,2561,340,50,40,8889,89,41,285,1333,747,16919,13,2,8,475,69,309,541,65,158,1516,296,2585,,11,235,1,13,1200,328,1158,812,1,120,482,445,8,K266,304,557,8,19,10,86,390,1200,7723,116,Yes,18818,366
K270,5,85,354,2233,666,31,389,1478,344,60,40,10192,89,31,467,834,747,20427,13,659,775,256,85,370,885,68,136,3726,317,2712,,17,235,1,53,1200,331,878,715,1,656,1229,445,47,K270,304,978,8,39,9,181,404,1200,8386,92,Yes,22400,955
K282,2,135,220,1325,277,25,391,1075,337,52,39,7992,89,281,139,520,747,12952,13,0,182,165,135,329,595,64,92,1185,289,1240,,237,234,,40,1200,145,255,484,1,366,290,445,37,K282,306,506,8,16,109,94,390,1200,6545,154,Yes,14871,336
K287,5,143,297,2924,797,52,423,2001,345,62,40,12564,89,624,462,1158,747,24681,13,2,662,421,143,336,721,69,717,4280,321,2768,,489,235,1,15,1200,245,1067,316,3,96,3126,445,8,K287,304,321,8,40,419,164,406,1200,9647,67,Yes,26623,1810
K301,5,92,293,1179,666,63,339,1225,342,54,40,8158,89,53,269,662,747,14612,13,2,395,224,92,333,549,67,580,1363,303,2595,,11,235,1,30,1200,189,889,649,1,76,472,445,24,K301,304,741,8,171,13,285,396,1200,6227,71,Yes,16541,237
K305,4,77,85,1913,427,44,339,1278,342,55,40,8926,89,81,180,715,747,16615,13,2,427,224,77,349,929,66,135,2576,309,1845,,11,235,1,40,1200,228,618,516,1,704,1333,445,35,K305,304,634,8,94,7,158,397,1200,7590,69,Yes,18560,591
K307,5,80,282,3051,507,57,329,1433,344,61,40,13761,89,119,88,742,747,24884,13,2,657,362,80,343,1185,69,163,3922,320,2636,,10,235,1,23,1200,321,778,1445,1,1308,1865,445,16,K307,304,1128,8,173,13,210,405,1200,11061,132,Yes,26831,1473
K313,5,65,433,1279,734,101,329,1639,346,58,41,11344,89,110,542,948,747,20225,13,86,285,362,65,332,351,70,300,2813,310,3086,,12,234,1,22,1200,883,973,881,3,89,678,445,14,K313,304,522,8,158,569,288,403,1200,9224,374,Yes,22160,535
K336,3,226,441,1423,707,25,421,2036,347,58,40,9777,89,17,398,1224,747,18477,13,0,220,389,226,300,860,72,118,2174,270,2841,2,13,236,,30,1200,325,1007,331,3,86,899,445,23,K336,303,568,8,3,403,157,405,1200,8956,121,Yes,20382,170
K350,3,72,178,766,757,268,364,1059,342,53,40,7094,89,415,213,497,747,12840,13,0,98,196,72,367,147,70,96,1246,358,2604,2,6,233,,9,1200,173,564,192,0,60,355,445,5,K350,303,1074,8,48,7,202,396,1200,6126,113,Yes,14802,226
K412,4,62,358,760,407,173,395,1377,340,51,39,7766,89,87,777,715,747,14139,13,2,316,265,62,258,195,68,349,2593,243,1580,2,265,233,1,15,1200,158,541,291,5,756,370,445,5,K412,304,487,8,87,8,136,391,1200,6187,184,Yes,15988,173
K419,4,90,317,901,1001,171,364,1136,343,52,40,7051,89,21,677,574,747,13877,13,141,12,196,90,373,302,70,93,2065,340,2635,2,177,234,128,33,1200,103,350,201,2,258,397,445,27,K419,304,1055,8,47,11,219,395,1200,6234,138,Yes,15846,206
K430,4,104,170,954,375,48,381,1143,337,44,39,6258,89,22,317,494,747,10412,13,18,18,266,104,315,376,65,188,720,229,1233,2,88,233,62,86,1200,43,76,176,1,66,57,445,81,K430,304,458,8,46,176,149,381,1200,5555,104,Yes,12307,186
K439,3,155,320,1187,381,504,364,1059,342,50,40,7477,89,22,686,497,747,14016,13,0,11,196,155,308,604,67,299,2042,291,2096,2,6,235,,17,1200,394,552,748,0,13,125,445,14,K439,303,692,8,253,379,92,392,1200,6038,100,Yes,15916,191
K483,3,94,430,832,326,933,329,1377,341,50,40,7665,89,46,274,526,747,13228,13,0,1,521,94,377,242,68,346,1970,353,1290,2,209,233,,24,1200,160,480,268,0,44,129,445,20,K483,303,333,8,75,4,147,392,1200,6618,103,Yes,15196,198
K492,4,97,120,1104,521,270,339,1133,338,53,39,7110,89,28,327,553,747,13141,13,0,3,241,97,500,256,66,288,1350,358,2348,,35,233,,141,1200,244,715,315,0,69,320,445,137,K492,303,960,8,21,11,142,391,1200,6337,84,Yes,15232,455
K499,5,83,312,744,916,241,376,2127,344,54,40,7316,89,43,945,642,747,14852,13,118,75,252,83,336,157,71,143,2326,310,2256,856,157,233,1,25,1200,118,369,397,1,76,516,445,20,K499,304,737,8,80,9,226,399,1200,6323,97,Yes,16787,194
K509,5,97,248,886,531,378,338,5017,344,54,40,7217,89,204,416,644,747,17633,13,2,8,388,97,359,283,71,45,1673,305,2743,3647,10,234,1,55,1200,299,740,907,1,82,248,445,49,K509,304,1333,8,25,11,128,398,1200,5922,96,Yes,19590,210
K527,3,79,212,1479,1014,26,328,1282,340,50,40,7130,89,40,553,432,747,14054,13,0,1,521,79,356,903,65,326,1598,351,2485,,5,235,,5,1200,705,658,321,0,37,65,445,1,K527,303,608,8,42,3,202,390,1200,6193,202,Yes,16000,184
K553,4,202,256,825,1869,81,389,2548,345,52,40,12757,89,3422,1219,1580,747,23572,13,2,181,578,202,810,322,70,142,2837,478,4402,2,12,234,1,331,1200,1121,1075,802,1,63,96,445,326,K553,304,1298,8,198,7,154,397,1200,7874,126,Yes,25979,110
K571,5,211,297,1377,769,597,423,1530,345,58,40,10293,89,20,561,852,747,19261,13,253,9,255,211,331,542,70,71,3259,311,2590,,11,235,1,19,1200,352,980,621,1,99,1101,445,14,K571,304,727,8,98,16,98,403,1200,9372,90,Yes,21194,442
K575,3,207,394,713,1647,504,390,2491,340,46,40,12678,89,41,2296,1516,747,25626,13,0,34,584,207,355,173,67,287,3813,345,5725,2,23,233,0,10,1200,574,2024,574,1,15,29,445,6,K575,303,1816,8,162,0,237,386,1200,11391,165,Yes,27567,148
K592,4,75,337,1265,1360,31,423,2001,338,50,39,5887,89,199,740,1158,747,15026,13,2,6,421,75,322,719,65,129,1340,310,4458,,210,235,1,12,1200,66,1911,194,3,62,103,445,5,K592,304,985,8,12,6,194,389,1200,5061,75,Yes,16937,153
K595,2,210,749,795,419,518,393,2108,339,47,39,7302,89,10,665,388,747,15085,13,202,134,248,210,366,262,66,175,2632,365,2039,1079,6,233,,1,1200,244,628,251,1,36,216,445,2,K595,306,578,8,68,252,161,386,1200,6551,108,Yes,17037,138
K596,2,107,366,1127,37,27,395,1458,342,53,40,6829,89,44,601,798,747,13403,13,2,7,265,107,1974,641,67,126,1575,1963,2307,,8,235,4,11,1200,320,1102,278,2,72,187,445,7,K596,303,484,8,47,487,197,395,1200,6243,72,Yes,16971,93
K605,4,133,436,928,1025,186,424,1322,342,52,40,9728,89,423,795,314,747,18103,13,73,72,582,133,538,301,69,113,2553,301,3440,2,149,234,106,237,1200,108,269,467,1,410,546,445,232,K605,304,1479,8,305,396,271,394,1200,7997,96,Yes,20235,234
K616,4,127,284,830,756,300,395,1377,338,48,39,12079,89,3201,482,715,747,19123,13,2,7,265,127,314,321,66,1811,1408,305,3302,2,10,232,1,9,1200,225,1018,1143,1,47,68,445,5,K616,304,870,8,55,4,653,385,1200,5640,211,Yes,21022,116
K670,2,113,233,735,815,113,356,2878,338,46,39,6273,89,8,554,624,747,12924,13,0,55,349,113,275,182,66,34,1350,271,1574,1549,142,233,,4,1200,88,272,168,1,29,333,445,2,K670,306,379,8,97,2,105,384,1200,5653,116,Yes,14782,158
K674,2,164,518,860,1171,27,424,1194,341,51,39,9509,89,141,29,188,747,16251,13,2,7,581,164,349,289,68,1078,847,340,3677,2,14,233,4,9,1200,22,1422,705,1,78,170,445,7,K674,303,729,8,59,9,346,392,1200,7234,268,Yes,18192,178
K016,5,66,116,2057,514,26,462,1545,344,59,40,10306,89,430,128,860,747,18384,14,2,487,223,66,403,805,68,223,2475,314,1934,,10,235,1,89,1200,208,552,319,1,845,1150,445,84,K016,380,625,8,39,122,122,403,1200,8672,124,Yes,20390,783
K017,5,108,98,2068,520,26,380,1266,346,64,40,12154,89,20,27,693,747,20037,14,2,967,193,108,573,624,70,100,2764,323,1677,,36,235,1,250,1200,190,561,1073,1,503,1918,445,244,K017,304,480,8,94,14,102,410,1200,9794,68,Yes,22220,1052
K018,4,69,103,1707,28,186,460,1532,343,57,41,11241,89,38,99,672,747,18436,14,2,144,400,69,389,833,67,180,2056,309,1831,,11,236,1,80,1200,379,987,800,1,294,993,445,75,K018,427,625,8,8,57,134,400,1200,9989,70,Yes,20425,357
K019,5,62,117,1690,410,27,354,1970,346,61,41,11366,89,448,322,1263,747,19500,14,2,100,353,62,355,867,69,223,2436,318,1976,,11,236,1,38,1200,215,515,922,1,715,1038,445,32,K019,304,930,8,205,10,111,407,1200,9388,68,Yes,21462,429
K023,5,84,187,2316,269,28,445,1662,345,61,40,9816,89,96,533,948,747,18264,14,2,603,269,84,355,861,69,438,2335,316,2051,,10,236,1,39,1200,192,691,1289,1,492,902,445,34,K023,304,871,8,25,33,187,406,1200,7284,69,Yes,20225,1063
K031,4,71,77,2126,314,26,395,1639,340,55,40,8682,89,13,109,1023,747,15553,14,2,306,222,71,317,834,65,95,1482,304,1553,,10,235,1,13,1200,235,432,417,1,364,669,445,8,K031,304,615,8,23,63,129,395,1200,7718,99,Yes,17465,900
K034,4,72,94,1431,337,26,354,901,339,55,40,8471,89,44,403,396,747,13894,14,2,246,151,72,328,651,65,134,1703,305,1316,,10,235,1,23,1200,415,435,434,1,44,720,445,17,K034,304,386,8,1,6,153,394,1200,7501,101,Yes,15816,387
K050,5,99,252,1432,617,70,508,1372,346,59,41,9342,89,425,680,645,747,17408,14,129,229,219,99,330,669,70,268,2869,310,2294,,13,235,1,20,1200,142,439,672,1,384,1211,445,15,K050,378,671,8,174,411,155,405,1200,7489,72,Yes,19343,296
K059,4,76,120,1679,336,87,453,1853,344,58,40,9254,89,111,546,1052,747,17470,14,176,510,348,76,336,925,68,324,2840,311,1768,,263,236,1,25,1200,323,481,602,4,702,887,445,17,K059,304,767,8,35,10,174,402,1200,7324,85,Yes,19408,361
K071,5,112,212,1802,581,202,472,1676,349,60,40,10223,89,104,803,858,747,20070,14,18,377,345,112,325,553,73,113,4352,311,1905,2,129,235,1,14,1200,101,274,639,1,251,2766,445,8,K071,304,590,8,106,361,99,408,1200,8677,77,Yes,22003,856
K084,5,98,34,2612,362,26,403,1932,344,62,40,11759,89,487,307,1158,747,22794,14,183,379,372,98,486,785,69,139,4617,320,1775,,10,235,1,166,1200,171,369,534,1,807,3088,445,160,K084,304,902,8,7,14,128,407,1200,10091,111,Yes,24886,1435
K110,4,80,131,1938,455,26,464,1905,340,57,40,11259,89,81,311,1205,747,19212,14,2,532,235,80,322,637,66,189,2139,309,1891,,34,235,1,13,1200,226,589,684,1,59,1384,445,8,K110,304,706,8,39,11,131,397,1200,9576,122,Yes,21131,908
K120,4,98,216,1531,362,106,359,1652,343,59,40,9535,89,30,269,961,747,16418,14,2,719,332,98,341,784,67,203,2373,313,1229,,10,235,1,28,1200,269,446,819,1,699,813,445,23,K120,363,294,8,4,30,97,401,1200,7684,66,Yes,18360,295
K126,5,65,208,2147,1141,191,367,1086,346,60,40,12036,89,422,652,551,747,21236,14,70,461,168,65,481,1326,70,280,3081,324,2822,,283,235,1,157,1200,214,501,1250,1,498,1250,445,151,K126,304,1020,8,23,28,132,405,1200,9246,69,Yes,23323,428
K132,4,81,143,1500,433,26,408,1253,340,55,40,8249,89,116,153,654,747,14625,14,2,234,190,81,323,748,65,89,2218,304,1323,,310,235,1,19,1200,271,301,345,1,439,1185,445,14,K132,304,456,8,22,11,123,395,1200,7005,127,Yes,16543,360
K147,4,80,256,1897,634,26,390,1870,342,58,40,13008,89,41,524,1182,747,22858,14,2,931,298,80,288,468,67,260,3010,255,2993,,413,234,1,33,1200,360,792,926,1,578,1264,445,28,K147,304,1436,8,24,9,121,400,1200,10348,66,Yes,24746,1037
K157,5,82,155,2256,79,128,534,2161,344,62,40,10360,89,29,264,1228,747,19295,14,2,885,399,82,698,860,68,99,2857,670,1578,,294,235,1,28,1200,231,584,533,1,514,1564,445,23,K157,304,766,8,23,13,137,405,1200,8429,66,Yes,21598,1004
K196,5,74,114,2194,28,26,337,1282,345,61,40,12248,89,44,282,715,747,20406,14,2,698,230,74,393,749,69,158,3294,317,1314,,7,235,1,77,1200,309,536,1001,1,906,1656,445,71,K196,304,628,8,62,14,108,406,1200,10092,185,Yes,22405,1051
K250,4,83,92,1371,213,175,338,1137,342,56,40,8190,89,73,106,609,747,13586,14,2,185,190,83,425,782,66,70,1547,390,1259,,157,235,1,35,1200,146,293,442,1,383,643,445,30,K250,304,558,8,22,7,189,398,1200,7142,97,Yes,15609,196
K257,5,106,287,2195,308,26,439,1548,345,63,40,10363,89,28,191,863,747,21654,14,2,721,247,106,339,896,69,70,5979,320,1463,,10,236,1,19,1200,241,399,1011,1,689,4544,445,14,K257,304,409,8,189,233,114,408,1200,8244,88,Yes,23601,906
K297,5,145,140,1393,558,26,500,1738,344,61,40,10426,89,20,371,958,747,19153,14,40,284,281,145,515,582,69,87,3015,317,2436,,10,235,1,198,1200,255,638,908,4,1116,1067,445,189,K297,304,1087,8,42,12,141,405,1200,8989,85,Yes,21273,418
K318,4,83,238,1447,472,92,352,1007,341,50,40,7008,89,13,260,464,747,12687,14,61,183,191,83,306,716,65,118,1845,293,1297,,71,235,1,13,1200,77,172,211,1,199,918,445,8,K318,304,337,8,127,211,106,391,1200,6182,102,Yes,14585,339
K319,4,101,335,1618,28,26,398,1140,340,55,40,10354,89,81,161,563,747,17104,14,2,918,179,101,318,816,65,278,1569,306,2322,,9,235,1,12,1200,472,1128,495,1,42,532,445,7,K319,304,918,8,135,45,203,395,1200,8372,65,Yes,19017,409
K322,5,61,333,935,28,26,808,2825,349,58,41,10122,89,125,936,1550,747,18391,14,2,8,465,61,321,369,73,701,2259,307,2187,2,13,235,1,14,1200,607,1049,1388,4,166,190,445,5,K322,304,882,8,344,10,219,407,1200,7390,152,Yes,20319,174
K330,3,82,129,1310,1115,167,808,2746,344,56,40,10189,89,26,807,1473,747,20359,14,0,302,465,82,287,371,69,71,2547,282,3486,,7,234,,5,1200,766,1595,967,1,173,504,445,2,K330,303,607,8,104,8,160,400,1200,8616,96,Yes,22246,546
K380,5,153,124,2295,104,26,369,1586,342,59,40,9069,89,62,476,829,747,19873,14,2,404,388,153,606,773,67,168,5430,492,1341,,265,235,1,115,1200,205,426,767,1,753,3844,445,109,K380,304,696,8,5,10,105,401,1200,7239,156,Yes,22081,1130
K404,4,66,246,747,379,26,508,1374,341,50,40,6996,89,132,591,645,747,12201,14,2,7,219,66,397,190,68,231,1221,376,1797,2,9,233,1,21,1200,159,609,250,1,45,152,445,16,K404,304,632,8,39,8,169,391,1200,6222,104,Yes,14189,164
K449,1,73,539,1061,646,553,390,1943,337,44,39,6398,89,32,1098,1253,747,14429,14,2,6,298,73,330,473,65,244,2434,322,2521,2,8,234,4,8,1200,143,803,339,1,27,71,445,6,K449,303,733,8,90,2,337,381,1200,5469,206,Yes,16341,195
K454,4,98,209,896,503,419,492,1339,342,52,40,7857,89,54,646,582,747,14255,14,0,49,264,98,317,327,69,139,2075,283,1989,2,272,234,,34,1200,338,640,803,0,42,422,445,30,K454,303,692,8,53,7,148,395,1200,6380,107,Yes,16167,176
K474,4,88,201,758,1186,118,360,1287,342,52,40,6307,89,165,831,684,747,13016,14,4,12,242,88,318,188,69,191,2107,297,2468,2,10,233,1,21,1200,208,275,197,1,105,639,445,16,K474,304,834,8,17,7,166,394,1200,5587,127,Yes,14927,178
K477,3,89,319,768,745,362,360,1229,342,52,40,7572,89,443,404,627,747,13888,14,0,4,241,89,282,200,69,124,1960,277,2270,2,269,233,,5,1200,89,289,355,1,210,577,445,2,K477,306,970,8,17,7,258,393,1200,6261,98,Yes,15764,172
K478,4,151,486,1088,1211,286,360,1286,343,52,40,8163,89,92,606,683,747,15499,14,2,63,241,151,310,532,69,292,2109,297,2702,2,10,234,112,12,1200,92,298,336,1,201,437,445,7,K478,304,942,8,375,7,243,395,1200,6720,164,Yes,17404,163
K488,4,80,257,808,464,392,432,1439,344,54,40,9331,89,212,846,739,747,16323,14,229,9,266,80,387,213,71,240,2662,243,2003,2,12,234,1,144,1200,216,665,483,1,70,652,445,139,K488,304,467,8,173,301,107,398,1200,8093,109,Yes,18308,203
K558,4,93,438,737,788,40,432,1439,343,52,40,6721,89,15,831,739,747,13380,14,2,7,266,93,311,160,69,122,2084,297,2307,2,10,233,1,15,1200,331,548,371,1,56,388,445,9,K558,304,669,8,68,101,201,395,1200,6024,102,Yes,15286,184
K561,3,189,454,933,557,83,432,1363,344,52,40,7448,89,170,415,662,747,13524,14,0,3,267,189,478,360,70,66,1415,462,2177,2,6,234,0,16,1200,140,512,970,1,39,284,445,12,K561,303,753,8,96,6,349,397,1200,6013,122,Yes,15599,180
K577,4,77,294,1276,397,468,380,1266,341,52,40,7689,89,80,196,693,747,13491,14,193,292,193,77,313,629,66,191,1525,297,1658,,10,235,1,16,1200,195,523,1038,1,56,123,445,11,K577,304,591,8,3,7,139,393,1200,6006,68,Yes,15397,254
K582,5,88,251,1451,496,26,337,1241,344,57,40,8970,89,46,292,675,747,15423,14,2,154,230,88,331,639,69,184,1801,305,1871,,302,235,1,26,1200,355,681,621,1,76,799,445,20,K582,304,289,8,3,259,145,401,1200,7501,158,Yes,17355,419
K586,4,135,281,1028,320,388,492,1416,344,54,40,9865,89,484,419,659,747,16287,14,168,9,264,135,370,329,70,645,2647,313,1196,2,37,234,1,57,1200,359,468,1220,1,555,478,445,52,K586,304,267,8,34,12,129,397,1200,7297,136,Yes,18254,306
K610,4,123,366,840,657,275,417,1200,344,55,40,8837,89,442,603,563,747,15349,14,2,70,218,123,458,263,71,334,2299,406,2050,2,128,233,1,52,1200,89,254,413,1,423,540,445,46,K610,304,1006,8,119,16,117,399,1200,7214,116,Yes,17406,185
K614,8,129,135,1072,1195,1183,492,1333,342,55,40,8416,89,152,722,577,747,17708,14,0,291,264,129,334,350,68,147,2286,293,4473,,42,234,10,41,1200,32,1736,801,1,56,157,445,32,K614,303,1251,8,54,8,283,398,1200,6843,76,Yes,19639,329
K632,3,102,427,835,1378,101,417,1119,346,58,40,10629,89,582,165,483,747,18944,14,0,8,218,102,274,288,72,723,2094,266,4163,2,12,234,,8,1200,31,1914,673,3,493,877,445,2,K632,303,731,8,5,13,127,404,1200,8501,124,Yes,20822,155
K685,3,166,854,860,5,20,352,3954,345,56,40,8708,89,467,1507,555,747,21186,14,0,3,179,166,273,291,71,157,4693,267,2805,2867,59,234,,6,1200,1101,1154,399,0,63,1148,445,3,K685,303,1338,8,186,12,296,401,1200,7259,176,Yes,23060,177
