,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
K610,0,124,310,926,1105,503,483,1377,391,90,34,12446,65,620,945,654,671,20545,14,0,6,235,124,347,361,92,315,3237,283,2435,6,179,266,5,64,1145,169,302,1528,1,451,859,466,63,K610,307,894,8,364,13,122,481,1145,9357,72,Yes,22518,193
K614,0,117,172,1389,59,28,482,1266,385,80,34,9085,65,76,421,588,671,15067,14,0,3,196,117,295,700,86,465,1652,278,1557,,12,265,5,17,1145,578,915,349,0,53,399,466,16,K614,307,500,8,36,6,78,464,1145,7993,146,Yes,16970,316
K632,0,107,485,745,999,362,370,1264,394,94,34,10937,65,163,596,654,671,18566,14,0,5,235,107,447,222,94,467,2884,398,2630,6,50,267,5,49,1145,814,1518,271,0,68,559,466,48,K632,307,18,8,190,10,85,488,1145,9714,73,Yes,20645,150
K685,0,100,853,769,715,393,436,4178,387,85,34,9099,65,505,1639,770,671,22426,14,0,19,170,100,352,242,89,91,5275,330,3005,2802,21,264,5,22,1145,673,969,257,0,400,1316,466,22,K685,307,1010,8,226,11,300,473,1145,7889,86,Yes,24395,154
K001,0,103,53,1177,460,28,289,1263,384,85,34,9708,65,520,360,583,671,15515,15,0,457,188,103,286,671,86,61,2026,257,1238,204,148,265,5,29,1145,158,173,585,0,302,1124,466,29,K001,307,483,8,23,7,116,470,1145,7854,55,Yes,17416,133
K010,0,148,135,1281,244,28,307,1039,383,83,34,8313,65,52,232,568,671,16503,15,0,125,164,148,316,526,85,122,4427,280,1296,,256,264,5,37,1145,164,267,515,0,489,3379,466,37,K010,307,698,8,17,9,77,465,1145,7148,73,Yes,18429,383
K015,0,152,176,2659,65,384,348,1719,390,94,34,12131,65,89,728,1051,671,24906,15,0,666,320,152,319,1010,90,174,6948,273,1296,,47,266,5,46,1145,234,563,1011,0,882,4544,466,46,K015,307,592,8,27,13,63,483,1145,10058,53,Yes,26852,1276
K024,0,129,144,1905,529,136,252,1330,389,93,34,10586,65,626,258,767,671,19153,15,0,86,311,129,359,938,89,90,3715,285,1487,,181,266,5,74,1145,155,291,991,0,517,2505,466,74,K024,307,572,8,104,8,86,481,1145,8413,90,Yes,21138,594
K029,0,97,126,1048,512,28,170,425,371,66,34,7774,65,50,115,55,671,12991,15,0,152,201,97,332,267,77,41,2081,273,1566,,70,261,5,59,1145,147,323,191,1,538,1127,466,57,K029,307,508,8,44,6,218,437,1145,7141,80,No,14905,408
K032,0,258,421,4067,594,28,536,2250,391,94,34,11754,65,137,1383,1239,671,41694,15,0,1298,474,258,318,816,89,642,20650,281,2715,,144,268,5,37,1145,512,700,2211,0,1242,17063,466,37,K032,307,848,8,308,469,105,485,1145,6840,170,Yes,43642,2879
K038,0,108,205,2198,409,345,193,630,383,82,34,9155,65,61,286,69,671,16758,15,0,881,369,108,305,858,85,155,3189,265,1479,,16,264,5,40,1145,156,462,210,1,503,1693,466,39,K038,307,517,8,5,7,85,465,1145,7770,52,Yes,18672,967
K039,0,98,142,906,65,28,401,1253,371,65,34,8440,65,57,652,538,671,14020,15,0,221,164,98,428,205,76,105,1874,248,1450,150,17,261,5,180,1145,183,580,93,0,37,832,466,179,K039,462,408,8,22,326,71,436,1145,7866,53,No,16028,174
K051,0,94,212,811,374,28,330,1118,370,60,34,7170,65,45,464,598,671,11809,15,0,95,190,94,319,92,76,40,1734,301,882,,139,260,5,18,1145,89,207,133,0,164,778,466,18,K051,307,229,8,17,7,65,430,1145,6615,80,No,13703,346
K058,0,108,39,1077,65,28,270,1092,372,66,34,7958,65,55,187,657,671,13520,15,0,392,165,108,327,245,77,83,2462,289,824,,32,261,5,38,1145,106,252,387,0,370,1731,466,38,K058,307,428,8,25,6,71,438,1145,6944,33,No,15430,460
K088,0,135,248,1618,602,28,341,1396,387,87,34,9428,65,539,396,769,671,17664,15,0,21,286,135,356,424,88,315,3404,329,1682,,130,265,5,27,1145,137,239,506,0,504,2091,466,27,K088,307,471,8,74,298,73,474,1145,7756,81,Yes,19639,822
K094,0,93,318,1186,353,28,159,334,384,85,34,8555,65,506,173,49,671,12651,15,0,189,127,93,358,592,85,473,1218,286,1265,,12,265,5,72,1145,68,168,720,0,262,369,466,72,K094,307,587,8,52,3,155,469,1145,6265,333,Yes,14622,222
K107,0,109,60,767,343,30,409,1302,371,65,34,7441,65,48,127,721,671,12814,15,0,10,173,109,432,299,77,192,2067,248,1127,,17,261,5,184,1145,208,328,205,0,425,1218,466,183,K107,307,373,8,16,5,78,436,1145,6860,88,No,14826,96
K124,0,107,47,1873,71,140,1111,2450,385,83,34,10116,65,71,454,1113,671,17726,15,0,662,226,107,370,749,86,67,2023,285,1158,,474,265,5,85,1145,250,604,585,0,34,1097,466,85,K124,307,388,8,148,4,91,468,1145,8050,54,Yes,19709,751
K130,0,105,104,1570,332,34,281,1030,385,84,34,8272,65,96,472,617,671,14655,15,0,170,132,105,299,851,86,109,2420,273,1256,,17,265,5,27,1145,134,330,780,0,339,1336,466,27,K130,307,506,8,83,5,83,469,1145,6913,99,Yes,16567,347
K131,0,96,204,1210,400,28,169,390,384,84,34,8189,65,97,219,55,671,12597,15,81,213,166,96,304,674,85,265,1631,288,1081,,125,265,5,16,1145,199,232,493,0,367,534,466,16,K131,307,352,8,56,4,93,467,1145,6881,54,Yes,14513,163
K136,0,111,171,1071,768,267,380,1344,391,93,34,12300,65,743,371,740,671,20344,15,0,85,224,111,272,543,90,742,2174,255,3344,,138,267,5,17,1145,153,446,1226,0,157,1054,466,17,K136,307,704,8,233,480,946,483,1145,9039,88,Yes,22244,156
K146,0,133,164,2704,323,80,304,946,373,72,34,8652,140,107,110,456,671,17849,15,0,236,186,133,320,215,79,27,4575,289,840,,121,261,5,31,1145,136,351,538,0,445,3640,466,30,K146,397,93,8,37,11,61,445,1145,7496,85,No,19759,1952
K154,0,102,19,951,427,185,225,1163,371,65,34,8067,65,51,136,742,671,14174,15,0,149,197,102,265,355,77,81,2527,249,1363,,12,261,5,17,1145,255,455,237,0,341,1591,466,16,K154,307,396,8,14,5,81,436,1145,7463,55,No,16020,223
K169,0,107,237,1327,528,29,421,627,385,86,34,7867,65,96,227,55,671,13107,15,58,459,150,107,366,748,86,245,1872,290,1306,,17,265,5,76,1145,161,165,501,0,334,828,466,76,K169,307,514,8,117,5,94,470,1145,6370,55,Yes,15087,206
K172,0,119,427,1215,366,119,375,1345,388,92,34,9022,65,98,293,781,671,15995,15,0,177,189,119,307,672,89,128,3009,290,1285,,17,266,5,17,1145,225,390,704,0,549,1395,466,17,K172,307,446,8,19,12,71,480,1145,7788,86,Yes,17926,170
K230,0,107,83,1643,307,94,246,1562,381,82,34,8669,65,52,141,589,671,15263,15,0,167,172,107,313,725,84,92,2367,280,914,556,105,264,5,33,1145,132,169,311,0,381,1536,466,33,K230,307,346,8,14,19,74,463,1145,7847,77,Yes,17184,545
K261,0,134,34,1814,456,29,268,603,372,69,34,8083,65,52,203,117,671,14582,15,0,194,217,134,303,400,78,38,2664,280,1284,,18,261,5,23,1145,98,266,392,0,430,1871,466,23,K261,307,481,8,38,12,69,441,1145,7287,59,No,16471,1042
K295,0,119,91,1426,421,28,225,408,382,84,34,8759,65,60,322,68,671,16465,15,0,199,115,119,283,574,85,262,4371,266,1382,,16,264,5,17,1145,182,449,252,0,760,2988,466,17,K295,307,420,8,9,9,82,466,1145,7902,52,Yes,18359,480
K321,0,113,22,683,414,63,179,462,370,64,34,7687,65,46,250,53,671,11945,15,0,163,229,113,293,130,76,62,2008,269,993,,130,260,5,23,1145,70,163,156,0,362,1241,466,23,K321,307,242,8,12,6,168,435,1145,7023,89,No,13817,180
K423,0,119,733,845,65,748,279,5725,390,87,34,14931,65,215,1736,996,671,28716,15,0,4,245,119,312,286,90,2455,4211,294,2886,4205,18,266,5,17,1145,585,2589,639,0,163,246,466,17,K423,307,18,8,25,13,200,477,1145,11317,251,Yes,30650,187
K429,0,121,670,917,1557,282,547,1820,392,91,34,12915,65,836,682,903,671,23511,15,238,248,365,121,251,305,92,484,4318,201,3421,6,180,266,5,50,1145,331,604,3207,0,701,1414,466,50,K429,307,806,8,79,351,104,482,1145,7780,97,Yes,25389,239
K442,0,135,658,2118,948,266,536,2250,395,100,34,16125,65,550,800,1239,671,27416,15,0,367,474,135,326,491,93,279,4185,309,2603,,19,268,5,17,1145,471,1177,413,0,82,1908,466,17,K442,307,378,8,58,18,83,494,1145,14348,87,Yes,29381,1254
K443,0,108,56,924,387,135,225,408,379,74,34,8710,65,72,287,67,671,12901,15,0,5,115,108,265,283,82,355,1776,248,975,,18,263,5,18,1145,149,420,199,0,51,1099,466,17,K443,307,72,8,31,13,83,452,1145,7936,88,Yes,14762,268
K447,0,118,271,1224,610,47,430,1461,375,66,34,7330,65,172,776,771,671,19109,15,0,4,261,118,290,219,79,110,7148,269,1828,,18,262,5,21,1145,156,362,413,0,50,5847,466,21,K447,307,333,8,6,410,113,441,1145,6528,73,No,20985,633
K448,0,118,131,1148,572,249,305,956,378,72,34,9856,169,183,643,459,671,16162,15,0,5,186,118,302,250,82,119,2740,283,1343,6,99,262,5,18,1145,161,352,517,0,213,1343,466,18,K448,307,335,8,84,13,72,450,1145,8771,73,No,18058,421
K462,0,97,233,1027,748,142,368,1950,387,81,34,8409,65,638,353,1018,671,16157,15,178,133,559,97,293,264,88,318,2648,262,2026,6,75,265,5,31,1145,192,454,201,0,458,1093,466,31,K462,307,719,8,69,5,99,468,1145,6933,36,Yes,18062,390
K463,0,121,196,891,587,28,368,1950,389,85,34,9294,65,514,543,1018,671,16761,15,0,142,559,121,593,216,90,65,1821,269,2684,6,100,265,5,325,1145,212,728,205,1,41,800,466,324,K463,307,984,8,521,219,166,474,1145,7654,88,Yes,18972,302
K464,0,98,216,1098,540,305,368,1950,388,84,34,9543,65,546,745,1018,671,16811,15,0,63,559,98,347,202,89,102,2196,269,1925,6,89,265,5,78,1145,285,583,909,2,44,602,466,76,K464,307,414,8,39,291,97,472,1145,7695,94,Yes,18775,523
K497,0,96,166,891,1128,569,547,1820,385,79,34,8779,65,648,865,903,671,17009,15,0,132,365,96,352,212,87,139,3010,266,2411,6,124,264,5,85,1145,186,487,219,0,135,1089,466,85,K497,307,719,8,115,6,72,464,1145,7329,68,Yes,18968,306
K519,0,111,330,879,838,356,276,1411,387,83,34,9464,170,600,962,886,671,16840,15,127,349,243,111,307,174,89,282,3303,273,1672,6,190,264,5,34,1145,232,326,1317,0,345,952,466,34,K519,307,385,8,223,8,115,470,1145,6259,238,Yes,18761,227
K520,0,129,1790,822,72,289,280,5726,393,86,34,14577,65,600,1330,996,671,29291,15,0,14,245,129,415,321,92,641,4678,371,3359,4205,12,267,5,44,1145,635,2629,294,1,32,602,466,43,K520,307,517,8,907,4,137,478,1145,12062,41,Yes,31329,129
K529,0,127,340,964,169,410,278,4923,384,75,34,10494,350,900,582,1167,671,20117,15,0,2,207,127,436,212,86,199,1458,241,2151,3271,18,265,5,195,1145,35,1000,1171,12,30,60,466,184,K529,307,412,8,164,326,244,459,1145,7981,54,Yes,22156,95
K530,0,111,404,922,1000,1025,646,1974,391,88,34,7770,65,510,1366,1052,671,19145,15,0,4,270,111,457,402,92,173,4804,386,3564,6,21,266,5,71,1145,411,1287,229,1,46,1552,466,71,K530,307,1198,8,279,7,72,479,1145,6490,59,Yes,21226,148
K656,0,108,176,692,1331,142,431,1472,371,58,34,6853,65,55,687,773,671,13213,15,0,4,262,108,334,138,77,90,1462,296,2626,6,17,260,5,38,1145,78,355,79,0,41,338,466,38,K656,307,750,8,43,4,186,429,1145,6449,111,No,15121,181
K667,0,110,603,924,440,45,165,781,389,86,34,8413,65,75,382,50,671,13811,15,0,4,561,110,365,353,90,453,2050,344,1533,6,116,265,5,21,1145,73,247,459,0,52,895,466,21,K667,307,626,8,28,9,210,475,1145,7163,110,Yes,15796,199
K676,0,108,193,2586,765,36,159,570,390,93,34,11740,65,162,211,47,671,21556,15,0,396,363,108,351,1258,90,126,4130,298,2422,,16,267,5,53,1145,30,878,718,0,1314,2346,466,52,K676,307,638,8,14,15,125,483,1145,10233,68,Yes,23534,956
K684,0,89,665,638,1492,28,368,1950,383,73,34,9643,65,120,607,1018,671,22268,15,0,3,559,89,274,53,85,1503,5113,257,4835,6,245,265,5,16,1145,45,2126,924,0,30,3737,466,16,K684,307,718,8,4,3,496,456,1145,6773,65,Yes,24142,212
K698,0,147,283,749,254,1471,157,4582,385,76,34,10955,65,1168,330,50,671,22144,15,0,3,6,147,258,238,87,1020,2674,242,3036,4369,18,265,5,16,1145,475,1452,580,0,31,83,466,16,K698,307,1066,8,106,3,262,462,1145,8011,45,Yes,24008,138
K821,0,97,182,1275,418,29,380,1344,387,85,34,8754,65,633,297,740,671,14808,15,0,128,224,97,294,496,88,300,1736,268,1602,,108,265,5,27,1145,157,430,511,0,348,722,466,26,K821,307,487,8,17,189,78,472,1145,6978,74,Yes,16719,406
K005,0,118,146,2620,430,185,204,751,387,88,34,10807,65,135,983,74,671,20147,16,0,583,473,118,316,1006,88,133,4178,291,1673,,526,266,5,25,1145,194,543,574,9,881,1789,466,16,K005,307,598,8,44,7,95,475,1145,8751,56,Yes,22082,1241
K021,0,100,104,1410,367,85,172,565,384,82,34,9133,65,73,446,57,671,14183,16,0,369,337,100,296,615,85,61,1840,280,1134,,216,265,5,16,1145,107,337,351,0,237,860,466,16,K021,307,328,8,145,6,96,465,1145,7858,55,Yes,16089,423
K025,0,112,314,2636,1144,290,388,1437,388,88,34,12901,65,145,568,760,671,24830,16,0,1149,289,112,485,1086,88,155,4061,347,3683,,323,267,5,138,1145,245,614,1776,0,1041,1603,466,138,K025,307,1246,8,22,7,672,477,1145,9145,180,Yes,26936,1178
K026,0,101,123,2209,159,32,379,1358,389,90,34,11283,65,193,341,683,671,19355,16,0,164,296,101,316,763,89,93,2649,295,1754,,18,266,5,21,1145,169,671,1573,3,472,1512,466,18,K026,307,813,8,55,8,103,479,1145,9072,111,Yes,21295,1074
K028,0,98,488,2300,1452,747,210,4201,387,86,34,11562,65,100,584,521,671,24803,16,0,479,5,98,341,906,87,318,3448,318,3194,3465,18,266,5,23,1145,185,841,1027,5,37,1406,466,18,K028,307,785,8,103,6,109,473,1145,9435,78,Yes,26761,1021
K035,0,116,307,1719,771,635,855,2405,387,86,34,9075,65,115,597,1217,671,20998,16,0,565,333,116,298,924,89,285,5180,277,2503,,533,265,5,21,1145,336,977,1401,0,773,2532,466,21,K035,307,614,8,124,9,132,474,1145,5996,51,Yes,22914,422
K040,0,100,111,1997,566,40,449,1650,388,88,34,9665,65,114,822,813,671,19461,16,0,644,388,100,385,756,88,124,4063,323,1986,,335,266,5,63,1145,265,672,160,0,562,2262,466,62,K040,307,635,8,143,7,107,476,1145,8012,127,Yes,21467,869
K057,0,101,467,1304,843,220,335,1595,387,85,34,10404,65,570,315,939,671,19692,16,0,27,321,101,338,409,88,106,3116,314,3173,,516,266,5,24,1145,298,915,1378,0,47,1768,466,24,K057,307,1068,8,333,96,253,472,1145,7411,57,Yes,21646,522
K081,0,128,299,3085,502,360,218,1479,392,98,34,12756,65,93,385,942,671,24539,16,218,836,319,128,288,1162,92,75,5457,271,1635,,18,267,5,17,1145,235,547,1790,0,1084,2875,466,17,K081,307,493,8,159,12,81,491,1145,9674,106,Yes,26462,1550
K243,0,116,114,2252,579,37,236,779,390,90,34,12854,65,153,281,70,671,23534,16,0,302,473,116,385,1115,89,112,5240,351,2292,,350,267,5,34,1145,380,588,985,0,1692,2736,466,34,K243,307,984,8,144,10,132,480,1145,10748,55,Yes,25543,764
K262,0,100,269,2026,459,226,440,1800,387,88,34,9069,65,120,375,1067,671,17598,16,0,188,292,100,381,852,88,234,2626,347,1977,,17,266,5,34,1145,194,516,734,0,427,1134,466,34,K262,307,763,8,39,7,232,475,1145,7680,53,Yes,19599,801
K267,0,124,458,2051,460,66,480,1680,388,89,34,11002,65,563,401,816,671,21039,16,0,578,384,124,305,589,89,488,3748,286,2434,,16,266,5,19,1145,191,644,761,2,238,2394,466,17,K267,307,919,8,215,329,82,477,1145,8323,53,Yes,22966,1089
K308,0,115,155,1970,579,26,295,1401,387,85,34,10523,65,565,444,812,671,19133,16,0,285,294,115,351,591,88,71,3629,318,1495,,18,265,5,33,1145,281,326,142,0,415,2307,466,33,K308,307,508,8,68,9,74,472,1145,9307,63,Yes,21101,1006
K309,0,117,308,2266,503,555,183,504,386,87,34,12409,65,738,393,64,671,20785,16,0,737,257,117,445,694,87,188,3526,295,1963,,309,266,139,150,1145,182,553,1231,0,534,1553,466,150,K309,307,808,8,68,8,92,473,1145,8953,45,Yes,22847,1199
K335,0,128,144,2775,554,392,264,722,393,97,34,11167,65,167,1058,114,671,21793,16,217,301,343,128,339,650,92,113,5314,272,1687,,343,267,5,67,1145,223,580,945,0,839,2440,466,67,K335,307,453,8,73,9,90,489,1145,9163,56,Yes,23766,1753
K385,0,114,263,1579,1028,215,335,1595,392,94,34,13048,65,548,1259,939,671,25663,16,0,251,321,114,526,405,91,143,5700,334,3627,,19,267,5,192,1145,387,1274,160,0,1299,2278,466,192,K385,307,1136,8,54,13,176,485,1145,11772,95,Yes,27819,801
K393,0,101,465,893,403,272,380,1368,387,82,34,9402,65,532,350,685,671,15722,16,0,8,297,101,285,221,89,50,2502,252,1455,6,18,265,5,33,1145,205,565,286,0,49,1161,466,33,K393,307,398,8,83,8,81,470,1145,8361,59,Yes,17621,300
K455,0,109,522,721,816,506,439,2160,385,82,34,7592,65,687,766,1195,671,15697,16,81,251,520,109,484,182,88,373,3031,278,2084,6,28,263,69,206,1145,77,156,448,0,252,828,466,205,K455,307,669,8,236,169,274,468,1145,5377,122,Yes,17793,167
K498,0,117,954,939,889,1011,416,4359,387,83,34,6752,65,73,644,970,671,17656,16,0,6,405,117,640,306,89,168,2987,315,2502,2568,21,264,5,325,1145,54,508,217,8,48,276,466,317,K498,307,836,8,122,8,261,470,1145,6055,84,Yes,19910,261
K534,0,121,254,1879,893,27,388,1435,390,89,34,11347,65,558,665,758,671,21136,16,0,469,289,121,268,544,90,356,2915,247,3438,,18,267,5,21,1145,370,964,1159,0,52,1546,466,21,K534,307,884,8,87,531,167,479,1145,8600,96,Yes,23027,962
K584,0,148,360,1671,934,1290,264,722,398,101,34,12912,65,559,1417,114,671,25100,16,355,12,343,148,393,568,95,175,6266,359,3381,,19,269,5,34,1145,353,1148,875,0,67,2424,466,34,K584,307,1114,8,133,18,167,498,1145,11075,59,Yes,27136,730
K594,0,101,651,1354,60,307,450,1660,383,77,34,7934,65,111,161,816,671,14273,16,0,6,389,101,290,770,86,316,1739,266,1486,6,16,264,5,24,1145,241,762,480,0,47,331,466,24,K594,307,587,8,99,8,69,461,1145,6812,88,Yes,16168,212
K627,0,278,239,1921,59,354,161,593,383,81,34,8281,65,186,868,50,671,15559,16,0,627,381,278,283,921,85,123,2468,266,2019,,12,265,5,16,1145,19,1293,1375,0,39,948,466,16,K627,307,500,8,323,5,161,464,1145,5561,70,Yes,17450,627
K628,0,87,192,1122,59,212,855,2405,379,73,34,8293,65,97,39,1217,671,14393,16,0,255,333,87,248,633,81,498,833,232,1654,,16,264,5,16,1145,38,997,326,0,26,326,466,16,K628,307,499,8,43,2,97,451,1145,7003,51,Yes,16237,117
K636,0,104,334,2494,822,1035,161,593,388,88,34,8454,65,155,517,51,671,18289,16,0,272,381,104,361,1261,88,130,4408,323,2236,,17,266,5,38,1145,352,954,1282,0,379,1790,466,38,K636,307,379,8,103,5,76,476,1145,6447,41,Yes,20270,860
K688,0,121,290,925,1165,836,336,1605,388,83,34,10806,65,104,323,942,671,18716,16,0,4,322,121,388,421,89,337,2119,261,3140,6,17,265,5,126,1145,373,1337,292,0,50,246,466,126,K688,307,510,8,3,9,120,470,1145,9818,226,Yes,20719,132
K002,0,107,292,1707,817,306,615,1785,386,83,34,10477,65,519,379,851,671,19477,17,194,89,319,107,308,852,87,206,3300,242,2103,,295,265,1,66,1145,201,514,581,0,575,1353,466,66,K002,307,652,8,70,7,113,469,1145,8661,54,Yes,21399,482
K006,0,112,118,1944,541,179,478,1538,387,89,34,9153,65,63,250,786,671,17369,17,0,160,274,112,309,608,88,61,3280,287,1342,,206,266,1,22,1145,126,317,521,0,196,2411,466,22,K006,307,374,8,23,7,103,476,1145,8066,53,Yes,19299,964
K012,0,107,84,2145,14,167,378,1890,386,83,34,14290,65,104,606,994,671,24477,17,0,836,519,107,322,885,86,146,4618,277,1426,,16,267,1,45,1145,360,866,1771,0,901,2500,466,45,K012,307,441,8,28,5,100,470,1145,11332,56,Yes,26414,887
K022,0,125,89,3079,368,257,428,2018,392,97,34,11132,65,568,310,1043,671,22836,17,0,431,547,125,566,783,92,68,4940,272,1541,,17,267,1,294,1145,331,458,789,0,311,3643,466,293,K022,307,627,8,99,9,79,489,1145,9081,79,Yes,25035,1923
K061,0,102,181,1039,478,93,293,1157,384,79,34,8808,65,103,266,588,671,14233,17,0,145,276,102,325,416,86,38,2020,265,1107,,146,264,1,60,1145,151,213,241,0,167,1162,466,60,K061,307,338,8,167,6,71,462,1145,7909,58,Yes,16165,251
K091,0,127,117,2817,245,493,289,598,392,97,34,11230,65,522,254,126,671,19593,17,0,633,184,127,408,828,92,116,3917,334,905,,208,267,1,74,1145,110,304,407,0,562,2382,466,74,K091,382,274,8,56,9,72,489,1145,9216,70,Yes,21635,1542
K092,0,92,139,1492,871,88,479,1415,387,86,34,9623,65,515,458,729,671,16501,17,108,304,207,92,353,788,87,44,2079,275,1800,,16,266,1,78,1145,276,379,346,0,184,824,466,78,K092,307,469,8,136,4,76,472,1145,8205,55,Yes,18470,332
K122,0,208,1509,1338,14,22,484,2141,385,77,34,11225,65,93,2050,1137,671,23721,17,0,2,515,208,289,661,87,465,4368,273,4440,6,10,265,1,17,1145,65,2182,1089,0,19,702,466,16,K122,307,1532,8,3,6,706,462,1145,9508,57,Yes,25616,304
K138,0,101,229,1633,418,318,421,1284,388,83,34,10627,65,520,462,642,671,17431,17,0,440,221,101,311,712,88,52,2779,233,1007,,161,266,1,78,1145,243,256,425,0,367,1159,466,77,K138,378,247,8,41,5,80,470,1145,8931,57,Yes,19357,478
K161,0,92,196,1327,140,62,307,1001,384,78,34,8656,65,543,129,550,671,13782,17,0,197,143,92,398,549,86,47,1748,263,958,,186,265,1,135,1145,111,257,515,0,386,864,466,135,K161,307,332,8,19,153,76,463,1145,7061,88,Yes,15787,406
K167,0,93,169,1759,382,22,471,1855,389,90,34,10546,65,539,361,1110,671,19194,17,124,452,274,93,319,682,89,138,3275,280,1665,,16,266,1,40,1145,156,425,529,1,536,1907,466,39,K167,307,757,8,68,8,93,479,1145,8746,58,Yes,21137,705
K181,0,110,100,1710,407,133,241,1100,385,80,34,9832,65,528,148,620,671,15957,17,0,335,239,110,270,708,86,56,2198,237,1007,,16,265,1,32,1145,78,197,342,0,280,1458,466,32,K181,357,327,8,64,6,69,465,1145,8434,56,Yes,17836,580
K189,0,93,359,1319,407,124,308,890,383,78,34,7538,65,78,209,440,671,12340,17,0,88,141,93,354,564,85,323,1473,299,1026,,104,265,1,56,1145,80,179,707,0,328,373,466,56,K189,353,227,8,46,108,106,462,1145,6136,56,Yes,14300,338
K191,0,98,156,2210,683,390,749,1786,387,88,34,8991,65,248,515,366,671,19548,17,0,633,671,98,728,760,88,120,4084,273,2378,,16,266,1,455,1145,452,827,121,0,936,1635,466,455,K191,307,777,8,51,7,85,476,1145,7748,55,Yes,21896,1077
K221,0,106,140,2081,606,224,578,1933,386,86,34,10024,65,115,511,1007,671,18355,17,140,581,348,106,446,609,87,107,2695,322,1516,,259,265,1,125,1145,155,366,156,0,129,1394,466,125,K221,307,464,8,27,6,74,472,1145,8725,53,Yes,20418,1099
K241,0,114,214,2010,593,118,413,1575,386,85,34,9337,65,67,238,958,671,17441,17,0,364,204,114,342,710,87,127,2957,316,1448,,223,265,1,26,1145,148,350,631,2,597,1643,466,24,K241,307,419,8,172,6,79,470,1145,7699,54,Yes,19398,927
K246,0,119,195,1530,847,124,405,1678,387,85,34,11600,65,533,507,896,671,20138,17,0,163,377,119,421,790,88,60,3138,252,2072,,204,266,1,169,1145,193,357,811,0,370,1748,466,169,K246,307,563,8,128,198,106,473,1145,9635,65,Yes,22176,367
K249,0,94,213,1556,440,139,226,1065,384,83,34,7931,65,141,133,595,671,13876,17,0,242,244,94,343,855,85,109,1944,278,1286,,16,265,1,65,1145,135,278,423,0,229,1095,466,65,K249,307,488,8,31,4,75,467,1145,6787,182,Yes,15831,329
K289,0,117,93,2334,574,159,491,1656,388,88,34,10871,65,80,416,847,671,21749,17,144,422,318,117,418,708,88,114,5110,272,1660,,279,266,1,146,1145,164,379,100,0,596,3539,466,145,K289,307,626,8,48,7,75,477,1145,9616,211,Yes,23788,1254
K316,0,99,621,1826,510,865,580,1983,385,85,34,11307,65,200,406,1030,671,23698,17,0,218,374,99,340,671,86,222,6451,273,2032,,15,265,1,67,1145,250,701,856,0,1406,2903,466,67,K316,307,662,8,39,7,152,470,1145,9592,164,Yes,25653,782
K334,0,109,905,1428,666,897,826,2135,388,86,34,9785,65,525,11,939,671,20122,17,0,2,370,109,320,479,89,171,4131,279,2534,,16,266,1,41,1145,292,935,1736,0,30,1995,466,41,K334,307,302,8,173,528,103,474,1145,7051,109,Yes,22060,576
K340,0,95,183,1255,576,20,286,1204,385,79,34,7680,65,59,611,672,671,13905,17,0,1,247,95,395,596,86,62,1611,228,2060,,16,265,1,167,1145,370,780,113,0,50,376,466,167,K340,330,579,8,10,3,122,464,1145,7365,54,Yes,15908,265
K352,0,111,135,1378,968,440,202,1201,393,93,34,12097,65,534,734,660,671,20109,17,242,356,340,111,265,639,91,106,3191,249,2131,,349,267,1,16,1145,240,609,933,0,25,1374,466,16,K352,307,455,8,89,23,77,485,1145,9653,78,Yes,22004,367
K353,0,103,114,1217,899,551,580,1983,385,82,34,10092,65,518,608,1030,671,18666,17,0,570,374,103,334,531,86,65,2131,317,3139,,15,265,1,17,1145,328,1173,979,0,29,501,466,17,K353,307,954,8,69,9,105,466,1145,7783,93,Yes,20610,313
K354,0,121,199,1700,613,428,826,2135,391,91,34,9902,65,78,516,939,671,19717,17,0,438,370,121,361,708,91,112,3488,260,2370,,16,266,1,101,1145,259,801,1279,0,568,1518,466,101,K354,307,426,8,60,420,110,482,1145,7861,58,Yes,21704,619
