DBN,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation,Name,schoolyear,fl_percent,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,poverty_level,elementary_school,middle_school,high_school
Q253,2,236,208,1655,566,228,371,1590,371,83,34,9273,83,142,311,866,17393,27,0.0,219,352,236,289,876,72,92,2999,268,1640,0.0,7,265,4,20,168,411,610,1,391,1693,18,Q253,307,532,129,7,124,454,7982,89,1.0,19475,390,PS 253,2011,,95.8,523.0,19.7,13.0,1.9,49.1,44.2,3.3,50.7,49.3,90.520694259,1,0,0
Q254,2,134,180,2271,528,77,531,1632,371,82,34,8624,83,121,179,777,17056,27,0.0,230,324,134,286,722,71,242,2917,275,1478,0.0,156,265,4,11,127,328,724,1,33,2321,8,Q254,307,458,131,7,156,452,6783,234,1.0,19133,1159,PS 254,2011,,92.3,635.0,13.5,13.9,15.3,6.5,69.3,8.2,55.6,44.4,78.7716955941,1,0,0
Q260,2,80,182,886,767,25,303,1342,369,74,34,7071,83,115,461,741,12973,27,0.0,2,297,80,226,182,71,33,1384,215,2209,1.0,4,264,4,11,166,573,441,1,27,523,8,Q260,307,514,140,256,99,443,6249,83,1.0,14980,315,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,2011,,81.3,410.0,3.4,9.5,3.9,73.7,21.0,0.7,50.7,49.3,45.9946595461,0,0,1
Q262,2,71,331,1367,572,103,374,1679,369,73,34,6436,83,162,516,943,14402,27,0.0,13,361,71,221,425,71,652,3124,215,1725,1.0,7,263,4,5,182,382,763,1,27,1965,2,Q262,307,487,34,160,125,442,4711,89,1.0,16403,553,CHANNEL VIEW SCHOOL FOR RESEARCH,2011,,78.6,617.0,1.3,10.7,6.2,54.3,28.7,9.9,49.8,50.2,38.4512683578,0,1,1
Q273,2,148,256,1939,16,254,184,1604,364,72,34,14157,83,137,19,996,24073,27,0.0,1578,425,148,282,760,68,584,2652,275,3572,0.0,1,262,4,8,56,1982,226,1,20,2046,5,Q273,307,1436,5,4,134,437,11368,254,1.0,26131,790,P.S. 273,2011,,60.0,100.0,9.0,8.0,15.0,20.0,55.0,9.0,45.0,55.0,17.2229639519,1,0,0
Q282,2,63,176,1170,641,25,303,1340,368,73,34,7138,83,121,445,740,13182,27,0.0,1,297,63,262,692,70,273,992,241,2480,0.0,7,264,4,21,273,772,258,1,21,52,18,Q282,307,514,18,393,160,441,6329,126,1.0,15224,89,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,2011,,89.7,257.0,3.1,6.2,1.6,66.9,26.1,3.9,45.5,54.5,70.694259012,0,1,0
Q302,2,101,273,819,16,482,303,1342,370,75,34,9592,83,119,365,741,15301,27,0.0,232,297,101,231,320,72,115,1692,223,1754,1.0,5,263,4,8,271,937,246,1,27,273,5,Q302,307,683,53,6,112,445,8701,118,1.0,17316,110,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH,2011,,84.5,242.0,11.6,12.0,4.1,61.6,25.6,4.5,58.7,41.3,54.4058744993,0,0,1
Q306,2,101,73,2638,16,25,373,943,366,76,34,8487,83,155,169,404,14899,27,0.0,527,166,101,278,624,69,502,1417,270,1313,0.0,5,263,4,8,164,602,414,1,29,957,5,Q306,307,589,13,6,100,442,6777,90,1.0,16957,1624,NEW YORK CITY ACADEMY FOR DISCOVERY,2011,,83.6,321.0,16.5,11.2,14.6,6.9,71.3,5.0,52.6,47.4,52.3364485981,1,0,0
Q308,2,36,324,1041,446,25,331,985,369,74,34,6732,87,114,349,405,11484,27,0.0,2,248,36,274,356,72,172,1160,196,1530,1.0,5,263,4,78,171,487,293,1,32,260,75,Q308,307,394,18,9,194,444,5918,205,1.0,13541,292,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION A,2011,,72.1,436.0,5.0,15.8,25.2,6.9,43.6,23.2,47.5,52.5,27.3698264352,0,0,1
Q309,2,40,400,1024,424,25,303,1342,370,75,34,8563,83,117,261,741,13694,27,0.0,2,297,40,284,297,72,280,972,277,1752,1.0,1,263,4,7,135,569,285,1,33,118,5,Q309,307,595,43,8,157,445,7583,248,1.0,15762,338,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD S,2011,,77.9,386.0,8.5,14.2,10.6,54.7,30.3,4.1,39.9,60.1,36.8491321762,0,1,1
Q317,2,78,149,1928,16,93,390,1755,369,80,34,9759,83,205,706,861,16600,27,0.0,655,504,78,234,510,71,220,1705,225,1375,0.0,25,264,4,9,215,546,1040,1,31,511,6,Q317,307,655,12,11,146,449,7510,87,1.0,18621,1029,WATERSIDE CHILDREN'S STUDIO SCHOOL,2011,,90.6,354.0,7.3,14.7,2.3,37.3,41.5,17.5,49.7,50.3,73.2977303071,1,0,0
Q318,2,75,301,2482,16,25,390,1755,374,85,34,9700,83,217,251,861,18617,27,0.0,42,504,75,262,667,75,279,1252,253,3353,0.0,1,264,4,9,25,1490,304,1,49,601,6,Q318,307,1515,5,12,320,458,8792,56,1.0,20675,1425,WATERSIDE SCHOOL FOR LEADERSHIP,2011,,100.0,133.0,10.5,25.6,3.0,50.4,29.3,15.8,55.6,44.4,100.0,0,1,0
Q319,2,141,371,1991,188,313,645,2386,373,84,34,9997,83,241,818,1049,19932,27,0.0,732,692,141,264,597,75,701,3104,255,2312,0.0,1,264,4,9,26,1217,262,1,51,1525,6,Q319,307,760,9,16,132,458,7804,243,1.0,21993,1005,VILLAGE ACADEMY,2011,,93.2,163.0,10.4,27.0,2.5,70.6,25.8,0.6,53.4,46.6,81.308411215,0,1,0
Q323,2,17,205,1075,314,85,265,1122,363,63,34,5845,83,69,204,562,9770,27,0.0,2,294,17,229,259,67,475,774,220,936,1.0,118,262,4,9,120,239,468,1,12,148,6,Q323,307,169,10,111,103,426,4623,77,1.0,11765,427,THE SCHOLARS ACADEMY,2011,,45.6,970.0,0.05,0.7,20.0,20.0,13.3,45.4,43.5,56.5,9.01201602136,0,1,1
Q324,2,51,1024,1277,1871,25,374,1679,371,76,34,9532,83,169,425,943,21675,27,0.0,2,361,51,277,431,73,1879,2336,274,6799,1.0,9,264,4,2,502,2360,424,1,33,326,0,Q324,307,1894,19,7,666,446,6618,409,1.0,23736,457,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUST,2011,,60.0,87.0,10.3,8.0,2.3,41.4,34.5,19.5,65.5,34.5,17.2229639519,0,0,1
Q333,2,131,278,2056,30,125,384,1701,368,73,34,9162,83,187,402,831,15778,27,0.0,635,486,131,187,845,69,182,1688,177,1039,0.0,211,264,4,9,111,374,251,1,18,754,6,Q333,307,542,8,4,90,441,7589,95,1.0,17744,822,GOLDIE MAPLE ACADEMY,2011,,91.3,542.0,0.6,7.2,3.3,73.4,20.1,2.4,43.7,56.3,75.5006675567,1,1,0
Q400,2,165,482,851,1022,281,868,2672,372,78,34,7102,83,369,521,1101,15990,27,0.0,3,702,165,241,243,74,105,2541,228,2658,1.0,113,264,4,12,66,198,325,1,497,695,9,Q400,307,1050,210,210,178,450,5881,92,1.0,18019,219,AUGUST MARTIN HIGH SCHOOL,2011,,78.6,1160.0,4.2,16.9,6.0,78.6,12.6,2.1,56.7,43.3,38.4512683578,0,0,1
Q410,2,199,253,1088,1013,487,374,1679,373,81,34,7463,83,439,520,943,15647,27,0.0,16,361,199,324,427,75,348,2919,232,2300,1.0,127,264,104,91,101,236,430,1,351,1206,88,Q410,307,931,160,12,109,454,5705,135,1.0,17764,272,BEACH CHANNEL HIGH SCHOOL,2011,,75.4,1053.0,9.6,19.1,3.0,49.4,41.0,6.1,57.4,42.6,31.8424566088,0,0,1
Q465,2,512,1625,1164,4907,1850,303,1342,409,131,35,5131,83,535,20,741,29416,27,0.0,42,297,512,388,668,93,416,7817,380,13449,1.0,23,280,4,8,910,3386,147,1,2514,899,5,Q465,307,4790,968,13,352,539,2911,83,1.0,31682,107,FAR ROCKAWAY HIGH SCHOOL,2011,,93.1,70.0,17.1,25.7,4.3,72.9,22.9,0.0,44.3,55.7,80.5073431242,0,0,1
Q475,2,74,191,686,703,170,501,1184,369,75,34,6980,83,372,584,417,12112,27,27.0,2,264,74,241,148,72,111,1574,160,1614,1.0,89,263,4,80,40,83,133,1,79,484,77,Q475,307,699,86,9,120,444,6091,91,1.0,14136,149,RICHMOND HILL HIGH SCHOOL,2011,,65.2,2910.0,17.0,13.1,34.1,16.0,47.1,2.4,51.1,48.9,20.9612817089,0,0,1
Q480,2,102,455,718,547,152,262,1104,370,76,34,7177,83,382,459,432,12550,27,0.0,21,205,102,298,161,72,66,1691,222,1758,204.0,78,264,70,76,59,78,166,1,135,430,73,Q480,307,613,100,402,118,446,6209,85,1.0,14633,168,JOHN ADAMS HIGH SCHOOL,2011,,82.6,3296.0,15.0,12.3,28.2,29.3,36.6,4.4,54.5,45.5,49.3324432577,0,0,1
Q650,2,63,308,897,551,252,482,1423,367,69,34,7288,83,101,321,680,12504,27,0.0,1,260,63,329,327,69,200,1220,322,1613,1.0,127,264,4,7,93,239,302,1,50,195,4,Q650,307,621,57,3,200,437,6397,99,1.0,14609,180,THE HIGH SCHOOL FOR CONSTRUCTION TRADES,2011,,75.7,896.0,0.2,4.2,30.1,9.8,41.9,17.4,63.7,36.3,32.1094793057,0,0,1
Q008,2,99,156,1808,909,174,526,1557,372,81,34,9510,83,106,373,689,17226,28,53.0,298,342,99,290,654,74,323,2172,205,2079,0.0,7,264,4,85,89,308,869,1,467,861,82,Q008,307,614,134,155,93,452,7710,59,1.0,19306,764,JHS 008 RICHARD S GROSSLEY,2011,,72.7,737.0,6.8,26.5,12.2,66.5,18.3,1.4,54.4,45.6,27.9706275033,0,1,0
Q030,2,137,83,2216,284,22,488,1726,370,83,34,10063,83,111,459,782,18645,28,0.0,458,456,137,325,651,72,43,3081,317,1422,0.0,7,264,4,8,86,334,885,1,556,1875,5,Q030,307,666,22,9,129,453,8450,83,1.0,20762,1176,PS 030 QUEENS,2011,,80.9,583.0,2.1,18.9,2.1,85.8,7.5,3.3,54.9,45.1,44.4592790387,1,0,0
Q040,2,159,240,1495,565,256,362,1637,368,79,34,9508,83,207,490,892,17172,28,0.0,399,383,159,248,692,70,448,2590,207,1782,0.0,89,264,4,41,162,346,814,1,498,944,38,Q040,307,690,10,6,175,448,7456,79,1.0,19207,414,PS 040 SAMUEL HUNTINGTON,2011,,92.2,577.0,8.0,10.9,5.4,71.8,18.5,2.8,48.0,52.0,78.170894526,1,0,0
Q048,2,171,268,1705,496,22,239,2111,369,81,34,9007,83,102,270,1314,17577,28,0.0,603,558,171,452,648,71,42,2542,292,2042,0.0,8,263,4,160,211,527,551,1,427,1344,157,Q048,307,654,11,10,354,450,7581,104,1.0,19817,668,PS 048 WILLIAM WORDSWORTH,2011,,79.2,368.0,7.9,16.0,10.9,68.5,16.0,2.7,50.5,49.5,40.1201602136,1,0,0
Q050,2,139,101,1563,570,22,313,991,370,83,34,8429,83,149,171,469,13921,28,0.0,341,210,139,358,692,72,236,1345,229,1453,0.0,133,264,4,129,138,219,429,1,376,537,126,Q050,307,568,10,6,89,453,6887,239,1.0,16070,482,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,2011,,97.8,903.0,16.7,13.3,10.4,32.6,40.0,3.1,48.6,51.4,96.1281708945,1,0,0
Q054,2,160,130,1899,307,24,510,1537,371,83,34,10301,83,127,250,737,18058,28,0.0,257,290,160,358,642,72,82,2564,255,1597,0.0,8,264,4,103,131,373,431,0,536,1492,101,Q054,307,822,18,7,89,454,9224,150,1.0,20208,867,PS 054 HILLSIDE,2011,,89.6,537.0,19.0,13.4,39.7,9.7,46.2,3.5,51.6,48.4,70.3604806409,1,0,0
Q055,2,138,37,1835,233,22,352,1118,369,81,34,9070,83,155,193,483,15781,28,109.0,163,283,138,282,503,71,164,2291,254,1328,0.0,228,264,4,28,129,281,440,0,263,1538,26,Q055,307,704,25,7,102,450,7836,55,1.0,17852,943,PS 055 MAURE,2011,,81.4,700.0,4.9,14.6,46.4,14.7,29.3,3.4,52.3,47.7,46.5287049399,1,0,0
Q072,2,125,186,1265,855,135,393,1914,372,81,34,9576,83,385,530,1017,17126,28,0.0,172,504,125,263,617,73,147,2021,208,2226,0.0,64,265,4,55,104,286,402,1,228,839,52,Q072,307,477,92,437,171,453,8251,59,1.0,19180,258,JHS 072 CATH. & COUNT BASIE,2011,,81.6,731.0,3.3,19.7,18.1,68.5,11.6,0.8,52.5,47.5,47.4632843792,0,1,0
Q080,2,195,73,3118,551,151,380,1583,373,88,34,10125,83,166,271,782,22537,28,0.0,253,420,195,308,495,75,85,5863,263,1652,0.0,7,264,4,45,151,348,190,1,645,4573,42,Q080,307,636,80,13,105,461,9282,58,1.0,24645,2234,PS 080 THURGOOD MARSHALL MAGNET,2011,,79.0,605.0,3.3,26.9,2.3,88.9,6.4,1.8,49.3,50.7,39.0520694259,1,0,0
Q082,2,197,251,2801,263,223,406,2069,370,82,34,8694,83,191,267,739,17642,28,0.0,464,366,197,338,710,71,185,2533,254,1348,558.0,212,264,4,84,119,321,561,0,317,1356,82,Q082,307,671,17,6,86,451,6816,245,1.0,19771,1702,PS 082 HAMMOND,2011,,95.7,633.0,31.3,11.7,33.6,10.0,54.7,1.7,54.5,45.5,90.1201602136,1,0,0
Q086,2,121,127,1590,460,71,202,859,370,83,34,8192,83,145,106,467,13692,28,0.0,231,190,121,467,644,72,256,1531,234,1398,0.0,7,264,4,232,92,224,448,1,389,746,229,Q086,307,579,21,8,128,453,7004,76,1.0,15950,557,PS 086 QUEENS,2011,,89.3,957.0,32.3,15.0,36.7,17.0,44.0,2.2,47.8,52.2,69.1588785047,1,1,0
Q099,2,102,193,1929,407,22,433,2731,368,80,34,7871,83,133,206,705,16831,28,0.0,3,451,102,246,605,71,84,2725,226,1474,1141.0,7,263,4,20,110,262,373,1,441,1753,17,Q099,307,680,32,8,117,448,7177,57,1.0,18864,934,PS 099 KEW GARDENS,2011,,70.1,801.0,13.2,15.4,28.1,8.2,36.2,26.8,51.9,48.1,25.6341789052,1,0,0
Q101,2,40,153,1330,494,22,265,1242,360,67,34,7825,83,59,75,720,13827,28,0.0,88,258,40,254,358,66,380,1967,238,1423,0.0,7,260,4,16,183,288,176,1,262,1272,13,Q101,307,528,28,7,107,427,7028,55,0.0,15846,583,PS 101 SCHOOL IN THE GARDENS,2011,,22.6,675.0,5.3,12.1,33.2,4.4,13.3,45.6,53.2,46.8,2.40320427236,1,0,0
Q117,2,87,99,1725,375,22,269,922,367,78,34,8065,83,97,179,433,13016,28,0.0,274,220,87,235,665,70,188,1137,226,1081,0.0,106,264,4,8,63,168,237,1,292,480,5,Q117,307,435,147,10,93,445,6920,93,1.0,15035,670,PS 117 J.KELD/BRIARWOOD SCH,2011,,81.5,1259.0,11.9,9.4,38.0,11.3,31.6,17.9,50.1,49.9,46.9959946595,1,0,0
Q121,2,131,124,1511,505,25,344,1078,369,80,34,7924,83,111,216,450,13356,28,0.0,140,285,131,258,502,71,59,1461,248,1251,0.0,7,264,4,10,92,224,275,0,320,684,8,Q121,307,417,19,6,99,449,7238,72,1.0,15401,619,PS 121 QUEENS,2011,,88.7,1008.0,3.5,11.0,58.2,25.2,11.6,4.3,52.0,48.0,67.0894526035,1,0,0
Q139,2,30,66,1771,179,22,272,974,366,76,34,7528,83,128,143,499,13261,28,0.0,186,204,30,264,569,69,86,2010,238,948,0.0,129,263,4,26,76,222,185,1,395,1308,23,Q139,307,440,25,8,99,442,6726,59,1.0,15305,812,PS 139 REGO PARK,2011,,62.5,939.0,14.7,10.2,29.0,3.6,30.8,35.4,51.8,48.2,19.2256341789,1,0,0
Q140,2,145,69,1816,850,104,282,1199,370,81,34,8336,83,104,449,656,15746,28,0.0,602,260,145,351,697,71,96,2596,256,1654,0.0,147,264,4,95,92,277,351,0,516,1366,93,Q140,307,436,131,8,84,451,6828,72,1.0,17887,730,PS 140 EDWARD K ELLINGTON,2011,,76.3,760.0,3.6,16.3,1.1,83.4,12.9,1.6,52.0,48.0,33.4445927904,1,0,0
Q144,2,117,125,2135,241,22,384,1359,361,69,34,9608,83,72,229,694,17134,28,0.0,433,281,117,496,405,67,163,2719,244,1196,0.0,214,260,4,253,114,281,269,1,331,1897,250,Q144,307,544,30,8,122,430,8365,58,0.0,19399,1341,PS 144 COL JEROMUS REMSEN,2011,,32.5,695.0,5.2,16.1,34.1,3.2,20.0,35.8,48.6,51.4,5.07343124166,1,0,0
Q157,2,55,24,1600,600,22,370,1347,369,77,34,8810,83,354,258,601,15748,28,70.0,220,376,55,310,472,72,57,2140,228,1797,0.0,131,263,4,82,109,219,311,1,196,1459,79,Q157,307,520,109,240,218,446,7539,84,1.0,17843,739,JHS 157 STEPHEN A HALSEY,2011,,61.0,1079.0,15.1,20.9,19.6,12.1,23.9,43.4,54.4,45.6,17.6902536716,0,1,0
Q160,2,162,89,1981,401,229,527,1481,370,83,34,8777,83,160,153,612,15810,28,0.0,418,343,162,398,662,72,157,2011,259,1397,0.0,10,264,4,139,85,281,503,0,397,1058,136,Q160,307,571,31,43,101,453,7425,68,1.0,18000,930,PS 160 WALTER FRANCIS BISHOP,2011,,90.3,801.0,6.0,17.7,9.4,67.0,16.6,3.2,51.2,48.8,72.4966622163,1,0,0
Q161,2,153,55,1488,219,22,290,1201,370,81,34,8744,83,144,309,647,14601,28,0.0,130,264,153,295,566,71,165,1909,238,1107,0.0,7,264,4,57,115,255,1072,1,27,1380,54,Q161,307,532,25,6,95,451,7138,58,1.0,16686,532,PS 161 ARTHUR ASHE SCHOOL,2011,,94.4,797.0,11.7,11.4,71.9,8.9,16.7,2.1,53.5,46.5,84.779706275,1,0,0
Q167,2,87,616,1297,763,29,184,1290,367,72,34,8219,83,94,14,1104,15604,28,0.0,2,3,87,333,437,70,521,2334,325,2376,0.0,91,263,4,8,275,900,540,1,544,855,5,Q167,307,585,11,8,120,439,6719,237,1.0,17715,471,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,2011,,60.0,226.0,2.2,14.2,20.8,18.1,31.4,29.6,54.4,45.6,17.2229639519,0,1,0
Q174,2,56,135,2362,266,25,396,1485,364,74,34,8249,83,86,99,698,15854,28,0.0,73,391,56,263,452,68,165,2303,241,1399,0.0,194,262,4,22,136,315,169,1,223,1684,19,Q174,307,702,31,6,109,439,7447,79,1.0,17894,1521,PS 174 WILLIAM SIDNEY MOUNT,2011,,45.0,636.0,14.0,12.4,34.6,3.8,22.5,36.0,52.4,47.6,8.81174899866,1,0,0
Q175,2,107,162,1167,253,22,419,1401,368,79,34,7858,83,111,228,579,13600,28,0.0,152,403,107,266,441,70,264,1908,241,1160,0.0,7,263,4,24,129,300,561,1,503,863,21,Q175,307,515,74,7,85,446,6627,58,1.0,15651,336,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,2011,,69.7,713.0,6.6,13.7,17.0,2.0,13.7,66.9,53.2,46.8,25.1001335113,1,0,0
Q182,2,145,95,2427,305,52,283,2475,368,79,34,8098,83,107,523,410,16934,28,0.0,311,200,145,278,582,70,149,2595,238,1194,1582.0,168,264,4,41,130,224,418,1,483,1311,38,Q182,307,580,23,4,81,447,6834,84,1.0,18998,1456,PS 182 SAMANTHA SMITH,2011,,95.8,881.0,40.1,7.0,40.4,12.0,42.9,2.6,50.5,49.5,90.520694259,1,0,0
Q190,3,54,35,1321,405,22,241,1267,367,73,34,8094,83,86,358,660,13835,28,58.0,62,365,54,227,525,70,31,1668,219,1431,0.0,161,263,4,8,101,286,157,1,301,794,5,Q190,307,613,64,9,119,440,7471,58,1.0,15841,406,JHS 190 RUSSELL SAGE,2011,,50.7,824.0,11.8,15.5,37.5,7.5,23.8,30.0,52.3,47.7,11.1481975968,0,1,0
Q196,3,45,86,1918,134,22,349,1799,359,65,34,7181,83,69,183,743,13486,28,0.0,141,352,45,245,452,65,86,1431,232,1110,356.0,203,260,4,12,129,302,252,1,23,988,9,Q196,307,584,25,5,86,424,6344,57,0.0,15493,1077,PS 196 GRAND CENTRAL PKWY,2011,,25.9,642.0,6.5,8.6,44.4,1.9,10.4,41.7,49.7,50.3,3.47129506008,1,0,0
Q206,2,111,92,1704,257,22,440,1452,368,79,34,8644,83,105,409,636,16148,28,0.0,81,376,111,450,588,70,115,2823,249,1414,0.0,206,264,4,201,136,311,368,0,572,1591,199,Q206,307,760,28,6,80,448,7679,56,1.0,18384,726,PS 206 HORACE HARDING,2011,,84.2,629.0,21.1,10.3,19.2,21.9,30.5,28.0,51.8,48.2,53.8718291055,1,0,0
Q217,2,100,92,1278,363,30,237,1006,370,78,34,8405,83,110,255,500,13810,28,40.0,70,268,100,242,518,72,78,1545,221,1476,0.0,85,264,4,20,80,153,708,1,232,814,18,Q217,307,420,253,265,275,448,7002,95,1.0,15838,371,JHS 217 ROBERT A VAN WYCK,2011,,85.1,1376.0,16.4,16.0,37.9,15.0,41.6,4.9,50.1,49.9,56.1415220294,0,1,0
Q220,2,135,64,2079,291,41,424,1441,368,80,34,9467,83,99,206,660,18789,28,131.0,352,357,135,309,548,71,103,4102,259,1565,0.0,6,263,4,50,136,361,575,0,590,2934,48,Q220,307,681,88,83,150,448,8185,55,1.0,20884,1141,PS 220 EDWARD MANDEL,2011,,75.8,567.0,26.3,16.4,25.0,6.7,25.7,41.8,58.6,41.4,32.4432576769,1,0,0
Q284,2,21,419,1110,16,143,527,1557,369,73,34,7123,83,148,266,687,12242,28,0.0,1,342,21,250,345,71,218,1103,242,1328,1.0,6,264,4,8,182,557,462,1,26,67,5,Q284,307,655,13,5,95,442,6077,193,1.0,14273,376,YORK EARLY COLLEGE ACADEMY,2011,,78.4,402.0,0.2,8.7,21.9,66.4,10.2,0.2,51.5,48.5,37.9839786382,0,1,1
Q303,2,195,16,1781,16,22,252,1370,360,67,34,8950,83,56,14,789,16170,28,0.0,666,329,195,359,558,66,209,1795,287,2079,0.0,4,260,4,72,19,1095,247,1,28,1697,69,Q303,307,832,18,6,130,426,7693,52,0.0,18294,834,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,2011,,8.3,176.0,3.4,10.8,19.3,1.7,21.0,54.0,46.6,53.4,0.467289719626,1,0,0
Q310,2,57,224,1190,482,159,323,1709,371,76,34,7655,83,132,325,849,13409,28,0.0,3,535,57,261,351,73,260,1215,253,1584,1.0,4,264,4,9,232,683,313,1,37,238,6,Q310,307,327,33,12,80,447,6741,165,1.0,15456,449,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,2011,,79.5,312.0,6.4,15.1,26.6,51.0,19.2,2.6,51.6,48.4,41.0547396529,0,1,1
Q325,2,57,469,849,16,962,323,1709,369,74,34,11449,83,233,1360,849,19548,28,0.0,2,535,57,306,258,72,1426,2944,299,2540,1.0,6,263,4,7,38,2230,559,1,28,87,5,Q325,307,7,10,6,281,443,8924,286,1.0,21636,201,HILLSIDE ARTS & LETTERS ACADEMY,2011,,60.0,93.0,11.8,11.8,28.0,48.4,16.1,4.3,48.4,51.6,17.2229639519,0,0,1
Q328,2,21,1187,820,16,23,323,1709,370,75,34,12310,83,454,1614,849,22007,28,0.0,2,535,21,231,268,72,2302,3038,223,4109,1.0,9,264,4,8,64,2504,374,1,25,124,5,Q328,307,1085,12,7,497,445,8610,543,1.0,24022,162,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,2011,,60.0,82.0,12.2,11.0,18.3,50.0,24.4,6.1,50.0,50.0,17.2229639519,0,0,1
Q338,2,103,832,624,594,254,528,1425,366,68,34,5562,83,244,110,640,12665,28,0.0,57,256,103,271,58,69,364,1647,263,3303,1.0,1,263,4,8,229,793,270,1,19,203,5,Q338,307,1253,11,3,659,434,4391,221,1.0,14709,177,SATELLITE ACADEMY HS @ JAMAICA LEARNING CENTER,2011,,81.4,267.0,1.9,6.0,0.4,60.3,20.6,3.0,46.4,53.6,46.5287049399,0,0,1
Q440,2,29,193,826,463,103,295,914,366,70,34,6653,83,361,445,389,11126,28,0.0,5,229,29,223,174,70,138,1496,158,1208,1.0,51,262,60,65,56,66,194,1,117,581,62,Q440,307,503,67,8,168,436,5645,133,1.0,13124,263,FOREST HILLS HIGH SCHOOL,2011,,50.7,3897.0,8.6,10.6,26.2,8.9,29.2,34.7,49.3,50.7,11.1481975968,0,0,1
Q470,2,109,300,716,875,290,369,1755,369,74,34,8103,83,373,526,849,14863,28,66.0,15,535,109,284,172,71,94,2005,162,2174,1.0,128,263,4,122,71,200,173,1,177,575,119,Q470,307,993,109,6,99,443,7114,95,1.0,16929,155,JAMAICA HIGH SCHOOL,2011,,59.0,1178.0,22.2,11.9,29.6,48.6,20.7,0.8,56.8,43.2,15.0200267023,0,0,1
Q505,2,71,285,836,586,139,336,1037,368,72,34,7100,83,382,404,432,12033,28,0.0,22,267,71,246,167,70,316,1644,221,1345,1.0,70,263,4,25,32,79,330,1,101,684,22,Q505,307,546,100,5,129,440,5789,86,1.0,14057,280,HILLCREST HIGH SCHOOL,2011,,76.4,3289.0,12.7,8.2,34.1,40.1,22.3,2.6,44.1,55.9,33.7783711615,0,0,1
Q620,2,39,229,973,657,74,358,967,368,71,34,7438,83,87,459,383,12646,28,33.0,2,225,39,204,282,71,245,1365,158,1865,1.0,116,263,4,46,47,103,115,1,115,407,43,Q620,307,815,60,6,284,439,6721,88,1.0,14628,301,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION,2011,,54.7,2352.0,1.7,11.5,48.7,24.7,22.4,3.5,66.2,33.8,12.7503337784,0,0,1
Q680,2,17,193,937,579,22,179,1033,366,67,34,6086,83,97,614,605,10838,28,0.0,1,248,17,192,375,68,34,987,169,1778,1.0,184,263,151,23,145,382,216,1,7,6,20,Q680,307,655,10,1,162,433,5302,90,1.0,12802,172,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHO,2011,,68.8,632.0,0.0,0.0,34.8,44.9,17.6,2.2,36.2,63.8,23.8985313752,0,1,1
Q686,2,41,373,885,721,206,184,1293,362,63,34,7771,83,57,604,1105,13733,28,0.0,6,3,41,349,316,68,844,1737,341,2005,1.0,249,260,4,8,199,506,290,1,32,323,5,Q686,307,483,10,10,285,425,6100,209,0.0,15845,180,QUEENS METROPOLITAN HIGH SCHOOL,2011,,35.0,411.0,1.9,14.6,17.5,6.8,33.6,42.1,48.7,51.3,5.67423230975,0,0,1
